id,clockCycles,assemblyInstr
values_27,4601,
values_84,109594,
values_65,12907,
values_96,1987,
values_28,1191,
values_54,12895,
values_15,1339,
values_87,34873,
values_59,37741,
values_5,1813,
values_92,671,
values_0,1950,
values_77,37765,
values_17,1956,
values_12,29636,
values_33,1837,
values_25,2169,
values_19,34945,
values_97,1987,
values_81,2169,
values_8,29654,
values_73,1185,
values_89,1813,
values_82,35019,
values_34,1964,
values_70,3031,
values_29,1960,
values_51,34853,
values_57,1193,
values_88,17429,
values_23,1339,
values_45,22903,
values_66,117032,
values_36,37743,
values_56,1987,
values_26,9421,
values_43,109736,
values_52,2635,
values_98,6685,
values_61,1189,
values_44,12891,
values_68,56139,
values_41,1813,
values_85,1489,
values_79,1813,
values_71,4597,
values_63,117128,
values_20,48,
values_74,4587,
values_72,34881,
values_86,2169,
values_75,1187,
values_55,56091,
values_14,34645,
values_47,1489,
values_91,348,
values_64,109560,
values_11,22913,
values_49,34687,
values_62,34779,
values_80,16605,
values_39,1837,
values_90,117084,
values_53,34937,
values_94,117138,
values_7,665,
values_31,12899,
values_93,22901,
values_38,175,
values_58,12909,
values_78,4587,
values_50,1837,
values_3,17395,
values_13,117156,
values_83,29614,
values_1,109876,
values_21,348,
values_32,350,
values_22,16615,
values_9,56027,
values_6,22907,
values_76,348,
values_18,22919,
values_16,1489,
values_40,1339,
values_2,1813,
values_60,117084,
values_99,1813,
values_48,1813,
values_69,17375,
values_46,1987,
values_24,117216,
values_95,2635,
values_42,2635,
values_37,48,
values_10,2635,
values_67,1183,
values_35,9459,
values_30,34911,
values_4,669,
