inputName,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function,FunctionCall,PointerDereferencing,CyclomaticComplexity,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation
values_27, 125, 23, 10, 23, 12, 1, 42, 11, 11, 11, 2, 34, 11, 11, 100.0
values_84, 125, 23, 10, 23, 12, 1, 42, 11, 11, 11, 2, 34, 11, 11, 100.0
values_65, 125, 23, 10, 23, 12, 1, 42, 11, 11, 11, 2, 34, 11, 11, 100.0
values_96, 125, 23, 10, 23, 12, 1, 42, 11, 11, 11, 2, 34, 11, 11, 100.0
values_28, 125, 23, 10, 23, 12, 1, 42, 11, 11, 11, 2, 34, 11, 11, 100.0
values_54, 125, 23, 10, 23, 12, 1, 42, 11, 11, 11, 2, 34, 11, 11, 100.0
values_15, 125, 23, 10, 23, 12, 1, 42, 11, 11, 11, 2, 34, 11, 11, 100.0
values_87, 125, 23, 10, 23, 12, 1, 42, 11, 11, 11, 2, 34, 11, 11, 100.0
values_59, 125, 23, 10, 23, 12, 1, 42, 11, 11, 11, 2, 34, 11, 11, 100.0
values_5, 125, 23, 10, 23, 12, 1, 42, 11, 11, 11, 2, 34, 11, 11, 100.0
values_92, 125, 23, 10, 23, 12, 1, 42, 11, 11, 11, 2, 34, 11, 11, 100.0
values_0, 125, 23, 10, 23, 12, 1, 42, 11, 11, 11, 2, 34, 11, 11, 100.0
values_77, 125, 23, 10, 23, 12, 1, 42, 11, 11, 11, 2, 34, 11, 11, 100.0
values_17, 125, 23, 10, 23, 12, 1, 42, 11, 11, 11, 2, 34, 11, 11, 100.0
values_12, 125, 23, 10, 23, 12, 1, 42, 11, 11, 11, 2, 34, 11, 11, 100.0
values_33, 125, 23, 10, 23, 12, 1, 42, 11, 11, 11, 2, 34, 11, 11, 100.0
values_25, 125, 23, 10, 23, 12, 1, 42, 11, 11, 11, 2, 34, 11, 11, 100.0
values_19, 125, 23, 10, 23, 12, 1, 42, 11, 11, 11, 2, 34, 11, 11, 100.0
values_97, 125, 23, 10, 23, 12, 1, 42, 11, 11, 11, 2, 34, 11, 11, 100.0
values_81, 125, 23, 10, 23, 12, 1, 42, 11, 11, 11, 2, 34, 11, 11, 100.0
values_8, 125, 23, 10, 23, 12, 1, 42, 11, 11, 11, 2, 34, 11, 11, 100.0
values_73, 125, 23, 10, 23, 12, 1, 42, 11, 11, 11, 2, 34, 11, 11, 100.0
values_89, 125, 23, 10, 23, 12, 1, 42, 11, 11, 11, 2, 34, 11, 11, 100.0
values_82, 125, 23, 10, 23, 12, 1, 42, 11, 11, 11, 2, 34, 11, 11, 100.0
values_34, 125, 23, 10, 23, 12, 1, 42, 11, 11, 11, 2, 34, 11, 11, 100.0
values_70, 125, 23, 10, 23, 12, 1, 42, 11, 11, 11, 2, 34, 11, 11, 100.0
values_29, 125, 23, 10, 23, 12, 1, 42, 11, 11, 11, 2, 34, 11, 11, 100.0
values_51, 125, 23, 10, 23, 12, 1, 42, 11, 11, 11, 2, 34, 11, 11, 100.0
values_57, 125, 23, 10, 23, 12, 1, 42, 11, 11, 11, 2, 34, 11, 11, 100.0
values_88, 125, 23, 10, 23, 12, 1, 42, 11, 11, 11, 2, 34, 11, 11, 100.0
values_23, 125, 23, 10, 23, 12, 1, 42, 11, 11, 11, 2, 34, 11, 11, 100.0
