inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_27, 507, 34, 268, 89, 775, 123, 5380.45, 275430.61, 0.02, 51.19, 15301.70, 1.41
values_84, 1601, 34, 971, 153, 2572, 187, 19410.61, 2094189.42, 0.01, 107.89, 116343.86, 5.46
values_65, 598, 34, 331, 119, 929, 153, 6742.11, 318805.64, 0.02, 47.29, 17711.42, 1.56
values_96, 1043, 34, 628, 147, 1671, 181, 12532.24, 910164.77, 0.01, 72.63, 50564.71, 3.13
values_28, 434, 34, 223, 61, 657, 95, 4316.40, 268253.34, 0.02, 62.15, 14902.96, 1.39
values_54, 602, 34, 331, 113, 933, 147, 6717.29, 334497.48, 0.02, 49.80, 18583.19, 1.61
values_15, 814, 34, 476, 144, 1290, 178, 9643.70, 541922.15, 0.02, 56.19, 30106.79, 2.22
values_87, 1317, 34, 812, 152, 2129, 186, 16050.87, 1457672.35, 0.01, 90.82, 80981.80, 4.29
values_59, 769, 34, 443, 135, 1212, 169, 8969.87, 500385.63, 0.02, 55.79, 27799.20, 2.10
values_5, 998, 34, 587, 149, 1585, 183, 11912.38, 797809.95, 0.01, 66.97, 44322.77, 2.87
values_92, 416, 34, 212, 49, 628, 83, 4003.52, 294463.33, 0.01, 73.55, 16359.07, 1.48
values_0, 450, 34, 236, 68, 686, 102, 4577.28, 270059.74, 0.02, 59, 15003.32, 1.39
values_77, 771, 34, 443, 135, 1214, 169, 8984.67, 501211.35, 0.02, 55.79, 27845.07, 2.10
values_17, 452, 34, 236, 71, 688, 105, 4619.40, 261028.68, 0.02, 56.51, 14501.59, 1.36
values_12, 720, 34, 412, 132, 1132, 166, 8348.54, 442978.84, 0.02, 53.06, 24609.94, 1.94
values_33, 935, 34, 548, 145, 1483, 179, 11098.50, 713059.41, 0.02, 64.25, 39614.41, 2.66
values_25, 1122, 34, 671, 148, 1793, 182, 13461.48, 1037534.15, 0.01, 77.07, 57640.79, 3.42
values_19, 1336, 34, 812, 152, 2148, 186, 16194.11, 1470681.17, 0.01, 90.82, 81704.51, 4.31
values_97, 1075, 34, 628, 152, 1703, 186, 12839.19, 901783.98, 0.01, 70.24, 50099.11, 3.11
values_81, 1103, 34, 671, 150, 1774, 184, 13346.80, 1014979.57, 0.01, 76.05, 56387.75, 3.37
values_8, 718, 34, 412, 137, 1130, 171, 8382.17, 428530.96, 0.02, 51.12, 23807.28, 1.89
values_73, 427, 34, 223, 61, 650, 95, 4270.41, 265395.24, 0.02, 62.15, 14744.18, 1.38
values_89, 987, 34, 587, 146, 1574, 180, 11792.18, 805987.21, 0.01, 68.35, 44777.07, 2.89
values_82, 1342, 34, 812, 152, 2154, 186, 16239.35, 1474789.22, 0.01, 90.82, 81932.73, 4.32
values_34, 454, 34, 236, 69, 690, 103, 4613.69, 268262.40, 0.02, 58.14, 14903.47, 1.39
values_70, 477, 34, 251, 81, 728, 115, 4983.52, 262526.74, 0.02, 52.68, 14584.82, 1.37
values_29, 451, 34, 236, 72, 687, 106, 4622.08, 257552.64, 0.02, 55.72, 14308.48, 1.35
values_51, 1314, 34, 812, 152, 2126, 186, 16028.25, 1455618.33, 0.01, 90.82, 80867.68, 4.28
values_57, 435, 34, 223, 62, 658, 96, 4332.91, 264936.19, 0.02, 61.15, 14718.68, 1.38
values_88, 634, 34, 356, 122, 990, 156, 7212.55, 357789.69, 0.02, 49.61, 19877.20, 1.68
values_23, 817, 34, 476, 141, 1293, 175, 9634.42, 552919.82, 0.02, 57.39, 30717.77, 2.25
values_45, 681, 34, 383, 124, 1064, 158, 7771.22, 408051.86, 0.02, 52.51, 22669.55, 1.83
values_66, 1514, 34, 916, 153, 2430, 187, 18338.95, 1866497.94, 0.01, 101.78, 103694.33, 5.05
values_36, 760, 34, 443, 135, 1203, 169, 8903.26, 496669.89, 0.02, 55.79, 27592.77, 2.09
values_56, 1041, 34, 628, 148, 1669, 182, 12530.51, 903889.98, 0.01, 72.14, 50216.11, 3.12
values_26, 566, 34, 308, 102, 874, 136, 6194.44, 317981.38, 0.02, 51.33, 17665.63, 1.55
values_43, 1578, 34, 971, 153, 2549, 187, 19237.03, 2075462.22, 0.01, 107.89, 115303.46, 5.42
values_52, 1177, 34, 716, 152, 1893, 186, 14271.63, 1142856.92, 0.01, 80.08, 63492.05, 3.64
values_98, 524, 34, 287, 93, 811, 127, 5667.82, 297347.42, 0.02, 52.46, 16519.30, 1.48
values_61, 425, 34, 223, 60, 648, 94, 4247.37, 268363.22, 0.02, 63.18, 14909.07, 1.39
values_44, 603, 34, 331, 107, 934, 141, 6668.34, 350679.95, 0.02, 52.59, 19482.22, 1.66
values_68, 1447, 34, 863, 149, 2310, 183, 17361.27, 1709443.91, 0.01, 98.46, 94969.11, 4.77
values_41, 986, 34, 587, 152, 1573, 186, 11859.10, 778565.31, 0.02, 65.65, 43253.63, 2.82
values_85, 876, 34, 511, 140, 1387, 174, 10323.36, 640564.65, 0.02, 62.05, 35586.93, 2.48
values_79, 1009, 34, 587, 145, 1596, 179, 11944.17, 822006.02, 0.01, 68.82, 45667.00, 2.93
values_71, 499, 34, 268, 91, 767, 125, 5342.76, 267490.10, 0.02, 50.07, 14860.56, 1.38
values_63, 1473, 34, 916, 152, 2389, 186, 18011.05, 1845184.72, 0.01, 102.45, 102510.26, 5.01
values_20, 381, 34, 191, 33, 572, 67, 3469.80, 341407.59, 0.01, 98.39, 18967.09, 1.63
values_74, 507, 34, 268, 88, 775, 122, 5371.32, 278087.96, 0.02, 51.77, 15449.33, 1.42
values_72, 1336, 34, 812, 153, 2148, 187, 16210.73, 1462568.02, 0.01, 90.22, 81253.78, 4.29
values_86, 1121, 34, 671, 149, 1792, 183, 13468.13, 1031080.58, 0.01, 76.56, 57282.25, 3.40
values_75, 433, 34, 223, 56, 656, 90, 4258.66, 288295.78, 0.01, 67.70, 16016.43, 1.45
values_55, 1432, 34, 863, 151, 2295, 185, 17284.52, 1679345.69, 0.01, 97.16, 93296.98, 4.71
values_14, 1322, 34, 812, 152, 2134, 186, 16088.56, 1461095.72, 0.01, 90.82, 81171.98, 4.29
values_47, 889, 34, 511, 145, 1400, 179, 10477.34, 627701.18, 0.02, 59.91, 34872.29, 2.44
values_91, 399, 34, 203, 45, 602, 79, 3794.88, 291024.82, 0.01, 76.69, 16168.05, 1.46
values_64, 1558, 34, 971, 153, 2529, 187, 19086.10, 2059177.70, 0.01, 107.89, 114398.76, 5.40
values_11, 680, 34, 383, 126, 1063, 160, 7783.21, 402194.27, 0.02, 51.67, 22344.13, 1.82
values_49, 1342, 34, 812, 153, 2154, 187, 16256.01, 1466653.41, 0.01, 90.22, 81480.74, 4.30
values_62, 1347, 34, 812, 150, 2159, 184, 16243.37, 1494823.22, 0.01, 92.03, 83045.73, 4.36
values_80, 1261, 34, 763, 152, 2024, 186, 15259.26, 1302156.76, 0.01, 85.34, 72342.04, 3.97
values_39, 929, 34, 548, 148, 1477, 182, 11089.01, 698008.39, 0.02, 62.95, 38778.24, 2.62
values_90, 1485, 34, 916, 152, 2401, 186, 18101.52, 1854453.12, 0.01, 102.45, 103025.17, 5.03
values_53, 1323, 34, 812, 152, 2135, 186, 16096.10, 1461780.40, 0.01, 90.82, 81210.02, 4.29
values_94, 1492, 34, 916, 153, 2408, 187, 18172.92, 1849599.60, 0.01, 101.78, 102755.53, 5.02
values_7, 417, 34, 212, 52, 629, 86, 4042.12, 280150.05, 0.01, 69.31, 15563.89, 1.43
values_31, 600, 34, 331, 115, 931, 149, 6721.05, 328863.70, 0.02, 48.93, 18270.21, 1.59
values_93, 677, 34, 383, 128, 1060, 162, 7780.24, 395758.98, 0.02, 50.87, 21986.61, 1.80
values_38, 386, 34, 196, 38, 582, 72, 3590.90, 314864.91, 0.01, 87.68, 17492.50, 1.54
values_58, 594, 34, 331, 108, 925, 142, 6613.52, 344576.44, 0.02, 52.10, 19143.14, 1.64
values_78, 510, 34, 268, 87, 778, 121, 5382.88, 281889.44, 0.02, 52.37, 15660.52, 1.43
values_50, 938, 34, 548, 148, 1486, 182, 11156.58, 702261.66, 0.02, 62.95, 39014.54, 2.63
values_3, 636, 34, 356, 121, 992, 155, 7217.92, 361015.07, 0.02, 50.02, 20056.39, 1.69
values_13, 1502, 34, 916, 151, 2418, 185, 18210.88, 1878012.11, 0.01, 103.13, 104334.01, 5.07
values_83, 712, 34, 412, 135, 1124, 169, 8318.59, 431580.69, 0.02, 51.88, 23976.71, 1.90
values_1, 1576, 34, 971, 152, 2547, 186, 19202.24, 2085337.73, 0.01, 108.60, 115852.10, 5.44
values_21, 400, 34, 203, 44, 603, 78, 3790.10, 297264.24, 0.01, 78.43, 16514.68, 1.48
values_32, 401, 34, 203, 45, 604, 79, 3807.48, 291991.68, 0.01, 76.69, 16221.76, 1.47
values_22, 1267, 34, 763, 151, 2030, 185, 15288.70, 1313309.83, 0.01, 85.90, 72961.66, 4.00
values_9, 1433, 34, 863, 153, 2296, 187, 17327.67, 1661530.99, 0.01, 95.89, 92307.28, 4.68
values_6, 669, 34, 383, 130, 1052, 164, 7740.14, 387662.17, 0.02, 50.08, 21536.79, 1.77
values_76, 396, 34, 203, 43, 599, 77, 3753.81, 301264.69, 0.01, 80.26, 16736.93, 1.50
values_18, 691, 34, 383, 133, 1074, 167, 7930.10, 388217.07, 0.02, 48.95, 21567.62, 1.77
values_16, 890, 34, 511, 149, 1401, 183, 10529.50, 613890.79, 0.02, 58.30, 34105.04, 2.41
values_40, 826, 34, 476, 142, 1302, 176, 9712.18, 553457.47, 0.02, 56.99, 30747.64, 2.25
values_2, 1004, 34, 587, 147, 1591, 181, 11932.25, 810013.41, 0.01, 67.88, 45000.74, 2.90
values_60, 1457, 34, 916, 153, 2373, 187, 17908.78, 1822715.89, 0.01, 101.78, 101261.99, 4.97
values_99, 994, 34, 587, 149, 1581, 183, 11882.32, 795796.55, 0.01, 66.97, 44210.92, 2.86
values_48, 988, 34, 587, 150, 1575, 184, 11849.61, 788315.06, 0.02, 66.53, 43795.28, 2.84
