id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,4601,,12537,0.367
values_84,109594,,255975,0.428
values_65,12907,,35107,0.368
values_96,1987,,4444,0.447
values_28,1191,,3273,0.364
values_54,12895,,35448,0.364
values_15,1339,,3075,0.435
values_87,34873,,77833,0.448
values_59,37741,,102236,0.369
values_5,1813,,4089,0.443
values_92,671,,1800,0.373
values_0,1950,,5307,0.367
values_77,37765,,102045,0.370
values_17,1956,,5274,0.371
values_12,29636,,80446,0.368
values_33,1837,,3737,0.492
values_25,2169,,4889,0.444
values_19,34945,,78254,0.447
values_97,1987,,4483,0.443
values_81,2169,,4832,0.449
values_8,29654,,80018,0.371
values_73,1185,,3159,0.375
values_89,1813,,4095,0.443
values_82,35019,,78537,0.446
values_34,1964,,5255,0.374
values_70,3031,,8239,0.368
values_29,1960,,5239,0.374
values_51,34853,,79002,0.441
values_57,1193,,3156,0.378
values_88,17429,,47305,0.368
values_23,1339,,3060,0.438
values_45,22903,,62084,0.369
values_66,117032,,187400,0.625
values_36,37743,,102800,0.367
values_56,1987,,4447,0.447
values_26,9421,,25655,0.367
values_43,109736,,255028,0.430
values_52,2635,,5238,0.503
values_98,6685,,18168,0.368
values_61,1189,,3190,0.373
values_44,12891,,35046,0.368
values_68,56139,,128042,0.438
values_41,1813,,4083,0.444
values_85,1489,,3403,0.438
values_79,1813,,4134,0.439
values_71,4597,,12471,0.369
values_63,117128,,187590,0.624
values_20,48,,206,0.233
values_74,4587,,12881,0.356
values_72,34881,,78120,0.447
values_86,2169,,4898,0.443
values_75,1187,,3204,0.370
values_55,56091,,128650,0.436
values_14,34645,,77916,0.445
values_47,1489,,3412,0.436
values_91,348,,935,0.372
values_64,109560,,255193,0.429
values_11,22913,,62125,0.369
values_49,34687,,77791,0.446
values_62,34779,,78211,0.445
values_80,16605,,36575,0.454
values_39,1837,,3752,0.490
values_90,117084,,187054,0.626
values_53,34937,,78340,0.446
values_94,117138,,187232,0.626
values_7,665,,1860,0.358
values_31,12899,,35072,0.368
values_93,22901,,62067,0.369
values_38,175,,450,0.389
values_58,12909,,35165,0.367
values_78,4587,,12446,0.369
values_50,1837,,3740,0.491
values_3,17395,,47553,0.366
values_13,117156,,186422,0.628
values_83,29614,,80415,0.368
values_1,109876,,256302,0.429
values_21,348,,930,0.374
values_32,350,,934,0.375
values_22,16615,,36326,0.457
values_9,56027,,128757,0.435
values_6,22907,,62143,0.369
values_76,348,,930,0.374
values_18,22919,,61973,0.370
values_16,1489,,3415,0.436
values_40,1339,,3060,0.438
values_2,1813,,4143,0.438
values_60,117084,,186809,0.627
values_99,1813,,4119,0.440
values_48,1813,,4092,0.443
values_69,17375,,47155,0.368
values_46,1987,,4468,0.445
values_24,117216,,187826,0.624
values_95,2635,,5244,0.502
values_42,2635,,5283,0.499
values_37,48,,203,0.236
values_10,2635,,5271,0.500
values_67,1183,,3158,0.375
values_35,9459,,25634,0.369
values_30,34911,,78528,0.445
values_4,669,,1781,0.376
