id,cInstr
values_27,12537
values_84,255975
values_65,35107
values_96,4444
values_28,3273
values_54,35448
values_15,3075
values_87,77833
values_59,102236
values_5,4089
values_92,1800
values_0,5307
values_77,102045
values_17,5274
values_12,80446
values_33,3737
values_25,4889
values_19,78254
values_97,4483
values_81,4832
values_8,80018
values_73,3159
values_89,4095
values_82,78537
values_34,5255
values_70,8239
values_29,5239
values_51,79002
values_57,3156
values_88,47305
values_23,3060
values_45,62084
values_66,187400
values_36,102800
values_56,4447
values_26,25655
values_43,255028
values_52,5238
values_98,18168
values_61,3190
values_44,35046
values_68,128042
values_41,4083
values_85,3403
values_79,4134
values_71,12471
values_63,187590
values_20,206
values_74,12881
values_72,78120
values_86,4898
values_75,3204
values_55,128650
values_14,77916
values_47,3412
values_91,935
values_64,255193
values_11,62125
values_49,77791
values_62,78211
values_80,36575
values_39,3752
values_90,187054
values_53,78340
values_94,187232
values_7,1860
values_31,35072
values_93,62067
values_38,450
values_58,35165
values_78,12446
values_50,3740
values_3,47553
values_13,186422
values_83,80415
values_1,256302
values_21,930
values_32,934
values_22,36326
values_9,128757
values_6,62143
values_76,930
values_18,61973
values_16,3415
values_40,3060
values_2,4143
values_60,186809
values_99,4119
values_48,4092
values_69,47155
values_46,4468
values_24,187826
values_95,5244
values_42,5283
values_37,203
values_10,5271
values_67,3158
values_35,25634
values_30,78528
values_4,1781
