id,cInstr
values_27,699
values_84,792633534417207628
values_65,2089670227099910832
values_96,352322247
values_28,496
values_54,559
values_15,562949953422237
values_87,453
values_59,421
values_5,230
values_92,314
values_0,852401
values_77,655
values_17,223
values_12,1688849860263997
values_33,504403158265495645
values_25,25288767439363
values_19,124
values_97,606
values_81,7036874417767051
values_8,221
values_73,759
values_89,782
values_82,643
values_34,139
values_70,144115188075856366
values_29,551
values_51,739
values_57,412
values_88,5497558138997
values_23,518
values_45,41
values_66,519
values_36,103079216231
values_56,405
values_26,431
values_43,565
values_52,999
values_98,500
values_61,9396
values_44,511
values_68,43
values_41,716
values_85,280
values_79,1056
values_71,73
values_63,479
values_20,85899346302
values_74,857
values_72,318767742
values_86,107374182950
values_75,31
values_55,677
values_14,471
values_47,143
values_91,327
values_64,362
values_11,679
values_49,7696581394500
values_62,851
values_80,424
values_39,393398
values_90,702
values_53,1639277
values_94,268435740
values_7,94489281301
values_31,433
values_93,8589934719
values_38,456
values_58,826
values_78,425
values_50,1704873
values_3,107374183245
values_13,729
values_83,178
values_1,413
values_21,125
values_32,115
values_22,1101
values_9,2449958197289551010
values_6,307
values_76,948
values_18,905
values_16,554
values_40,863
values_2,407
values_60,680
values_99,181
values_48,1901285
values_69,4503599627370805
values_46,109
values_24,143
values_95,628
values_42,1245788
values_37,253
values_10,66
values_67,290
values_35,576460752303423718
values_30,6473924464345542
values_4,781
