id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,545,,699,0.780
values_84,246,,792633534417207628,0.000
values_65,546,,2089670227099910832,0.000
values_96,512,,352322247,0.000
values_28,393,,496,0.792
values_54,416,,559,0.744
values_15,685,,562949953422237,0.000
values_87,331,,453,0.731
values_59,325,,421,0.772
values_5,165,,230,0.717
values_92,212,,314,0.675
values_0,319,,852401,0.000
values_77,513,,655,0.783
values_17,160,,223,0.717
values_12,37,,1688849860263997,0.000
values_33,43,,504403158265495645,0.000
values_25,375,,25288767439363,0.000
values_19,79,,124,0.637
values_97,484,,606,0.799
values_81,478,,7036874417767051,0.000
values_8,159,,221,0.719
values_73,640,,759,0.843
values_89,629,,782,0.804
values_82,499,,643,0.776
values_34,96,,139,0.691
values_70,370,,144115188075856366,0.000
values_29,408,,551,0.740
values_51,596,,739,0.806
values_57,298,,412,0.723
values_88,85,,5497558138997,0.000
values_23,398,,518,0.768
values_45,20,,41,0.488
values_66,396,,519,0.763
values_36,889,,103079216231,0.000
values_56,298,,405,0.736
values_26,328,,431,0.761
values_43,375,,565,0.664
values_52,784,,999,0.785
values_98,389,,500,0.778
values_61,125,,9396,0.013
values_44,409,,511,0.800
values_68,23,,43,0.535
values_41,577,,716,0.806
values_85,204,,280,0.729
values_79,823,,1056,0.779
values_71,44,,73,0.603
values_63,362,,479,0.756
values_20,285,,85899346302,0.000
values_74,700,,857,0.817
values_72,497,,318767742,0.000
values_86,439,,107374182950,0.000
values_75,16,,31,0.516
values_55,494,,677,0.730
values_14,365,,471,0.775
values_47,100,,143,0.699
values_91,256,,327,0.783
values_64,267,,362,0.738
values_11,527,,679,0.776
values_49,42,,7696581394500,0.000
values_62,660,,851,0.776
values_80,319,,424,0.752
values_39,125,,393398,0.000
values_90,560,,702,0.798
values_53,689,,1639277,0.000
values_94,189,,268435740,0.000
values_7,658,,94489281301,0.000
values_31,313,,433,0.723
values_93,88,,8589934719,0.000
values_38,330,,456,0.724
values_58,614,,826,0.743
values_78,330,,425,0.776
values_50,722,,1704873,0.000
values_3,659,,107374183245,0.000
values_13,503,,729,0.690
values_83,119,,178,0.669
values_1,310,,413,0.751
values_21,85,,125,0.680
values_32,83,,115,0.722
values_22,864,,1101,0.785
values_9,940,,2449958197289551010,0.000
values_6,253,,307,0.824
values_76,749,,948,0.790
values_18,729,,905,0.806
values_16,418,,554,0.755
values_40,681,,863,0.789
values_2,265,,407,0.651
values_60,535,,680,0.787
values_99,136,,181,0.751
values_48,570,,1901285,0.000
values_69,229,,4503599627370805,0.000
values_46,74,,109,0.679
values_24,102,,143,0.713
values_95,519,,628,0.826
values_42,472,,1245788,0.000
values_37,182,,253,0.719
values_10,37,,66,0.561
values_67,205,,290,0.707
values_35,135,,576460752303423718,0.000
values_30,352,,6473924464345542,0.000
values_4,608,,781,0.778
