values_27,17
values_84,24
values_65,12
values_96,24
values_28,21
values_54,19
values_15,14
values_87,25
values_59,28
values_5,18
values_92,4
values_0,16
values_77,22
values_17,7
values_12,8
values_33,4
values_25,20
values_19,3
values_97,12
values_81,14
values_8,10
values_73,8
values_89,3
values_82,6
values_34,18
values_70,11
values_29,25
values_51,2
values_57,3
values_88,8
values_23,10
values_45,14
values_66,17
values_36,27
values_56,11
values_26,25
values_43,6
values_52,15
values_98,21
values_61,28
values_44,6
values_68,20
values_41,13
values_85,3
values_79,24
values_71,17
values_63,18
values_20,9
values_74,25
values_72,18
values_86,6
values_75,3
values_55,15
values_14,5
values_47,11
values_91,24
values_64,23
values_11,12
values_49,17
values_62,15
values_80,12
values_39,2
values_90,20
values_53,16
values_94,21
values_7,18
values_31,14
values_93,26
values_38,25
values_58,10
values_78,16
values_50,26
values_3,12
values_13,4
values_83,16
values_1,11
values_21,12
values_32,13
values_22,14
values_9,28
values_6,3
values_76,6
values_18,5
values_16,8
values_40,7
values_2,11
values_60,15
values_99,21
values_48,19
values_69,15
values_46,7
values_24,16
values_95,21
values_42,13
values_37,27
values_10,20
values_67,24
values_35,20
values_30,20
values_4,3
