values_27,7,1
values_84,8,0
values_65,5,1
values_96,8,1
values_28,7,0
values_54,5,0
values_15,7,1
values_87,8,1
values_59,5,0
values_5,7,1
values_92,8,1
values_0,7,1
values_77,8,1
values_17,7,1
values_12,7,1
values_33,7,0
values_25,7,1
values_19,7,0
values_97,8,1
values_81,8,1
values_8,7,0
values_73,5,0
values_89,8,0
values_82,8,1
values_34,7,0
values_70,5,1
values_29,7,0
values_51,5,1
values_57,5,1
values_88,8,0
values_23,7,0
values_45,7,1
values_66,5,1
values_36,7,1
values_56,5,1
values_26,7,1
values_43,7,0
values_52,5,1
values_98,8,0
values_61,5,1
values_44,7,0
values_68,5,0
values_41,7,1
values_85,8,1
values_79,8,0
values_71,5,1
values_63,5,0
values_20,7,1
values_74,5,0
values_72,5,1
values_86,8,1
values_75,8,1
values_55,5,1
values_14,7,0
values_47,7,1
values_91,8,1
values_64,5,0
values_11,7,1
values_49,7,0
values_62,5,1
values_80,8,1
values_39,7,0
values_90,8,1
values_53,5,0
values_94,8,0
values_7,7,1
values_31,7,1
values_93,8,0
values_38,7,0
values_58,5,0
values_78,8,0
values_50,5,1
values_3,7,0
values_13,7,0
values_83,8,0
values_1,7,1
values_21,7,1
values_32,7,1
values_22,7,1
values_9,7,0
values_6,7,1
values_76,8,1
values_18,7,0
values_16,7,1
values_40,7,1
values_2,7,1
values_60,5,1
values_99,8,0
values_48,7,0
values_69,5,0
values_46,7,1
values_24,7,0
values_95,8,1
values_42,7,1
values_37,7,1
values_10,7,1
values_67,5,1
values_35,7,1
values_30,7,1
values_4,7,0
