id,clockCycles,assemblyInstr
values_27,2000,
values_84,1090,
values_65,23957,
values_96,30852,
values_28,1994,
values_54,66210,
values_15,3709,
values_87,30733,
values_59,192262,
values_5,2533,
values_92,66099,
values_0,30831,
values_77,3093,
values_17,107669,
values_12,212582,
values_33,17389,
values_25,3093,
values_19,212645,
values_97,66319,
values_81,2996,
values_8,1997,
values_73,17389,
values_89,4314,
values_82,12144,
values_34,43063,
values_70,66143,
values_29,23945,
values_51,1093,
values_57,56223,
values_88,56253,
values_23,3394,
values_45,3093,
values_66,3389,
values_36,2533,
values_56,8240,
values_26,,
values_43,192655,
values_52,212609,
values_98,66223,
values_61,56268,
values_44,2006,
values_68,12126,
values_41,30885,
values_85,31188,
values_79,32523,
values_71,1093,
values_63,67,
values_20,66086,
values_74,23891,
values_72,67,
values_86,71682,
values_75,1090,
values_55,3093,
values_14,107565,
values_47,12123,
values_91,2996,
values_64,56289,
values_11,12105,
values_49,5415,
values_62,66253,
values_80,66262,
values_39,32505,
values_90,2533,
values_53,3093,
values_94,546,
values_7,212588,
values_31,43027,
values_93,56283,
values_38,546,
values_58,3394,
values_78,56214,
values_50,2533,
values_3,107738,
values_13,3394,
values_83,3709,
values_1,2006,
values_21,3093,
values_32,32526,
values_22,1093,
values_9,5424,
values_6,2533,
values_76,66283,
values_18,192427,
values_16,1997,
values_40,4314,
values_2,3394,
values_60,2000,
values_99,23891,
values_48,212483,
values_69,540,
values_46,540,
values_24,3093,
values_95,43003,
values_42,2996,
values_37,3093,
values_10,4314,
values_67,2274,
values_35,3093,
values_30,67,
values_4,107846,
