values_27,5,0
values_84,2,0
values_65,7,0
values_96,2,1
values_28,5,-1
values_54,7,0
values_15,7,0
values_87,2,0
values_59,7,0
values_5,7,0
values_92,2,0
values_0,7,0
values_77,2,0
values_17,7,0
values_12,7,0
values_33,5,-1
values_25,5,0
values_19,7,0
values_97,2,0
values_81,2,1
values_8,7,-1
values_73,7,-1
values_89,2,0
values_82,2,0
values_34,5,0
values_70,7,0
values_29,5,0
values_51,7,1
values_57,7,0
values_88,2,-1
values_23,7,-1
values_45,5,0
values_66,7,1
values_36,5,1
values_56,7,1
values_26,5,1
values_43,5,-1
values_52,7,0
values_98,2,-1
values_61,7,1
values_44,5,0
values_68,7,-1
values_41,5,1
values_85,2,0
values_79,2,0
values_71,7,1
values_63,7,-1
values_20,7,0
values_74,7,0
values_72,7,0
values_86,2,1
values_75,2,0
values_55,7,0
values_14,7,0
values_47,5,0
values_91,2,1
values_64,7,0
values_11,7,1
values_49,5,0
values_62,7,0
values_80,2,0
values_39,5,0
values_90,2,0
values_53,7,-1
values_94,2,0
values_7,7,0
values_31,5,1
values_93,2,-1
values_38,5,-1
values_58,7,-1
values_78,2,-1
values_50,7,0
values_3,7,-1
values_13,7,-1
values_83,2,-1
values_1,7,1
values_21,7,1
values_32,5,0
values_22,7,0
values_9,7,0
values_6,7,1
values_76,2,1
values_18,7,-1
values_16,7,1
values_40,5,0
values_2,7,0
values_60,7,0
values_99,2,0
values_48,5,-1
values_69,7,0
values_46,5,1
values_24,7,0
values_95,2,0
values_42,5,0
values_37,5,0
values_10,7,0
values_67,7,0
values_35,5,0
values_30,5,0
values_4,7,0
