Session: untitled,,,,,,,,,,,
Training Data: Artix-7_Area    Observations: 1680,,,,,,,,,,,
"Predictors: 81    Predictor Names: Var1, FUNCTION, BugsDelivered, DistinctOperands, DistinctOperators, Effort, ProgramLength, ProgramLevel, ProgramVolume, TimeToImplement, TotalOperators, VocabularySize, GlobalVariables, If, Goto, PointerDereferencing, CoverageEstimation, SCALAR_INDEX_INPUT, RANGE_SCALAR_INDEX_VALUES, RANGE_ARRAY_INPUT, cInstr, Bugs_Delivered, SV_VAL_1, SV_VAL_2, V_VAL_1, V_VAL_2, V_VAL_3, V_VAL_4, V_VAL_5, V_VAL_6, V_VAL_7, V_VAL_8, V_VAL_9, V_VAL_10, V_VAL_11, V_VAL_12, V_VAL_13, V_VAL_14, V_VAL_15, V_VAL_16, V_VAL_17, V_VAL_18, V_VAL_19, V_VAL_20, V_VAL_21, V_VAL_22, V_VAL_23, V_VAL_24, V_VAL_25, V_VAL_26, V_VAL_27, V_VAL_28, M_VAL_1, M_VAL_2, M_VAL_3, M_VAL_4, M_VAL_5, M_VAL_6, M_VAL_7, M_VAL_9, M_VAL_10, M_VAL_12, M_VAL_13, M_VAL_14, M_VAL_15, M_VAL_16, M_VAL_17, M_VAL_18, M_VAL_19, M_VAL_20, M_VAL_21, M_VAL_22, M_VAL_23, M_VAL_24, M_VAL_26, M_VAL_27, M_VAL_28, M_VAL_29, M_VAL_30, M_VAL_31, M_VAL_32",,,,,,,,,,,
Response Name: Area,,,,,,,,,,,
Validation: 10-fold cross-validation,,,,,,,,,,,
Test Data: Artix-7_Area    Observations: 420,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Favorite,Model Number,Model Type,Status,RMSE (Validation),MSE (Validation),RSquared (Validation),MAE (Validation),MAE (Test),MSE (Test),RMSE (Test),RSquared (Test)
0,2.1,Linear Regression,Tested,10661.3121892055,113663577.595701,0.0354614291140742,4733.38844847734,4405.23833338896,99481429.7302861,9974.0377846831,0.0452223465714048
0,3.1,Tree,Tested,111.508296158801,12434.1001122389,0.999894485380399,34.3083369988387,32.800105777645,8101.5558527519,90.0086432113711,0.999922244940516
0,3.2,Tree,Tested,115.686031494669,13383.2578829855,0.999886430915643,33.7526244486997,35.5938226284204,8987.17396487276,94.8007065631515,0.999913745179453
0,3.3,Tree,Tested,133.550614444636,17835.7666185399,0.99984864733973,41.7038824586948,44.3814766727942,13041.0744674151,114.197523911051,0.999874837680641
0,4.1,SVM,Tested,2102.09781783243,4418815.23573587,0.96250234399936,679.241786049916,681.116771349742,2985995.712479,1728.00338902417,0.971341767129422
0,4.2,SVM,Tested,445.611576759602,198569.677342179,0.998314956146408,306.251974053848,259.61288427303,103703.796687559,322.030738730883,0.999004697983117
0,4.3,SVM,Tested,461.930132707384,213379.447503061,0.998189281811249,315.500251490314,286.78491203256,139401.450812456,373.36503694435,0.998662088085665
0,4.4,SVM,Tested,8570.79195779037,73458474.7837241,0.376638200326778,3358.77432957777,3169.6927984567,66578722.5251943,8159.57857522031,0.361007610835272
0,4.5,SVM,Tested,1898.75806917352,3605282.20525157,0.96940590979581,917.797356025684,843.763962840849,3187011.87334921,1785.2203990962,0.96941250516669
0,4.6,SVM,Tested,8852.14428473806,78360458.4378207,0.335040421968557,2796.62123789853,2493.29218740946,67130481.0037064,8193.31929096544,0.355712083149337
0,5.1,Kernel,Tested,11325.4868630216,128266652.684475,-0.0884589108453724,4749.2458175778,4446.83338095118,114316767.101565,10691.9019403268,-0.0971604945435007
0,5.2,Kernel,Tested,4793.9556015151,22982010.309298,0.804976793369433,2322.49710700366,2064.82915579369,15109468.2710088,3887.08994892179,0.854986174812125
0,6.1,Ensemble,Tested,540.826804190762,292493.632131193,0.997517926182717,264.044965941579,256.186089964822,258573.833952658,508.501557473188,0.997518325590126
0,6.2,Ensemble,Tested,165.940453410854,27536.2340781998,0.999766330073123,44.1047554791663,34.024789661409,7516.73309492785,86.6990951217361,0.999927857804162
0,7.1,Neural Network,Tested,241.653208525101,58396.273190476,0.999504454645194,70.6665099627975,57.0657856704204,16869.1356942153,129.881236882836,0.999838097684792
0,7.2,Neural Network,Tested,313.839010859314,98494.9247371527,0.999164181209539,102.841512568555,123.420976336499,136971.703182052,370.096883507618,0.99868540770167
0,7.3,Neural Network,Tested,625.418054826937,391147.74330351,0.99668075655094,174.087813955507,138.917437625555,398211.428712029,631.039958094596,0.996178147273266
0,7.4,Neural Network,Tested,166.771596933838,27812.7655438625,0.999763983452769,70.7354271379265,102.04996700654,104988.807121876,324.0197634742,0.998992365035647
0,7.5,Neural Network,Tested,170.570053734507,29094.1432309926,0.999753109800635,71.2279617234952,52.6586730416336,9714.33364540783,98.561319215034,0.999906766230565
