inputName,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function,FunctionCall,PointerDereferencing,CyclomaticComplexity,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation
values_27, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_84, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_65, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_96, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_28, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_54, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_15, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_87, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_59, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_5, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_92, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_0, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_77, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_17, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_12, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_33, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_25, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_19, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_97, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_81, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_8, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_73, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_89, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_82, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_34, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_70, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_29, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_51, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_57, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_88, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_23, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_45, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_66, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_36, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_56, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_26, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_43, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_52, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_98, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_61, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_44, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_68, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_41, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_85, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_79, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_71, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_63, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_20, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_74, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_72, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_86, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_75, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_55, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_14, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_47, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_91, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_64, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_11, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_49, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_62, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_80, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_39, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_90, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_53, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_94, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_7, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_31, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_93, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_38, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_58, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_78, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_50, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_3, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_13, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_83, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_1, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_21, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_32, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_22, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_9, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_6, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_76, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_18, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_16, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_40, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_2, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_60, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_99, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_48, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_69, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_46, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_24, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_95, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_42, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_37, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_10, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_67, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_35, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_30, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
values_4, 37, 5, 1, 5, 4, 0, 15, 2, 2, 1, 5, 7, 2, 2, 100.0
