id,clockCycles,assemblyInstr
values_27,744,
values_84,145,
values_65,713,
values_96,758,
values_28,453,
values_54,624,
values_15,94,
values_87,276,
values_59,801,
values_5,39,
values_92,222,
values_0,182,
values_77,116,
values_17,530,
values_12,112,
values_33,179,
values_25,513,
values_19,866,
values_97,38,
values_81,114,
values_8,364,
values_73,602,
values_89,58,
values_82,117,
values_34,1146,
values_70,530,
values_29,551,
values_51,636,
values_57,763,
values_88,970,
values_23,57,
values_45,176,
values_66,985,
values_36,640,
values_56,382,
values_26,277,
values_43,689,
values_52,257,
values_98,467,
values_61,242,
values_44,591,
values_68,677,
values_41,1042,
values_85,795,
values_79,1059,
values_71,1063,
values_63,193,
values_20,942,
values_74,327,
values_72,443,
values_86,877,
values_75,513,
values_55,948,
values_14,682,
values_47,96,
values_91,712,
values_64,604,
values_11,1085,
values_49,995,
values_62,965,
values_80,233,
values_39,493,
values_90,1022,
values_53,1130,
values_94,974,
values_7,62,
values_31,528,
values_93,997,
values_38,100,
values_58,646,
values_78,847,
values_50,150,
values_3,754,
values_13,623,
values_83,938,
values_1,670,
values_21,870,
values_32,733,
values_22,116,
values_9,90,
values_6,196,
values_76,445,
values_18,58,
values_16,242,
values_40,123,
values_2,718,
values_60,221,
values_99,117,
values_48,1103,
values_69,582,
values_46,739,
values_24,984,
values_95,422,
values_42,923,
values_37,370,
values_10,506,
values_67,710,
values_35,124,
values_30,221,
values_4,1157,
