id,cInstr
values_27,600
values_84,113
values_65,576
values_96,604
values_28,360
values_54,500
values_15,70
values_87,225
values_59,648
values_5,31
values_92,183
values_0,142
values_77,84
values_17,420
values_12,84
values_33,146
values_25,416
values_19,692
values_97,27
values_81,92
values_8,291
values_73,480
values_89,49
values_82,88
values_34,932
values_70,420
values_29,440
values_51,516
values_57,608
values_88,780
values_23,45
values_45,134
values_66,792
values_36,512
values_56,315
values_26,229
values_43,544
values_52,204
values_98,380
values_61,192
values_44,484
values_68,548
values_41,840
values_85,624
values_79,860
values_71,872
values_63,154
values_20,768
values_74,262
values_72,352
values_86,704
values_75,400
values_55,776
values_14,552
values_47,78
values_91,568
values_64,484
values_11,880
values_49,804
values_62,780
values_80,188
values_39,404
values_90,820
values_53,916
values_94,784
values_7,49
values_31,428
values_93,812
values_38,78
values_58,520
values_78,672
values_50,117
values_3,592
values_13,496
values_83,752
values_1,552
values_21,712
values_32,588
values_22,84
values_9,70
values_6,166
values_76,360
values_18,49
values_16,192
values_40,96
values_2,576
values_60,172
values_99,88
values_48,904
values_69,464
values_46,584
values_24,792
values_95,339
values_42,756
values_37,299
values_10,408
values_67,580
values_35,100
values_30,179
values_4,948
