id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,744,,600,1.240
values_84,145,,113,1.283
values_65,713,,576,1.238
values_96,758,,604,1.255
values_28,453,,360,1.258
values_54,624,,500,1.248
values_15,94,,70,1.343
values_87,276,,225,1.227
values_59,801,,648,1.236
values_5,39,,31,1.258
values_92,222,,183,1.213
values_0,182,,142,1.282
values_77,116,,84,1.381
values_17,530,,420,1.262
values_12,112,,84,1.333
values_33,179,,146,1.226
values_25,513,,416,1.233
values_19,866,,692,1.251
values_97,38,,27,1.407
values_81,114,,92,1.239
values_8,364,,291,1.251
values_73,602,,480,1.254
values_89,58,,49,1.184
values_82,117,,88,1.330
values_34,1146,,932,1.230
values_70,530,,420,1.262
values_29,551,,440,1.252
values_51,636,,516,1.233
values_57,763,,608,1.255
values_88,970,,780,1.244
values_23,57,,45,1.267
values_45,176,,134,1.313
values_66,985,,792,1.244
values_36,640,,512,1.250
values_56,382,,315,1.213
values_26,277,,229,1.210
values_43,689,,544,1.267
values_52,257,,204,1.260
values_98,467,,380,1.229
values_61,242,,192,1.260
values_44,591,,484,1.221
values_68,677,,548,1.235
values_41,1042,,840,1.240
values_85,795,,624,1.274
values_79,1059,,860,1.231
values_71,1063,,872,1.219
values_63,193,,154,1.253
values_20,942,,768,1.227
values_74,327,,262,1.248
values_72,443,,352,1.259
values_86,877,,704,1.246
values_75,513,,400,1.282
values_55,948,,776,1.222
values_14,682,,552,1.236
values_47,96,,78,1.231
values_91,712,,568,1.254
values_64,604,,484,1.248
values_11,1085,,880,1.233
values_49,995,,804,1.238
values_62,965,,780,1.237
values_80,233,,188,1.239
values_39,493,,404,1.220
values_90,1022,,820,1.246
values_53,1130,,916,1.234
values_94,974,,784,1.242
values_7,62,,49,1.265
values_31,528,,428,1.234
values_93,997,,812,1.228
values_38,100,,78,1.282
values_58,646,,520,1.242
values_78,847,,672,1.260
values_50,150,,117,1.282
values_3,754,,592,1.274
values_13,623,,496,1.256
values_83,938,,752,1.247
values_1,670,,552,1.214
values_21,870,,712,1.222
values_32,733,,588,1.247
values_22,116,,84,1.381
values_9,90,,70,1.286
values_6,196,,166,1.181
values_76,445,,360,1.236
values_18,58,,49,1.184
values_16,242,,192,1.260
values_40,123,,96,1.281
values_2,718,,576,1.247
values_60,221,,172,1.285
values_99,117,,88,1.330
values_48,1103,,904,1.220
values_69,582,,464,1.254
values_46,739,,584,1.265
values_24,984,,792,1.242
values_95,422,,339,1.245
values_42,923,,756,1.221
values_37,370,,299,1.237
values_10,506,,408,1.240
values_67,710,,580,1.224
values_35,124,,100,1.240
values_30,221,,179,1.235
values_4,1157,,948,1.220
