feature	avg
ID_VAL	0.004663990822930521
BugsDelivered	0.0059073097979786965
DifficultyLevel	0.03525943000438117
DistinctOperands	0.0025248820967059583
DistinctOperators	1.683294193830748e-06
Effort	0.004060585030707347
ProgramLength	0.0046770894681374695
ProgramLevel	0.0012579183792640234
ProgramVolume	0.004683911636244582
TimeToImplement	0.004948830958675325
TotalOperators	0.005409241342378718
Total_Operands	0.00608373838675792
VocabularySize	0.002792458876078031
Sloc	0.0
DecisionPoint	0.0005749515278725495
GlobalVariables	0.0001360252008085112
If	0.0012052996172727838
Loop	6.126289978092359e-06
Goto	0.0005663350860763232
Assignment	1.8744793911500406e-06
ExitPoint	0.0010160605990301437
Function.1	0.00182701436034264
FunctionCall	0.0010058373349846649
PointerDereferencing	0.1638374083042278
CyclomaticComplexity	0.0006457533839424442
SyntacticallyReachableFunctions	0.0013379024061861585
SemanticallyReachedFunctions	0.0005956522472761996
CoverageEstimation	0.0
SCALAR_INPUT	2.26347816797609e-06
RANGE_SCALAR_VALUES	0.0
SCALAR_INDEX_INPUT	0.0
RANGE_SCALAR_INDEX_VALUES	0.0
ARRAY_INPUT	0.12641800057552546
RANGE_ARRAY_INPUT	1.879943060933293e-05
cInstr	0.019161509286950013
Bugs_Delivered	0.00403441310040163
SS_VAL_1	0.015467867730005956
SV_VAL_1	0.0
SV_VAL_2	0.0
V_VAL_1	0.005158304021989524
V_VAL_2	0.018696419592371435
V_VAL_3	0.004294984495608091
V_VAL_4	0.04806810979168556
V_VAL_5	0.011856254005771906
V_VAL_6	0.01475805311280503
V_VAL_7	0.019176931756575342
V_VAL_8	0.020058256405112572
V_VAL_9	0.013427027926904277
V_VAL_10	0.007415402449960147
V_VAL_11	0.024174194166168696
V_VAL_12	0.022830977426680648
V_VAL_13	0.0037635476087845795
V_VAL_14	0.007146358786294595
V_VAL_15	0.0021418453678193846
V_VAL_16	0.001824831599831568
V_VAL_17	0.008102937082621504
V_VAL_18	0.0013671255009499212
V_VAL_19	0.0022041632603506884
V_VAL_20	0.0010361897429637054
V_VAL_21	0.003981868478407235
V_VAL_22	0.0330015877087575
V_VAL_23	0.002184229229420749
V_VAL_24	0.0028730419923572305
V_VAL_25	0.001819162002119986
V_VAL_26	0.00043287137327864555
V_VAL_27	0.0005415307403781485
V_VAL_28	0.003242178618751892
M_VAL_1	0.004371993614909874
M_VAL_2	0.00365026976541462
M_VAL_3	0.003972761184749009
M_VAL_4	0.01026826646851876
M_VAL_5	0.013865920392397865
M_VAL_6	0.0028331931862416795
M_VAL_7	0.002153073541522242
M_VAL_8	0.0025126114269599506
M_VAL_9	0.004097981003557058
M_VAL_10	0.005679544829304638
M_VAL_11	0.03815687538926601
M_VAL_12	0.0016965486789919633
M_VAL_13	0.01656371483184648
M_VAL_14	0.01985740044686999
M_VAL_15	0.006433669062017883
M_VAL_16	0.021290523860504448
M_VAL_17	0.0035566230130649533
M_VAL_18	0.0046006895815915855
M_VAL_19	0.003358952898257693
M_VAL_20	0.004529837372679057
M_VAL_21	0.0034200836828422515
M_VAL_22	0.0026372301351152696
M_VAL_23	0.006618594409571761
M_VAL_24	0.004519531457459195
M_VAL_25	0.005605979187052762
M_VAL_26	0.018546805086168874
M_VAL_27	0.0117510663060989
M_VAL_28	0.03196644909095965
M_VAL_29	0.010983835099009335
M_VAL_30	0.0033372949402797054
M_VAL_31	0.019366600232754334
M_VAL_32	0.002087531045818253
