feature	avg
ID_VAL	0.017747156795488717
BugsDelivered	0.025410762628281024
DifficultyLevel	0.0745393671310915
DistinctOperands	0.04999399183052964
DistinctOperators	0.003492401893214367
Effort	0.023000920740515702
ProgramLength	0.05529803685069995
ProgramLevel	0.011162979543487333
ProgramVolume	0.027880006636370323
TimeToImplement	0.021287754078642508
TotalOperators	0.028103626758434537
Total_Operands	0.05876735933885792
VocabularySize	0.03860409377521666
Sloc	0.159855207198661
DecisionPoint	0.09930930415368679
GlobalVariables	0.10084190535358672
If	0.10767815021098295
Loop	0.08279669843188159
Goto	0.2441289946969884
Assignment	0.14879757122380227
ExitPoint	0.01647229203115107
Function.1	0.01682663609572977
FunctionCall	0.01355741777209173
PointerDereferencing	0.21322838900024327
CyclomaticComplexity	0.07603212047585323
SyntacticallyReachableFunctions	0.012224416731732553
SemanticallyReachedFunctions	0.012261560954840522
CoverageEstimation	0.001284903924786252
SCALAR_INPUT	0.020059071776101823
RANGE_SCALAR_VALUES	0.024067169152483102
SCALAR_INDEX_INPUT	0.0006324165434230457
RANGE_SCALAR_INDEX_VALUES	0.0004078924027795906
ARRAY_INPUT	0.15240309365426183
RANGE_ARRAY_INPUT	0.010535232552703394
cInstr	0.0522343390173178
Bugs_Delivered	0.02041231295668967
SS_VAL_1	0.04729860794760557
SV_VAL_1	0.0003738126160547682
SV_VAL_2	1.2017312401226609e-05
V_VAL_1	0.006449042733886095
V_VAL_2	0.022567406483601737
V_VAL_3	0.005323699163213629
V_VAL_4	0.05800418313416692
V_VAL_5	0.014507971587496449
V_VAL_6	0.018205063839015247
V_VAL_7	0.02310569087509739
V_VAL_8	0.02424352090785495
V_VAL_9	0.017162157410606126
V_VAL_10	0.009770700330611287
V_VAL_11	0.02903353465045009
V_VAL_12	0.02741971077448429
V_VAL_13	0.004550748780956014
V_VAL_14	0.009092315982768094
V_VAL_15	0.002580051396674535
V_VAL_16	0.002245863930464697
V_VAL_17	0.010362155335045227
V_VAL_18	0.0016479345925993847
V_VAL_19	0.0028000330190099064
V_VAL_20	0.0012465236520839953
V_VAL_21	0.004791702713568541
V_VAL_22	0.03961514590082751
V_VAL_23	0.0026266609269255435
V_VAL_24	0.003459496449014701
V_VAL_25	0.002184528295290713
V_VAL_26	0.0005293374580122342
V_VAL_27	0.0006531375509065444
V_VAL_28	0.0038913640287411865
M_VAL_1	0.007749692628570179
M_VAL_2	0.005469966559749415
M_VAL_3	0.011426491621593647
M_VAL_4	0.012859708791522737
M_VAL_5	0.019091515118341403
M_VAL_6	0.01890923069151944
M_VAL_7	0.005072019252028652
M_VAL_8	0.027413384004465125
M_VAL_9	0.034574960474223336
M_VAL_10	0.011146389701777391
M_VAL_11	0.058434734110623957
M_VAL_12	0.003058356293691664
M_VAL_13	0.020413727753202653
M_VAL_14	0.027709114311301287
M_VAL_15	0.007797864504758544
M_VAL_16	0.025895790672611902
M_VAL_17	0.04307704034305087
M_VAL_18	0.007000100603771732
M_VAL_19	0.008681616171138006
M_VAL_20	0.009717427033731907
M_VAL_21	0.004314889181106831
M_VAL_22	0.016496526828941076
M_VAL_23	0.008273626299232992
M_VAL_24	0.006636716821957249
M_VAL_25	0.014161800520894649
M_VAL_26	0.02434526425660933
M_VAL_27	0.015716171572647025
M_VAL_28	0.03904342039569789
M_VAL_29	0.014461818566392823
M_VAL_30	0.004784889052891248
M_VAL_31	0.023534667912222702
M_VAL_32	0.005641403857689192
