feature	avg
ID_VAL	0.06417328372854011
BugsDelivered	0.05526378655765685
DifficultyLevel	0.18789979884451652
DistinctOperands	0.10153885895489052
DistinctOperators	0.043537060184489204
Effort	0.26063569760199934
ProgramLength	0.05918272547649004
ProgramLevel	0.008367955595474066
ProgramVolume	0.05953759837089728
TimeToImplement	0.4298370003527657
TotalOperators	0.06122120990160327
Total_Operands	0.11314346827921984
VocabularySize	0.05628609028858531
Sloc	0.39674573533927127
DecisionPoint	0.13142086892512828
GlobalVariables	0.15835613655987624
If	0.20766794097300306
Loop	0.22293229542415266
Goto	0.5763196146366
Assignment	0.22583734887198856
ExitPoint	0.1818215137508282
Function.1	0.19917868482266593
FunctionCall	0.1853745825071859
PointerDereferencing	0.5884630177435807
CyclomaticComplexity	0.32275025604036084
SyntacticallyReachableFunctions	0.17329377633670956
SemanticallyReachedFunctions	0.24462100284313334
CoverageEstimation	0.0026662931558904417
SCALAR_INPUT	0.2804223568511438
RANGE_SCALAR_VALUES	0.14930207753985664
SCALAR_INDEX_INPUT	0.032626166530915095
RANGE_SCALAR_INDEX_VALUES	0.031876664368172616
ARRAY_INPUT	0.6686672397460518
RANGE_ARRAY_INPUT	0.02444581713681459
cInstr	0.06471826189651939
Bugs_Delivered	0.05643967287391259
SS_VAL_1	0.1271556458413652
SV_VAL_1	0.005400385736136811
SV_VAL_2	0.03227732743601165
V_VAL_1	0.02781475324648225
V_VAL_2	0.014103535070533028
V_VAL_3	0.01813737350726538
V_VAL_4	0.03072533202564367
V_VAL_5	0.01277281664698961
V_VAL_6	0.019462491692003276
V_VAL_7	0.01655870545431747
V_VAL_8	0.0065387997456176255
V_VAL_9	0.012035326947867585
V_VAL_10	0.02512003330447386
V_VAL_11	0.002331503160810656
V_VAL_12	0.003788562611667666
V_VAL_13	0.02149332866484092
V_VAL_14	0.001468361126091006
V_VAL_15	0.0044446925870829795
V_VAL_16	0.0030878987763344875
V_VAL_17	0.0009361009647897188
V_VAL_18	0.0028881058741573556
V_VAL_19	0.002036945368248061
V_VAL_20	0.0012939234418917636
V_VAL_21	0.020547734810075897
V_VAL_22	0.017598149240366658
V_VAL_23	0.006071843830526348
V_VAL_24	0.0011018295028535864
V_VAL_25	0.00040302197810405873
V_VAL_26	0.010310646537264915
V_VAL_27	0.0005052909583308808
V_VAL_28	0.0005610314597244459
M_VAL_1	0.15672799664286483
M_VAL_2	0.01415648951464002
M_VAL_3	0.01839071991356884
M_VAL_4	0.05675905671667945
M_VAL_5	0.012548079177199755
M_VAL_6	0.030918926200349674
M_VAL_7	0.0137374824328392
M_VAL_8	0.014905193752318918
M_VAL_9	0.03499127934869064
M_VAL_10	0.012535360021697108
M_VAL_11	0.10110299760299865
M_VAL_12	0.018724251247691306
M_VAL_13	0.03218015377386539
M_VAL_14	0.020727445497133668
M_VAL_15	0.026841653099744983
M_VAL_16	0.008442637987903786
M_VAL_17	0.12250120093281455
M_VAL_18	0.02454647816942105
M_VAL_19	0.05036911882397284
M_VAL_20	0.01829799972674766
M_VAL_21	0.005360742013058338
M_VAL_22	0.006303232893289741
M_VAL_23	0.007614477507148417
M_VAL_24	0.01985110779073925
M_VAL_25	0.008171362094046059
M_VAL_26	0.0029419936989962363
M_VAL_27	0.011307296107282018
M_VAL_28	0.028741162919519413
M_VAL_29	0.023032375212343206
M_VAL_30	0.017952524183772543
M_VAL_31	0.008360255774381885
M_VAL_32	0.02229559266352222
