feature	avg
ID_VAL	0.014679894735363842
BugsDelivered	0.13657647156258362
DifficultyLevel	0.05383872672024688
DistinctOperands	0.10011769584843674
DistinctOperators	0.18925056108480037
Effort	0.04189096220446346
ProgramLength	0.07443215201932117
ProgramLevel	0.01696031008449086
ProgramVolume	0.1507453870181807
TimeToImplement	0.042707282199772004
TotalOperators	0.050990830593369584
Total_Operands	0.11039739471495635
VocabularySize	0.08042574540550085
Sloc	0.526847220009812
DecisionPoint	0.236198883870642
GlobalVariables	0.1980275446910587
If	0.18871955431263038
Loop	0.189492343101313
Goto	0.5756914639819047
Assignment	0.3304363219730688
ExitPoint	0.1392012910963496
Function.1	0.1804985042734994
FunctionCall	0.20939661949001898
PointerDereferencing	0.8788078856517677
CyclomaticComplexity	0.35140684206783074
SyntacticallyReachableFunctions	0.20616658321957856
SemanticallyReachedFunctions	0.19369231619224317
CoverageEstimation	6.542977952362959e-05
SCALAR_INPUT	0.20674798431481958
RANGE_SCALAR_VALUES	0.056316562724461325
SCALAR_INDEX_INPUT	0.14467100267754074
RANGE_SCALAR_INDEX_VALUES	0.17758705326174923
ARRAY_INPUT	0.8719963575615349
RANGE_ARRAY_INPUT	0.04337341817087089
cInstr	0.1576629222322918
Bugs_Delivered	0.10018120565898352
SS_VAL_1	0.049437432183136856
SV_VAL_1	0.0023464936622466593
SV_VAL_2	0.17170875173497885
V_VAL_1	0.003399472534968833
V_VAL_2	0.008376905251728321
V_VAL_3	0.02733709931881507
V_VAL_4	0.015262975188615501
V_VAL_5	0.05726533487339998
V_VAL_6	0.0016196824896626035
V_VAL_7	0.00860538109017331
V_VAL_8	0.0034335539232647747
V_VAL_9	0.0035114491010988353
V_VAL_10	0.0026484319825189487
V_VAL_11	0.0007709731623564827
V_VAL_12	0.0009748109157667134
V_VAL_13	0.0009598734806917821
V_VAL_14	0.003153342053518174
V_VAL_15	0.0043946183793478685
V_VAL_16	0.005438768333203688
V_VAL_17	0.0015424193998102424
V_VAL_18	0.00820759853337146
V_VAL_19	0.0008163451649134707
V_VAL_20	0.0009099718903576821
V_VAL_21	0.0007441014939270276
V_VAL_22	0.0006277673010283708
V_VAL_23	0.0004614679226780857
V_VAL_24	0.0015481753243991743
V_VAL_25	2.7112830394179495e-05
V_VAL_26	0.00014667202015278562
V_VAL_27	0.00013660809031967094
V_VAL_28	1.8046386800193515e-05
M_VAL_1	0.008174600857672389
M_VAL_2	0.00760286217151831
M_VAL_3	0.005056905423757427
M_VAL_4	0.003032574768886226
M_VAL_5	0.004933919252389842
M_VAL_6	0.011061566902338966
M_VAL_7	0.0036770448391064995
M_VAL_8	0.01367510800565872
M_VAL_9	0.03710806038572583
M_VAL_10	0.031739458528928816
M_VAL_11	0.010540257226229558
M_VAL_12	0.0053987131420082934
M_VAL_13	0.010382140982927356
M_VAL_14	0.024528954661836785
M_VAL_15	0.0017828819420401105
M_VAL_16	0.003455687010924198
M_VAL_17	0.11579714080280948
M_VAL_18	0.003409374546077966
M_VAL_19	0.016596732119268064
M_VAL_20	0.012024959799714012
M_VAL_21	0.0025284342001204766
M_VAL_22	0.011262178555907934
M_VAL_23	0.003720909589515385
M_VAL_24	0.014414747315812299
M_VAL_25	0.0223268678198763
M_VAL_26	0.009040569227462483
M_VAL_27	0.0037325061119447916
M_VAL_28	0.0015052908911016528
M_VAL_29	0.006198147740885234
M_VAL_30	0.0021852322855468427
M_VAL_31	0.0014467605042297904
M_VAL_32	0.006509051865152463
