feature	avg
ID_VAL	0.005139622100379349
BugsDelivered	0.030178355652608808
DifficultyLevel	0.026336696052248802
DistinctOperands	0.044906253792532436
DistinctOperators	0.005550366528972669
Effort	0.024290094096331826
ProgramLength	0.03761523635300919
ProgramLevel	0.010992222499088003
ProgramVolume	0.032489380776646634
TimeToImplement	0.02537982224875337
TotalOperators	0.02784350281281355
Total_Operands	0.05332040387732042
VocabularySize	0.029134864724007614
Sloc	0.14886443441782063
DecisionPoint	0.12027901960560108
GlobalVariables	0.09218185474990559
If	0.08674370506162238
Loop	0.10098969912525269
Goto	0.29569996142751465
Assignment	0.17716699414698983
ExitPoint	0.02863667571520469
Function.1	0.02334903845769473
FunctionCall	0.03233901920380011
PointerDereferencing	0.4486757149077061
CyclomaticComplexity	0.07852853580711998
SyntacticallyReachableFunctions	0.03351217162319708
SemanticallyReachedFunctions	0.01183137051091413
CoverageEstimation	8.131707422121517e-05
SCALAR_INPUT	0.024565860811533134
RANGE_SCALAR_VALUES	0.03243777751400977
SCALAR_INDEX_INPUT	6.767529718631767e-07
RANGE_SCALAR_INDEX_VALUES	0.0007196230694455866
ARRAY_INPUT	0.4122951135565252
RANGE_ARRAY_INPUT	0.013665882749823517
cInstr	0.0734037834730522
Bugs_Delivered	0.03335082033418728
SS_VAL_1	0.027763810364168827
SV_VAL_1	1.2928569381597249e-05
SV_VAL_2	9.182200201477108e-06
V_VAL_1	0.0024570253140001595
V_VAL_2	0.003577802927315441
V_VAL_3	0.015804717040546416
V_VAL_4	0.005056948226617321
V_VAL_5	0.025109904123983045
V_VAL_6	0.0005904087974675572
V_VAL_7	0.00379766585832038
V_VAL_8	0.0033434808324223617
V_VAL_9	0.0017885372923223913
V_VAL_10	0.0017622153527159623
V_VAL_11	0.0003545266634933018
V_VAL_12	0.0004207375572311646
V_VAL_13	0.0005527151938522008
V_VAL_14	0.0010614161927550744
V_VAL_15	0.002109664613776134
V_VAL_16	0.004866746058231448
V_VAL_17	0.0005761453880053484
V_VAL_18	0.006332033819381674
V_VAL_19	0.00031788054889989514
V_VAL_20	0.0008455688808123279
V_VAL_21	7.135604113269383e-05
V_VAL_22	0.00045147557242073403
V_VAL_23	0.0003055246701516577
V_VAL_24	0.0007831475814953756
V_VAL_25	7.608281368288646e-06
V_VAL_26	1.4854741217595308e-05
V_VAL_27	9.263065095566251e-05
V_VAL_28	2.6367071140363795e-06
M_VAL_1	0.0033275288847926846
M_VAL_2	0.004484083281141237
M_VAL_3	0.0033699962962583803
M_VAL_4	0.0018904096180739176
M_VAL_5	0.0026856592080580733
M_VAL_6	0.00445769572466573
M_VAL_7	0.001407633799915902
M_VAL_8	0.0063878333425362145
M_VAL_9	0.013911335432463198
M_VAL_10	0.023361849747713694
M_VAL_11	0.0030924733905159383
M_VAL_12	0.006804708005341262
M_VAL_13	0.006771912449687253
M_VAL_14	0.012380337503459817
M_VAL_15	0.0006624017279611731
M_VAL_16	0.0011228498214507208
M_VAL_17	0.06406017496114202
M_VAL_18	0.001298091615321783
M_VAL_19	0.015190532866124507
M_VAL_20	0.007529364302350556
M_VAL_21	0.0018296239850718325
M_VAL_22	0.005434777225958632
M_VAL_23	0.002529793468044565
M_VAL_24	0.010322727687710965
M_VAL_25	0.006280237169187274
M_VAL_26	0.00390820005413575
M_VAL_27	0.0036912982190408514
M_VAL_28	0.0009737621451837986
M_VAL_29	0.0038210765563221035
M_VAL_30	0.0007281070325341689
M_VAL_31	0.0004541062024656173
M_VAL_32	0.0030922506027867484
