feature	avg
ID_VAL	0.03128830088153104
BugsDelivered	0.02497237624743567
DifficultyLevel	0.08510548036596499
DistinctOperands	0.03452031562649595
DistinctOperators	0.004982262505157907
Effort	0.011443199836633689
ProgramLength	0.026106663825962672
ProgramLevel	0.0016855936798609139
ProgramVolume	0.024123290116884043
TimeToImplement	0.017452881024812843
TotalOperators	0.02263901421995404
Total_Operands	0.05464546690804686
VocabularySize	0.01718020833135359
Sloc	0.13170600290442572
DecisionPoint	0.057323832151933374
GlobalVariables	0.0808632786510031
If	0.10299943391256786
Loop	0.09525698780479112
Goto	0.27461149965484977
Assignment	0.1165089781262471
ExitPoint	0.029801271046521978
Function.1	0.033392644300217975
FunctionCall	0.028881785654440627
PointerDereferencing	0.3012939247567477
CyclomaticComplexity	0.09509404761706662
SyntacticallyReachableFunctions	0.02454061143803714
SemanticallyReachedFunctions	0.025323497332402557
CoverageEstimation	0.0010328652763996941
SCALAR_INPUT	0.015992045402894797
RANGE_SCALAR_VALUES	0.02537776654874193
SCALAR_INDEX_INPUT	0.0005194645254041479
RANGE_SCALAR_INDEX_VALUES	0.0005948645229321787
ARRAY_INPUT	0.3794895426974222
RANGE_ARRAY_INPUT	0.013596586367688946
cInstr	0.02692982155416674
Bugs_Delivered	0.02167136654844644
SS_VAL_1	0.038320150877762076
SV_VAL_1	0.00025390463845998334
SV_VAL_2	3.124128183256562e-07
V_VAL_1	0.015730282571142486
V_VAL_2	0.007569762318825444
V_VAL_3	0.009151966374856197
V_VAL_4	0.017512537912618333
V_VAL_5	0.00738725078884941
V_VAL_6	0.01125512407345107
V_VAL_7	0.009574480686547392
V_VAL_8	0.003776217644494264
V_VAL_9	0.006932712001187698
V_VAL_10	0.014510902408450582
V_VAL_11	0.0013412697115356908
V_VAL_12	0.0021859065224285974
V_VAL_13	0.012410930319839017
V_VAL_14	0.0008453374908956761
V_VAL_15	0.002570780476288015
V_VAL_16	0.0017798285893300173
V_VAL_17	0.0005352042029232983
V_VAL_18	0.0016688530803364216
V_VAL_19	0.001175783568779928
V_VAL_20	0.0007482422886705163
V_VAL_21	0.011885968928504301
V_VAL_22	0.010174096677338065
V_VAL_23	0.0035121543043016403
V_VAL_24	0.0006362535534086075
V_VAL_25	0.00023247576887222332
V_VAL_26	0.005950324013088301
V_VAL_27	0.0002907152577543646
V_VAL_28	0.0003232680494091684
M_VAL_1	0.09016404549179427
M_VAL_2	0.007587561691117624
M_VAL_3	0.009639366417947662
M_VAL_4	0.030755519190207598
M_VAL_5	0.00583878751943028
M_VAL_6	0.013995422514110744
M_VAL_7	0.007527250243826415
M_VAL_8	0.008208033533449375
M_VAL_9	0.01932106393282071
M_VAL_10	0.006156606940915959
M_VAL_11	0.05779270671459778
M_VAL_12	0.009932865679557121
M_VAL_13	0.017366679273931415
M_VAL_14	0.011229399610286909
M_VAL_15	0.015307430035006609
M_VAL_16	0.0041860233385111936
M_VAL_17	0.07015143227740864
M_VAL_18	0.014004636338294948
M_VAL_19	0.0283615411655908
M_VAL_20	0.009880840366993894
M_VAL_21	0.0029211479992174993
M_VAL_22	0.0032173301057240805
M_VAL_23	0.0036129580146493354
M_VAL_24	0.008642863722552427
M_VAL_25	0.00395984469212258
M_VAL_26	0.001181557004386125
M_VAL_27	0.005372484419408961
M_VAL_28	0.015747931288479528
M_VAL_29	0.01275453474356853
M_VAL_30	0.009316844117062895
M_VAL_31	0.004302946739539499
M_VAL_32	0.012372174998877356
