values_27,187
values_84,85
values_65,169
values_96,22
values_28,84
values_54,85
values_15,169
values_87,187
values_59,134
values_5,169
values_92,43
values_0,21
values_77,187
values_17,187
values_12,43
values_33,144
values_25,169
values_19,134
values_97,187
values_81,186
values_8,84
values_73,144
values_89,134
values_82,43
values_34,85
values_70,21
values_29,134
values_51,186
values_57,187
values_88,84
values_23,144
values_45,169
values_66,22
values_36,22
values_56,22
values_26,22
values_43,144
values_52,43
values_98,84
values_61,186
values_44,85
values_68,84
values_41,186
values_85,169
values_79,134
values_71,186
values_63,144
values_20,21
values_74,85
values_72,43
values_86,22
values_75,169
values_55,169
values_14,85
values_47,187
values_91,186
values_64,85
values_11,186
values_49,134
values_62,43
values_80,21
values_39,134
values_90,21
values_53,144
values_94,85
values_7,187
values_31,186
values_93,144
values_38,84
values_58,84
values_78,84
values_50,21
values_3,144
values_13,144
values_83,144
values_1,186
values_21,186
values_32,43
values_22,43
values_9,134
values_6,22
values_76,22
values_18,84
values_16,22
values_40,21
values_2,43
values_60,21
values_99,134
values_48,84
values_69,134
values_46,22
values_24,85
values_95,169
values_42,43
values_37,187
values_10,21
values_67,187
values_35,169
values_30,21
values_4,85
