inputName,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function,FunctionCall,PointerDereferencing,CyclomaticComplexity,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation
values_27, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_84, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_65, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_96, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_28, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_54, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_15, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_87, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_59, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_5, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_92, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_0, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_77, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_17, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_12, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_33, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_25, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_19, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_97, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_81, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_8, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_73, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_89, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_82, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_34, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_70, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_29, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_51, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_57, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_88, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_23, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_45, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_66, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_36, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_56, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_26, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
values_43, 29, 4, 1, 4, 2, 0, 13, 3, 3, 2, 2, 7, 3, 3, 100.0
