id,cInstr
values_27,1356
values_84,58
values_65,478
values_96,2098
values_28,1512
values_54,1350
values_15,1862
values_87,2070
values_59,668
values_5,606
values_92,312
values_0,182
values_77,3026
values_17,2016
values_12,280
values_33,2616
values_25,42
values_19,2094
values_97,2458
values_81,1054
values_8,78
values_73,342
values_89,3010
values_82,92
values_34,1632
values_70,166
values_29,3370
values_51,216
values_57,214
values_88,46
values_23,2494
values_45,160
values_66,1400
values_36,382
values_56,1616
values_26,3176
values_43,438
values_52,1614
values_98,2770
values_61,240
values_44,2620
values_68,2392
values_41,94
values_85,182
values_79,74
values_71,1708
values_63,24
values_20,316
values_74,312
values_72,988
values_86,2476
values_75,20
values_55,454
values_14,160
values_47,1170
values_91,2766
values_64,390
values_11,1768
values_49,118
values_62,778
values_80,1070
values_39,426
values_90,1888
values_53,1718
values_94,24
values_7,714
values_31,686
values_93,748
values_38,2592
values_58,3262
values_78,884
values_50,546
values_3,832
values_13,38
values_83,788
values_1,502
values_21,296
values_32,428
values_22,3380
values_9,374
values_6,2478
values_76,130
values_18,2536
values_16,1292
values_40,114
values_2,188
values_60,1252
values_99,318
values_48,2964
values_69,2630
values_46,156
values_24,246
values_95,3162
values_42,1788
values_37,46
values_10,104
values_67,270
values_35,1344
values_30,3260
values_4,1978
