values_27,27
values_84,12
values_65,23
values_96,12
values_28,24
values_54,6
values_15,18
values_87,19
values_59,25
values_5,27
values_92,5
values_0,28
values_77,27
values_17,12
values_12,4
values_33,12
values_25,5
values_19,9
values_97,27
values_81,15
values_8,11
values_73,24
values_89,20
values_82,25
values_34,4
values_70,18
values_29,9
values_51,25
values_57,28
values_88,19
values_23,11
values_45,26
values_66,24
values_36,19
values_56,22
values_26,24
values_43,18
values_52,26
values_98,2
values_61,3
values_44,25
values_68,3
values_41,19
values_85,25
values_79,24
values_71,8
values_63,20
values_20,11
values_74,13
values_72,17
values_86,10
values_75,7
values_55,22
values_14,18
values_47,27
values_91,26
values_64,28
values_11,6
values_49,2
values_62,13
values_80,5
values_39,19
values_90,2
values_53,6
values_94,4
values_7,10
values_31,4
values_93,21
values_38,5
values_58,12
values_78,5
values_50,22
values_3,3
values_13,24
values_83,8
values_1,24
values_21,16
values_32,20
values_22,18
values_9,25
values_6,23
values_76,2
values_18,24
values_16,9
values_40,2
values_2,2
values_60,4
values_99,9
values_48,3
values_69,26
values_46,21
values_24,11
values_95,8
values_42,23
values_37,25
values_10,9
values_67,27
values_35,21
values_30,6
values_4,6
