id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,1682,,3194,0.527
values_84,1253,,2342,0.535
values_65,1302,,2508,0.519
values_96,280,,558,0.502
values_28,1672,,3184,0.525
values_54,63,,152,0.414
values_15,866,,1648,0.525
values_87,1071,,2046,0.523
values_59,877,,1600,0.548
values_5,107,,222,0.482
values_92,816,,1568,0.520
values_0,402,,788,0.510
values_77,1697,,3260,0.521
values_17,127,,288,0.441
values_12,8,,20,0.400
values_33,19,,46,0.413
values_25,267,,510,0.524
values_19,43,,110,0.391
values_97,1261,,2392,0.527
values_81,37,,78,0.474
values_8,441,,880,0.501
values_73,86,,182,0.473
values_89,1199,,2286,0.524
values_82,318,,636,0.500
values_34,679,,1338,0.507
values_70,709,,1346,0.527
values_29,1300,,2388,0.544
values_51,662,,1294,0.512
values_57,594,,1154,0.515
values_88,358,,696,0.514
values_23,1515,,2862,0.529
values_45,8,,20,0.400
values_66,556,,1126,0.494
values_36,37,,78,0.474
values_56,8,,20,0.400
values_26,1534,,2956,0.519
values_43,417,,828,0.504
values_52,226,,430,0.526
values_98,1153,,2214,0.521
values_61,676,,1338,0.505
values_44,859,,1658,0.518
values_68,250,,526,0.475
values_41,159,,322,0.494
values_85,284,,536,0.530
values_79,727,,1438,0.506
values_71,1281,,2448,0.523
values_63,327,,672,0.487
values_20,1076,,2068,0.520
values_74,26,,72,0.361
values_72,1182,,2324,0.509
values_86,1381,,2680,0.515
values_75,22,,54,0.407
values_55,12,,38,0.316
values_14,363,,720,0.504
values_47,1742,,3338,0.522
values_91,683,,1360,0.502
values_64,1050,,2054,0.511
values_11,535,,1038,0.515
values_49,98,,226,0.434
values_62,710,,1352,0.525
values_80,1435,,2696,0.532
values_39,696,,1310,0.531
values_90,46,,118,0.390
values_53,86,,178,0.483
values_94,601,,1170,0.514
values_7,688,,1358,0.507
values_31,632,,1248,0.506
values_93,1055,,2036,0.518
values_38,138,,286,0.483
values_58,11,,24,0.458
values_78,477,,926,0.515
values_50,389,,790,0.492
values_3,8,,20,0.400
values_13,441,,878,0.502
values_83,8,,20,0.400
values_1,677,,1312,0.516
values_21,37,,94,0.394
values_32,15,,42,0.357
values_22,126,,270,0.467
values_9,347,,718,0.483
values_6,49,,118,0.415
values_76,1141,,2154,0.530
values_18,633,,1256,0.504
values_16,718,,1394,0.515
values_40,1160,,2276,0.510
values_2,19,,46,0.413
values_60,86,,182,0.473
values_99,135,,278,0.486
values_48,329,,662,0.497
values_69,54,,120,0.450
values_46,931,,1788,0.521
values_24,792,,1588,0.499
values_95,115,,248,0.464
values_42,243,,508,0.478
values_37,594,,1142,0.520
values_10,243,,484,0.502
values_67,800,,1598,0.501
values_35,225,,446,0.504
values_30,1302,,2570,0.507
values_4,1811,,3512,0.516
