feature	ExtraTreesRegressor	GradientBoostingRegressor	AdaBoostRegressor	RandomForestRegressor	sum	avg
ID_VAL	2.2245870035498083e-07	2.7318809425801544e-08	3.673764419051502e-17	5.262180107480823e-07	0.19612724557773342	0.039225449115546686
BugsDelivered	0.011156126864121008	2.019797136358941e-07	1.203440999984704e-16	2.4681692420748993e-07	0.27168822839260315	0.05433764567852063
DifficultyLevel	0.012770568781336863	4.692675497058269e-06	1.5675060375949046e-16	6.499494365280577e-07	0.38587949638443136	0.07717589927688627
DistinctOperands	7.878967796042755e-05	7.605865155990312e-07	9.931352323000736e-17	2.593305822154786e-07	0.4592928851612245	0.0918585770322449
DistinctOperators	0.006130543286353041	0.0009740217469155624	0.0008806154141326894	0.0014886996300193006	0.2255407463912673	0.04510814927825346
Effort	7.46665497383579e-07	1.031669561074149e-06	7.349695134962956e-17	4.5128766179067476e-07	0.251211313433092	0.0502422626866184
ProgramLength	0.002299267912829541	5.14974192794689e-07	2.393635609425621e-16	2.6843278362738916e-07	0.2643948979434835	0.052878979588696695
ProgramLevel	0.03409158624392874	1.1444580532329946e-06	0.0	1.9347169945043072e-08	0.12899702224723772	0.025799404449447543
ProgramVolume	0.005587947647984717	2.2729023314353065e-07	2.0690784815368879e-16	2.0746507303446846e-07	0.3125188752789152	0.06250377505578304
TimeToImplement	1.9734337657663044e-05	5.680835448228828e-07	4.211723698862758e-17	5.568590346333168e-07	0.27994802968663707	0.055989605937327415
TotalOperators	0.003351166073357456	1.2405809427708202e-06	1.178166907357874e-16	1.6701241712185398e-06	0.2481167826183559	0.04962335652367118
Total_Operands	3.161974101617301e-06	2.9256757655457593e-06	0.0	2.5369826095261316e-07	0.6147180528776315	0.1229436105755263
VocabularySize	4.5539917844048126e-05	2.1645776115361348e-06	3.782518257827658e-16	2.784168639912176e-07	0.2780805561425363	0.05561611122850726
Sloc	0.11525592849027658	0.4630785573830995	0.5158669570820447	0.48840559265488037	5.148713627701295	1.0297427255402591
DecisionPoint	0.052523447176117066	2.4700473994212004e-06	2.6706349977979047e-06	4.805674899018938e-06	0.884859777227715	0.176971955445543
GlobalVariables	0.015300455720017371	0.0008468294790408193	0.0007519405731037732	0.0008655004077100261	0.4113379368523289	0.08226758737046577
If	0.0731732505821673	5.811714311244778e-06	7.0002265097958745e-06	2.2920015044366546e-06	1.0733951333838754	0.21467902667677508
Loop	0.15208616313955822	0.5336677913875141	0.48091546113950345	0.5083246963539959	4.211747858921087	0.8423495717842174
Goto	0.01977198303306505	0.001310877090196211	0.001170909364935657	0.0007000248382594414	1.1022764973941077	0.22045529947882153
Assignment	0.026455338791896606	4.332675170916171e-05	0.0	1.1773292473481212e-05	1.8711687475198726	0.37423374950397453
ExitPoint	0.013255333611137402	1.0680405556268934e-07	0.0	1.659737369262814e-07	0.7946908290369712	0.15893816580739423
Function.1	0.01463449202716616	1.0319163952154189e-07	0.0	2.3022026875707418e-07	0.8803034967387933	0.17606069934775864
FunctionCall	0.0034821474527994495	2.858548394840932e-07	0.0	1.0365625311524944e-07	1.1478263473145693	0.22956526946291386
PointerDereferencing	0.0016615181281137367	1.4975853463119457e-05	2.677896606890693e-06	9.684597867876664e-08	2.342443704319035	0.468488740863807
CyclomaticComplexity	0.11057674492661337	7.1677870487072385e-06	6.552927885887049e-05	3.2520017647607375e-05	2.167901058271619	0.4335802116543238
SyntacticallyReachableFunctions	0.014226999179323496	7.670722546261392e-08	0.0	2.0850451505995446e-07	0.6796356912634158	0.13592713825268316
SemanticallyReachedFunctions	0.016196634738386863	1.2278402075243902e-07	0.0	1.591236073602023e-07	0.9315016231159713	0.18630032462319426
CoverageEstimation	0.0002532605548170712	2.791733985683148e-06	0.0003261890171246116	9.311014336571459e-05	0.14468490619159488	0.028936981238318976
SCALAR_INPUT	0.0465871865300934	0.0	0.0	1.4135446784218711e-09	0.31168737998500246	0.06233747599700049
RANGE_SCALAR_VALUES	0.09620715499617721	1.7048445423702027e-10	0.0	1.591861886343105e-09	0.5702969818935195	0.11405939637870391
SCALAR_INDEX_INPUT	5.593517673683796e-05	0.0	0.0	1.160167040995752e-09	0.012830154270794942	0.0025660308541589883
RANGE_SCALAR_INDEX_VALUES	5.5934891507186606e-05	0.0	0.0	3.5875586607859197e-10	0.01522169818564449	0.003044339637128898
