feature	ExtraTreesRegressor	GradientBoostingRegressor	AdaBoostRegressor	RandomForestRegressor	sum	avg
ID_VAL	4.729303689797348e-16	0.0	0.0	0.0	0.2422271217710784	0.048445424354215685
BugsDelivered	0.004484492265562783	0.0	0.0	0.0	0.19550853996384565	0.03910170799276913
DifficultyLevel	0.00020015834350577737	0.0	0.0	0.0	0.6480911965628876	0.12961823931257752
DistinctOperands	0.0011591514516515842	0.037061457889617073	0.0	0.0	0.3017751608157775	0.0603550321631555
DistinctOperators	0.006443882786217792	5.285248641706242e-06	0.0	0.0	0.15507987245888116	0.031015974491776233
Effort	0.0023183029033029758	0.5359711787492907	0.0	0.4112710678592736	1.0579823004434759	0.21159646008869518
ProgramLength	0.00790049831778914	0.0	0.0	2.0961020182625683e-05	0.21204784990196152	0.0424095699803923
ProgramLevel	0.01854642322642384	0.0	0.0	0.0	0.03089452668904494	0.006178905337808988
ProgramVolume	0.0011591514516515091	0.0	0.0	4.765755352900804e-05	0.18662455951676066	0.03732491190335213
TimeToImplement	0.016997969806920754	0.3175947862416132	0.8413399905004837	0.4436443636355049	1.763426407400508	0.3526852814801016
TotalOperators	0.0041395033687504105	0.0	0.0	4.5592582129269315e-05	0.18541566583994668	0.037083133167989335
Total_Operands	0.0020595342099153846	0.0	0.0	4.036052847840016e-05	0.4124525775515393	0.08249051551030787
VocabularySize	0.003477454350072469	0.00026771471243964423	0.0	0.0	0.14002517218163538	0.028005034436327077
Sloc	0.011691067023597873	0.01228982931652545	0.0	0.016367885035420925	1.5878827697047857	0.31757655394095713
DecisionPoint	0.01033610513513728	4.429221802061766e-07	0.0	0.007746089856056051	0.4449581283313916	0.08899162566627832
GlobalVariables	0.0034977395003908613	3.08047661704504e-16	0.0	4.926322575554104e-05	0.6538927302870763	0.13077854605741526
If	0.012997472532063391	0.01026668652214221	0.0	0.006394711948967977	0.7795976938241009	0.15591953876482018
Loop	0.017626050765454277	0.020625643646664932	0.02497730729097573	0.014847359703223267	0.7774147798145021	0.15548295596290043
