feature	ExtraTreesRegressor	GradientBoostingRegressor	AdaBoostRegressor	RandomForestRegressor	sum	avg
ID_VAL	7.191609637598694e-18	1.148266582476406e-16	2.3717133242027996e-16	3.6898986128638215e-17	0.14212668825477862	0.028425337650955722
BugsDelivered	0.0003555570105986759	0.0018870290350148679	0.0026371921252493612	0.0015689093768596746	0.24526613249290374	0.04905322649858075
DifficultyLevel	4.625871266150449e-05	2.2116010409940552e-07	6.299455882327482e-17	1.9677523213592595e-17	0.4970909214282296	0.09941818428564592
DistinctOperands	0.013356706043600966	0.0	0.0	1.9529264318727454e-05	0.38527243756045393	0.07705448751209079
DistinctOperators	0.13238654676289804	0.8675208234916137	0.8756161190764642	0.866678798179784	2.7773418582216793	0.5554683716443358
Effort	0.001509674058511095	0.019802716974259556	0.028547373963653262	0.014910733035184092	0.26147545096636987	0.052295090193273976
ProgramLength	0.0013278433251560362	9.36300310660416e-05	0.0030195999667786224	0.0005334356416571211	0.4162754266177287	0.08325508532354574
ProgramLevel	0.0006217811851234917	1.1407529121495526e-06	0.0	4.98167417020458e-17	0.05586226588634173	0.011172453177268346
ProgramVolume	0.001727746047011057	0.00038752393364326683	0.0	0.0031438105263627996	0.19775341140538125	0.03955068228107625
TimeToImplement	0.00403932940586741	0.022037115555777743	0.010459046782875932	0.013808308677961272	0.2726073573283575	0.0545214714656715
TotalOperators	0.0014515205721927784	3.532191640879168e-05	0.0002202867742409847	0.002561163395661933	0.21182726491338988	0.04236545298267798
Total_Operands	0.001128787740155461	0.000546925267227398	0.007314575697551551	0.0005375440049384376	0.4291403601862046	0.08582807203724092
VocabularySize	0.012796486260581757	0.0	7.310182692049996e-16	8.662031256209995e-06	0.23753776551886985	0.04750755310377397
Sloc	0.020162503285730975	0.012022147795486965	0.018782849551471102	0.01789946114962473	1.6666676599693613	0.3333335319938723
DecisionPoint	0.012696210330774458	0.003548892108778288	0.0011376837216683935	0.004150622321187978	0.8317543459763286	0.1663508691952657
