feature	ExtraTreesRegressor	GradientBoostingRegressor	AdaBoostRegressor	RandomForestRegressor	sum	avg
Column1	8.929783608545549e-05	0.019232622375483743	0.0	0.00948579049739281	6.755944539391248	1.3511889078782495
BugsDelivered	0.03763717567571302	9.715244793703407e-05	0.02239286904905063	0.020833230633763196	0.3247302930604572	0.06494605861209143
DifficultyLevel	0.013475031322795901	0.015090264728559365	0.01664093588873578	0.008725983636889655	1.4171098966751754	0.2834219793350351
DistinctOperands	0.0004279194734549666	0.00017223828035082468	0.006179991790391083	0.004886876420985927	0.29592421682676556	0.05918484336535311
DistinctOperators	0.0025620061768368363	0.014144403876180248	4.7389905945966747e-07	0.008580374034736021	0.5668997778345441	0.11337995556690883
Effort	0.037299371731160144	0.037706709607800926	0.026171212392434206	0.006659288116357597	0.2979281771602819	0.05958563543205638
ProgramLength	0.08457846386610016	0.1599594762292871	0.09172255362678654	0.26362425780314835	0.8518835289353132	0.17037670578706263
ProgramLevel	0.00041340932533628834	9.109695686252776e-08	0.0	7.419394264766405e-05	0.044812214226713415	0.008962442845342682
ProgramVolume	0.0506736951569478	5.9254676705433014e-05	0.0678571083692996	0.013256541473134919	0.4522655678323142	0.09045311356646284
TimeToImplement	0.03222929230339268	0.015272210315631462	0.02095555298995349	0.009757950595302748	0.2330944458157157	0.04661888916314314
TotalOperators	0.08174220672124076	0.0748244187189425	0.04558180446532302	0.08832206427361904	0.5889291138448612	0.11778582276897225
Total_Operands	0.055696357406604766	0.2746981212443915	0.15519741200847859	0.19048505015416556	1.358696526435547	0.27173930528710943
VocabularySize	0.0007252496323222539	0.011224595745459419	0.007291856063433557	0.0013286462698054017	7.196012958643044	1.4392025917286086
Sloc	0.021869853198959715	1.7026311273228248e-05	0.020862147643038693	0.01588398849109666	2.338108711131336	0.46762174222626723
DecisionPoint	0.03336701777124342	0.005234793836348313	0.010374775131167455	0.006733650782053575	0.4223647376606201	0.08447294753212402
GlobalVariables	0.0005097373694972784	0.0001253817556773444	0.0	0.0028780150499649183	0.2724478300825379	0.05448956601650758
If	0.028231071284827124	0.01423835632558441	0.015231905225271413	0.012768371769918747	0.4324735026914166	0.08649470053828331
Loop	0.056839755220813575	0.035774215285827804	0.010429534289189604	0.02206383925560982	1.3627556578364024	0.2725511315672805
Goto	0.0024537708732659436	0.0013261990721191391	0.0023186694014487017	0.0034861249683432573	0.9608255300555689	0.19216510601111378
Assignment	0.021420924609420394	0.00506013206726989	0.006525731915050628	0.007761563092729912	4.840076354595364	0.9680152709190727
ExitPoint	0.006689707093961353	0.008414265529245065	0.0	0.023639868070888984	0.5183929488986609	0.10367858977973218
Function.1	0.0253941850016547	0.0024788187510694226	0.00325186725426136	0.011331102248037425	0.48096097732387294	0.09619219546477459
FunctionCall	0.0016465518182452769	1.667985334833485e-05	0.006149351320214336	2.1841229419148177e-06	0.45182354256396895	0.0903647085127938
PointerDereferencing	0.002787367761546257	0.07902333094802348	0.01600912066023016	0.0050536599598002266	0.6711494110953831	0.1342298822190766
CyclomaticComplexity	0.029184168290624753	0.015064957786914569	0.021224908806801165	0.014658999580171545	1.356978674112313	0.2713957348224626
SyntacticallyReachableFunctions	0.01898785531055721	0.002576708778061919	0.014194239163655845	0.017244174915091268	0.48059888274391427	0.09611977654878286
SemanticallyReachedFunctions	0.013606117589470015	0.03139202872278166	0.019475846790448212	0.01772206607969415	0.5624836498652948	0.11249672997305896
CoverageEstimation	2.4577554542052018e-06	8.32684924280414e-05	0.0	1.811741847264983e-06	0.010024800329973108	0.0020049600659946217
SCALAR_INPUT	0.0009681043001922996	0.0	0.0	6.002482368017801e-06	0.1270088160925122	0.02540176321850244
RANGE_SCALAR_VALUES	7.44419252940537e-05	1.1603805981257106e-06	9.297901645538257e-06	1.4750179390174954e-05	0.12296552626088703	0.024593105252177404
SCALAR_INDEX_INPUT	4.91329815275794e-09	0.0	0.0	6.824845639911728e-09	1.3971840609179433	0.2794368121835887
RANGE_SCALAR_INDEX_VALUES	2.2676692650759863e-09	0.0	0.0	2.5780217165234293e-09	1.052851896929807	0.2105703793859614
ARRAY_INPUT	6.678533100083925e-05	0.0001321839805097805	0.0	0.0001875764543902366	4.400102651463199	0.8800205302926398
RANGE_ARRAY_INPUT	3.063909769376538e-05	0.0	3.0615371788613745e-07	2.1231689302328424e-08	0.07603172429669978	0.015206344859339957
cInstr	0.2540902709475999	0.17075606785418748	0.34020245474308786	0.1816356663997978	1.1589917989227136	0.23179835978454272
Bugs_Delivered	0.03432849981779392	0.00013354444497368033	0.029682173958931298	0.0028207034798085175	0.2741147630372751	0.054822952607455025
SS_VAL_1	0.039092567021739175	0.0005626078619625842	0.0022818089299886874	0.00370706863271632	0.6178516957415328	0.12357033914830655
SV_VAL_1	3.793094888775608e-05	1.5205885924709513e-05	0.0	0.0010181674553800687	0.009244687100800519	0.0018489374201601037
SV_VAL_2	0.0	0.0	0.0	0.0	0.0	0.0
V_VAL_1	2.15943196983195e-05	5.564267970328259e-07	0.0	1.3154076261975277e-05	0.09039854427689295	0.01807970885537859
V_VAL_2	3.2568641325453325e-06	2.732194089557653e-07	0.0	4.6140922238585457e-07	0.04488683513592232	0.008977367027184465
V_VAL_3	8.611836811907815e-07	2.5870100613947015e-08	0.0	4.849164917010145e-07	0.05805135050926402	0.011610270101852805
V_VAL_4	9.005101898060386e-06	2.552896309190823e-07	0.0	6.236163490617032e-07	0.06905476371308283	0.013810952742616567
V_VAL_5	7.231202087039938e-06	6.479077974032955e-08	0.0	1.0176682421963272e-06	0.023215589426473927	0.004643117885294786
V_VAL_6	9.065278686263563e-07	2.1685778537475073e-06	0.0	8.370722519821948e-07	0.029830758600321187	0.005966151720064238
V_VAL_7	0.0016258405700082684	1.726830760413704e-06	0.0	1.04232407084824e-06	0.06998144503976823	0.013996289007953647
