feature	ExtraTreesRegressor	GradientBoostingRegressor	AdaBoostRegressor	RandomForestRegressor	sum	avg
ID_VAL	0.0003613858377801294	6.186071111857713e-05	0.00011088542427754034	0.003046044122240524	0.003580176095416771	0.0008950440238541927
BugsDelivered	0.00702202429102719	0.0005022009520452128	0.006608578497337526	0.0015021709710710681	0.015634974711481	0.00390874367787025
DifficultyLevel	0.001769306575747892	0.0021477303047810034	0.005451824066946659	0.0010473558774070095	0.010416216824882564	0.002604054206220641
DistinctOperands	0.0036297554868403126	0.000352675352708207	0.0	0.0007308056514827517	0.004713236491031271	0.0011783091227578178
DistinctOperators	0.004557418538437204	9.802782860039764e-07	0.0	0.0	0.004558398816723208	0.001139599704180802
Effort	0.00702306257679103	0.006280106792952422	0.020780104470254742	0.0009600968822498786	0.03504337072224807	0.008760842680562018
ProgramLength	0.008390988129320395	0.0011528708000649532	0.021588033334348673	0.001270026737711278	0.0324019190014453	0.008100479750361326
ProgramLevel	0.009269651556901445	1.704655477064218e-05	0.0	4.5236924030629964e-05	0.009331935035702718	0.0023329837589256795
ProgramVolume	0.007892347378855483	0.0007802844487531191	0.015728630081569345	0.0016149762891993092	0.026016238198377256	0.006504059549594314
TimeToImplement	0.008450260441554662	0.01017760142949756	0.008237215143015422	0.0012333988773622412	0.028098475891429886	0.0070246189728574715
TotalOperators	0.007447772990943205	0.00035212709094261047	0.007299065416721649	0.002820945863862598	0.017919911362470065	0.004479977840617516
Total_Operands	0.009696204706598172	0.0003961524248770246	0.010852734311732202	0.0016295388834682463	0.022574630326675647	0.005643657581668912
VocabularySize	0.004657207402991605	0.00020744361871422197	0.00045305452736573516	0.0004325284225980314	0.005750233971669594	0.0014375584929173985
Sloc	0.0298171141053982	1.8192207014136993e-06	0.0	0.0	0.02981893332609961	0.007454733331524903
DecisionPoint	0.0058595381208478335	7.011946796664482e-07	0.0	0.0	0.0058602393155275	0.001465059828881875
GlobalVariables	0.00011248198530704069	0.0	0.0	0.0	0.00011248198530704069	2.8120496326760173e-05
If	0.01732602877610601	1.1568822737126938e-07	0.001741485610403429	0.0	0.019067630074736813	0.004766907518684203
Loop	0.004557418538437204	2.524660897819365e-06	0.0	0.0	0.004559943199335024	0.001139985799833756
Goto	0.004557418538437204	0.0	0.0	0.0	0.004557418538437204	0.001139354634609301
Assignment	0.0058595381208478335	5.492585979834614e-06	0.0022694668400145314	0.0	0.0081344975468422	0.00203362438671055
ExitPoint	0.014398114182339095	0.0	0.0	0.0	0.014398114182339095	0.003599528545584774
Function.1	0.0219716552899052	3.871507631257289e-07	0.0	0.0	0.021972042440668325	0.005493010610167081
FunctionCall	0.04624110342259772	3.297320328502775e-05	0.0	0.0	0.046274076625882746	0.011568519156470686
PointerDereferencing	0.09846547126145491	0.6068000774201407	0.23190589089351168	0.4290524812959419	1.3662239208710492	0.3415559802177623
CyclomaticComplexity	0.0	1.62920517269826e-06	0.0	0.0	1.62920517269826e-06	4.07301293174565e-07
SyntacticallyReachableFunctions	0.011924534462767197	8.264790079087812e-06	0.0	0.0	0.011932799252846285	0.002983199813211571
SemanticallyReachedFunctions	2.5822595385744092e-05	1.4373250445234482e-07	0.0	0.0	2.5966327890196438e-05	6.4915819725491095e-06
CoverageEstimation	0.0	0.0	0.0	0.0	0.0	0.0
SCALAR_INPUT	0.0	0.0	0.0	0.0	0.0	0.0
RANGE_SCALAR_VALUES	0.0	0.0	0.0	0.0	0.0	0.0
SCALAR_INDEX_INPUT	0.0	0.0	0.0	0.0	0.0	0.0
RANGE_SCALAR_INDEX_VALUES	0.0	0.0	0.0	0.0	0.0	0.0
ARRAY_INPUT	0.45443324313705713	0.2115331444554607	0.3953793414794746	0.39143572097008805	1.4527814500420804	0.3631953625105201
RANGE_ARRAY_INPUT	0.015155590102331766	2.9777843504901296e-05	0.0	0.0	0.015185367945836668	0.003796341986459167
cInstr	0.019089208145820397	0.06655242610089247	0.08799428277463006	0.00690353729455969	0.18053945431590263	0.045134863578975656
Bugs_Delivered	0.005060564049477409	0.0003666849495362946	0.004574092989860413	0.002264585075889012	0.01226592706476313	0.0030664817661907825
SS_VAL_1	0.007896220190282785	0.004470359462167457	0.005389894999090194	0.0010539987436637996	0.01881047339520424	0.00470261834880106
SV_VAL_1	0.0	2.5540361743733096e-07	0.0	0.0	2.5540361743733096e-07	6.385090435933274e-08
SV_VAL_2	0.0	0.0	0.0	0.0	0.0	0.0
V_VAL_1	0.002976321681906723	0.0017097021949656242	0.0	0.0013763595225750695	0.006062383399447417	0.0015155958498618543
V_VAL_2	0.008121770379355018	0.000500612806258175	0.001922102170395875	0.002141765385685168	0.012686250741694237	0.0031715626854235592
V_VAL_3	0.0006685190307878203	0.005379286021900566	0.028790975809630578	0.01525948075591814	0.050098261618237105	0.012524565404559276
V_VAL_4	0.024700787461698064	0.00028664157588226394	0.0006735409273701844	0.0024895917778238893	0.0281505617427744	0.0070376404356936
V_VAL_5	0.019734445767510485	0.01929672783824239	0.05185675600801005	0.01859076772268429	0.10947869733644722	0.027369674334111804
V_VAL_6	0.00028769400851559325	7.89557411455538e-05	0.0	0.000979320528169939	0.0013459702778310862	0.00033649256945777155
V_VAL_7	0.011413914569735499	0.0006858977320846634	0.0027839823285157445	0.0011216636625244513	0.016005458292860358	0.004001364573215089
V_VAL_8	0.00347749899246285	0.0002585880182136665	0.00026746413042860664	0.0020617515805995486	0.0060653027217046716	0.0015163256804261679
V_VAL_9	0.001098421380751674	0.0011193103414901425	0.0007490253543397407	0.00370817422068406	0.006674931297265617	0.0016687328243164042
V_VAL_10	0.003039579894925336	0.00020763367918804395	0.0	0.0013467365630173112	0.004593950137130691	0.0011484875342826727
V_VAL_11	0.000471703606641575	0.00012785822074170186	0.0	0.0008263942230265713	0.001425956050409848	0.000356489012602462
V_VAL_12	0.0003618788998840236	0.0002536280558496426	0.00011485072406296035	0.0010605305938708876	0.001790888273667514	0.0004477220684168785
V_VAL_13	0.0003528706705717771	7.227666743700367e-05	0.0	0.0013131612252538362	0.001738308563262617	0.00043457714081565423
V_VAL_14	0.0011900883978234733	0.0001812787918629897	0.003252232173411023	0.0013080626626345562	0.005931662025732042	0.0014829155064330106
V_VAL_15	0.0006509315767630969	0.0009077897141541049	0.0038224128239942846	0.0027978174470926526	0.008178951562004138	0.0020447378905010345
V_VAL_16	0.0051410531800328615	0.0013369917684047782	0.0012926720065325188	0.002197781485721007	0.009968498440691167	0.0024921246101727917
V_VAL_17	0.0007267496554410564	0.00026487621319602083	0.001224298505127002	0.0006301502447128544	0.002846074618476934	0.0007115186546192335
V_VAL_18	0.006518816914350261	0.00864554418215967	0.0	0.0005479248312441058	0.015712285927754036	0.003928071481938509
V_VAL_19	0.0006329861961293934	0.0003831667030377223	6.251660486790709e-05	0.0003729062136010613	0.0014515757176360843	0.0003628939294090211
V_VAL_20	0.0004929570651695562	0.0009379790359369027	0.0	0.00030520816407812984	0.001736144265184589	0.00043403606629614723
V_VAL_21	0.0005960707291296027	2.871552784957201e-05	0.0	0.0007207294242485379	0.0013455156812277125	0.00033637892030692813
V_VAL_22	0.0005165262630702842	1.2795226264416188e-05	0.0003361760649658098	0.0003274287221517356	0.0011929262764522458	0.00029823156911306146
V_VAL_23	0.00034859160567721437	0.00011157887067443482	0.00012390133332146753	0.00028192611584709884	0.0008659979255202157	0.00021649948138005392
V_VAL_24	0.0002741036761492299	0.0026096611205197115	0.0	9.674588078441918e-05	0.0029805106774533604	0.0007451276693633401
V_VAL_25	2.3433746938966747e-05	0.0	0.0	1.890344538703725e-05	4.2337192326004e-05	1.0584298081501e-05
V_VAL_26	0.00023851170226184254	8.47766900483442e-06	0.0	2.4992189940643286e-05	0.0002719815612073203	6.799539030183007e-05
V_VAL_27	0.00012586287410895985	3.876851736412191e-05	0.0	0.0	0.00016463139147308175	4.115784786827044e-05
V_VAL_28	0.0	1.6633195397679966e-07	0.0	1.8347081010826606e-05	1.8513412964803406e-05	4.6283532412008515e-06
M_VAL_1	0.0008312568600384908	0.0007451457635264985	8.338299296302998e-05	0.003908685013808787	0.005568470630336806	0.0013921176575842015
M_VAL_2	0.0009047457062192759	0.00015133973069155946	0.0005334181921640079	0.0017938162602787772	0.0033833198893536203	0.0008458299723384051
M_VAL_3	0.0007367459127155212	0.0015610134452978066	0.0	0.0012573923782178184	0.0035551517362311467	0.0008887879340577867
M_VAL_4	0.0007538082693326553	4.3539099785998526e-05	0.0	0.0006430634148905189	0.0014404107840091727	0.0003601026960022932
M_VAL_5	0.0012343606842490553	0.0009394355991531013	0.00111298024637147	0.002966414128722736	0.006253190658496363	0.0015632976646240907
M_VAL_6	0.000983234174149927	0.002270338395532356	0.0	0.0005539261601531158	0.003807498729835399	0.0009518746824588498
M_VAL_7	0.00018794419644592474	0.0	0.0	0.0005839449949476638	0.0007718891913935886	0.00019297229784839715
M_VAL_8	0.00030423576576013014	0.00040607458943841076	0.002938030376142132	0.0008280359421686746	0.004476376673509348	0.001119094168377337
M_VAL_9	0.01224418848790961	0.005724747679288396	0.033970131696040566	0.012878935454627743	0.06481800331786632	0.01620450082946658
M_VAL_10	0.008376404426896786	0.015951754516894737	0.012762813895942433	0.02091735774920501	0.058008330588938964	0.014502082647234741
M_VAL_11	0.002246984290986563	0.002206269171301971	0.0005026604332764115	0.00077265941270051	0.005728573308265456	0.001432143327066364
M_VAL_12	0.001271133024519885	4.506316909591825e-06	0.005595702890934298	0.0013791547465557478	0.008250496978919523	0.0020626242447298808
M_VAL_13	0.0018411390810867555	0.00010489223308409183	0.0038958426078696774	0.008106162714002184	0.013948036636042709	0.003487009159010677
M_VAL_14	0.0008461841835609477	9.993258318585843e-05	0.0	0.0010335273508270547	0.001979644117573861	0.0004949110293934652
M_VAL_15	0.0006550719844918308	2.9431561061132144e-05	0.0	0.0005170534319047757	0.0012015569774577388	0.0003003892443644347
M_VAL_16	0.0007435870421793141	0.0011447752015516816	0.0001572160728994392	0.0009867824549531254	0.00303236077158356	0.00075809019289589
M_VAL_17	0.00031235507229756095	0.0004442233133739053	0.0	0.0008054442998205689	0.0015620226854920352	0.0003905056713730088
M_VAL_18	0.0008992179268014071	0.0007559806726319565	0.00018728941726192427	0.00101486979451496	0.002857357811210248	0.000714339452802562
M_VAL_19	0.000833826418712066	0.0008656060137974896	0.0	0.0021838592962124172	0.003883291728721973	0.0009708229321804933
M_VAL_20	0.0005260566420273277	9.519469373601187e-06	0.0	0.00048397830374939996	0.0010195544151503288	0.0002548886037875822
M_VAL_21	0.0011719444093924037	0.0009231538141720444	0.0	0.0007607198934807009	0.002855818117045149	0.0007139545292612873
M_VAL_22	0.000973736764778532	0.00017858665791982493	0.004214800585906236	0.0009020972591394164	0.006269221267744009	0.0015673053169360024
