feature	ExtraTreesRegressor	GradientBoostingRegressor	AdaBoostRegressor	RandomForestRegressor	sum	avg
ID_VAL	0.0014118677918100112	0.0027229906349145673	0.0	0.002453852722408118	0.025698110501896746	0.005139622100379349
BugsDelivered	0.0038577196273827333	0.0023183960331410397	0.001156814774714839	0.0023284790966501836	0.15089177826304404	0.030178355652608808
DifficultyLevel	0.0011301978162211984	0.0006859019121587636	0.0007167782758573628	0.00038645518974298403	0.13168348026124402	0.026336696052248802
DistinctOperands	0.008368941706823507	0.010199013727053601	0.0013269870502063076	0.009549868805549819	0.22453126896266218	0.044906253792532436
DistinctOperators	0.0007650417712123452	0.006450558890000135	0.0018224498756546732	0.0014552253347275008	0.027751832644863344	0.005550366528972669
Effort	0.0009095793802845644	0.0005824507076003478	0.00015988541795787723	0.0008622268015534392	0.12145047048165913	0.024290094096331826
ProgramLength	0.00559529136168761	0.003570272667968819	0.00222656226842439	0.0017834141466913625	0.18807618176504595	0.03761523635300919
ProgramLevel	0.028927041385655126	4.7917733604010425e-06	0.0005421933850605568	5.4268559468042555e-05	0.054961112495440015	0.010992222499088003
ProgramVolume	0.004008553190547806	0.00332368121810721	0.0016311205869590539	0.002990289580996831	0.16244690388323318	0.032489380776646634
TimeToImplement	0.001060408611365944	0.00046833331089083296	3.371076904376343e-05	0.0007599361858064695	0.12689911124376685	0.02537982224875337
TotalOperators	0.002440422975981254	0.0007311654105460066	0.0044908530293559295	0.001840571363131561	0.13921751406406777	0.02784350281281355
Total_Operands	0.006172162747059313	0.014310723442582163	0.18146633685599128	0.0036127574900818877	0.2666020193866021	0.05332040387732042
VocabularySize	0.0068903282902128896	0.0060513239864149505	0.0012241097357808086	0.00977604599859621	0.14567432362003807	0.029134864724007614
Sloc	0.13265799995031444	0.14352541751980638	0.10991861509665807	0.18156685225869684	0.7443221720891031	0.14886443441782063
DecisionPoint	0.13897142246261268	0.26297599299688534	0.0611953044088948	0.12063748731022084	0.6013950980280054	0.12027901960560108
GlobalVariables	0.003430711018768913	0.020810384704550846	0.017258495879488862	0.023316745171826515	0.46090927374952795	0.09218185474990559
If	0.11137216500027664	0.04866768607461193	0.12108990552772576	0.11992750809979856	0.4337185253081119	0.08674370506162238
Loop	0.05965544443878892	0.07394305232340961	0.17447582122373162	0.16152720316534716	0.5049484956262634	0.10098969912525269
Goto	0.0061211796360463675	0.0003539362555924252	0.0003261508226943809	0.0002629725613050766	1.4784998071375732	0.29569996142751465
Assignment	0.18955033320270737	0.27166634779550486	0.12337914226857553	0.11257316468001966	0.8858349707349492	0.17716699414698983
ExitPoint	0.0349968160313585	0.023898688131229796	0.020053315316976152	0.017723487764544917	0.14318337857602345	0.02863667571520469
Function.1	0.037939336622182705	0.0027907981027077188	0.00766650797554647	0.01684771734720133	0.11674519228847365	0.02334903845769473
FunctionCall	0.020891016326009464	0.001074992866025616	0.014181840177504608	0.011534783902432106	0.16169509601900056	0.03233901920380011
PointerDereferencing	0.003165252110233258	0.003674535764164112	0.003651037602883968	0.0018211823768997512	2.2433785745385304	0.4486757149077061
CyclomaticComplexity	0.10751891159303072	0.02511419160083975	0.09127912626218998	0.1375644971767267	0.3926426790355999	0.07852853580711998
SyntacticallyReachableFunctions	0.040537762370636936	0.029198121740897982	0.0097330960009947	0.01730522725856857	0.1675608581159854	0.03351217162319708
SemanticallyReachedFunctions	0.01297349355725987	0.008195215843491475	0.014051969514263329	0.00627622922474534	0.05915685255457065	0.01183137051091413
CoverageEstimation	4.871968726658051e-07	1.0485764086810284e-06	0.0	1.1926507861485166e-07	0.0004065853711060759	8.131707422121517e-05
SCALAR_INPUT	0.0015308338027005739	0.001030064018922072	0.00032097406853153144	0.00035400243065339084	0.12282930405766568	0.024565860811533134
RANGE_SCALAR_VALUES	0.004759002269632529	0.0001770202317164175	0.00027336580872119366	0.00020954595225503633	0.16218888757004887	0.03243777751400977
SCALAR_INDEX_INPUT	3.221746666483576e-06	0.0	0.0	1.6201819283230736e-07	3.3837648593158834e-06	6.767529718631767e-07
