id,cInstr
values_27,379
values_84,379
values_65,344
values_96,395
values_28,363
values_54,328
values_15,379
values_87,395
values_59,328
values_5,379
values_92,395
values_0,379
values_77,395
values_17,379
values_12,379
values_33,363
values_25,379
values_19,363
values_97,395
values_81,395
values_8,363
values_73,328
values_89,379
values_82,395
values_34,363
values_70,344
values_29,363
values_51,344
values_57,344
values_88,379
values_23,363
values_45,379
values_66,344
values_36,379
values_56,344
values_26,379
values_43,363
values_52,344
values_98,379
values_61,344
values_44,363
values_68,328
values_41,379
values_85,395
values_79,379
values_71,344
values_63,328
values_20,379
values_74,328
values_72,344
values_86,395
values_75,395
values_55,344
values_14,363
values_47,379
values_91,395
values_64,328
values_11,379
values_49,363
values_62,344
values_80,395
values_39,363
values_90,395
values_53,328
values_94,379
values_7,379
values_31,379
values_93,379
values_38,363
values_58,328
values_78,379
values_50,344
values_3,363
values_13,363
values_83,379
values_1,379
values_21,379
values_32,379
values_22,379
values_9,363
values_6,379
values_76,395
values_18,363
values_16,379
values_40,379
values_2,379
values_60,344
values_99,379
values_48,363
values_69,328
values_46,379
values_24,363
values_95,395
values_42,379
values_37,379
values_10,379
values_67,344
values_35,379
values_30,379
values_4,363
