id,cInstr
values_27,50965
values_84,6032
values_65,11512
values_96,7548
values_28,63985
values_54,57
values_15,16483
values_87,19551
values_59,71417
values_5,7624
values_92,4683
values_0,9329
values_77,71393
values_17,137
values_12,1307
values_33,137
values_25,35070
values_19,71229
values_97,2631
values_81,13826
values_8,845
values_73,1318
values_89,63901
values_82,51032
values_34,140
values_70,56
values_29,35172
values_51,11437
values_57,51085
values_88,9314
values_23,57039
values_45,1877
values_66,4717
values_36,1306
values_56,57
values_26,1899
values_43,514
values_52,26602
values_98,30591
values_61,16512
values_44,1305
values_68,63895
values_41,2659
values_85,138
values_79,45285
values_71,1892
values_63,5993
values_20,7642
values_74,22796
values_72,56
values_86,35132
values_75,51081
values_55,284
values_14,26622
values_47,13915
values_91,1885
values_64,2654
values_11,71418
values_49,13785
values_62,71120
values_80,22813
values_39,35057
values_90,286
values_53,4688
values_94,4683
values_7,137
values_31,45200
values_93,19642
values_38,1887
values_58,519
values_78,3562
values_50,4653
values_3,19447
values_13,57
values_83,13774
values_1,39974
values_21,57207
values_32,64008
values_22,19496
values_9,512
values_6,51012
values_76,13861
values_18,39913
values_16,519
values_40,35050
values_2,22923
values_60,139
values_99,51210
values_48,26630
values_69,51053
values_46,58
values_24,64102
values_95,63961
values_42,3556
values_37,9389
values_10,45335
values_67,3567
values_35,64037
values_30,7581
values_4,6082
