id,clockCycles,assemblyInstr
values_27,64635,
values_84,7287,
values_65,14162,
values_96,9194,
values_28,81395,
values_54,42,
values_15,20473,
values_87,24352,
values_59,90928,
values_5,9270,
values_92,5613,
values_0,11438,
values_77,90904,
values_17,123,
values_12,1477,
values_33,123,
values_25,44195,
values_19,90740,
values_97,3085,
values_81,17101,
values_8,930,
values_73,1488,
values_89,81311,
values_82,64702,
values_34,126,
values_70,41,
values_29,44297,
values_51,14087,
values_57,64755,
values_88,11423,
values_23,72504,
values_45,2168,
values_66,5647,
values_36,1476,
values_56,42,
values_26,2190,
values_43,544,
values_52,33337,
values_98,38461,
values_61,20502,
values_44,1475,
values_68,81305,
values_41,3113,
values_85,124,
values_79,57304,
values_71,2183,
values_63,7248,
values_20,9288,
values_74,28510,
values_72,41,
values_86,44257,
values_75,64751,
values_55,283,
values_14,33357,
values_47,17190,
values_91,2176,
values_64,3108,
values_11,90929,
values_49,17060,
values_62,90631,
values_80,28527,
values_39,44182,
values_90,285,
values_53,5618,
values_94,5613,
values_7,123,
values_31,57219,
values_93,24443,
values_38,2178,
values_58,549,
values_78,4227,
values_50,5583,
values_3,24248,
values_13,42,
values_83,17049,
values_1,50480,
values_21,72672,
values_32,81418,
values_22,24297,
values_9,542,
values_6,64682,
values_76,17136,
values_18,50419,
values_16,549,
values_40,44175,
values_2,28637,
values_60,125,
values_99,64880,
values_48,33365,
values_69,64723,
values_46,43,
values_24,81512,
values_95,81371,
values_42,4221,
values_37,11498,
values_10,57354,
values_67,4232,
values_35,81447,
values_30,9227,
values_4,7337,
