id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,64635,,50965,1.268
values_84,7287,,6032,1.208
values_65,14162,,11512,1.230
values_96,9194,,7548,1.218
values_28,81395,,63985,1.272
values_54,42,,57,0.737
values_15,20473,,16483,1.242
values_87,24352,,19551,1.246
values_59,90928,,71417,1.273
values_5,9270,,7624,1.216
values_92,5613,,4683,1.199
values_0,11438,,9329,1.226
values_77,90904,,71393,1.273
values_17,123,,137,0.898
values_12,1477,,1307,1.130
values_33,123,,137,0.898
values_25,44195,,35070,1.260
values_19,90740,,71229,1.274
values_97,3085,,2631,1.173
values_81,17101,,13826,1.237
values_8,930,,845,1.101
values_73,1488,,1318,1.129
values_89,81311,,63901,1.272
values_82,64702,,51032,1.268
values_34,126,,140,0.900
values_70,41,,56,0.732
values_29,44297,,35172,1.259
values_51,14087,,11437,1.232
values_57,64755,,51085,1.268
values_88,11423,,9314,1.226
values_23,72504,,57039,1.271
values_45,2168,,1877,1.155
values_66,5647,,4717,1.197
values_36,1476,,1306,1.130
values_56,42,,57,0.737
values_26,2190,,1899,1.153
values_43,544,,514,1.058
values_52,33337,,26602,1.253
values_98,38461,,30591,1.257
values_61,20502,,16512,1.242
values_44,1475,,1305,1.130
values_68,81305,,63895,1.272
values_41,3113,,2659,1.171
values_85,124,,138,0.899
values_79,57304,,45285,1.265
values_71,2183,,1892,1.154
values_63,7248,,5993,1.209
values_20,9288,,7642,1.215
values_74,28510,,22796,1.251
values_72,41,,56,0.732
values_86,44257,,35132,1.260
values_75,64751,,51081,1.268
values_55,283,,284,0.996
values_14,33357,,26622,1.253
values_47,17190,,13915,1.235
values_91,2176,,1885,1.154
values_64,3108,,2654,1.171
values_11,90929,,71418,1.273
values_49,17060,,13785,1.238
values_62,90631,,71120,1.274
values_80,28527,,22813,1.250
values_39,44182,,35057,1.260
values_90,285,,286,0.997
values_53,5618,,4688,1.198
values_94,5613,,4683,1.199
values_7,123,,137,0.898
values_31,57219,,45200,1.266
values_93,24443,,19642,1.244
values_38,2178,,1887,1.154
values_58,549,,519,1.058
values_78,4227,,3562,1.187
values_50,5583,,4653,1.200
values_3,24248,,19447,1.247
values_13,42,,57,0.737
values_83,17049,,13774,1.238
values_1,50480,,39974,1.263
values_21,72672,,57207,1.270
values_32,81418,,64008,1.272
values_22,24297,,19496,1.246
values_9,542,,512,1.059
values_6,64682,,51012,1.268
values_76,17136,,13861,1.236
values_18,50419,,39913,1.263
values_16,549,,519,1.058
values_40,44175,,35050,1.260
values_2,28637,,22923,1.249
values_60,125,,139,0.899
values_99,64880,,51210,1.267
values_48,33365,,26630,1.253
values_69,64723,,51053,1.268
values_46,43,,58,0.741
values_24,81512,,64102,1.272
values_95,81371,,63961,1.272
values_42,4221,,3556,1.187
values_37,11498,,9389,1.225
values_10,57354,,45335,1.265
values_67,4232,,3567,1.186
values_35,81447,,64037,1.272
values_30,9227,,7581,1.217
values_4,7337,,6082,1.206
