id,cInstr
values_27,12
values_84,12
values_65,11
values_96,12
values_28,12
values_54,12
values_15,11
values_87,12
values_59,12
values_5,12
values_92,11
values_0,11
values_77,12
values_17,12
values_12,11
values_33,11
values_25,12
values_19,11
values_97,11
values_81,12
values_8,11
values_73,12
values_89,11
values_82,12
values_34,11
values_70,12
values_29,11
values_51,12
values_57,12
values_88,11
values_23,11
values_45,12
values_66,11
values_36,12
values_56,12
values_26,11
values_43,11
values_52,11
values_98,11
values_61,12
values_44,11
values_68,12
values_41,12
values_85,12
values_79,11
values_71,11
values_63,12
values_20,12
values_74,12
values_72,12
values_86,12
values_75,12
values_55,12
values_14,11
values_47,11
values_91,11
values_64,11
values_11,12
values_49,11
values_62,12
values_80,12
values_39,11
values_90,12
values_53,12
values_94,11
values_7,12
values_31,11
values_93,12
values_38,12
values_58,12
values_78,11
values_50,12
values_3,12
values_13,12
values_83,11
values_1,11
values_21,12
values_32,12
values_22,12
values_9,11
values_6,12
values_76,11
values_18,11
values_16,11
values_40,12
values_2,11
values_60,12
values_99,11
values_48,11
values_69,11
values_46,12
values_24,12
values_95,12
values_42,11
values_37,11
values_10,12
values_67,11
values_35,12
values_30,11
values_4,11
