id,clockCycles,assemblyInstr
values_27,8260,
values_84,8293,
values_65,120773,
values_96,20832,
values_28,20910,
values_54,84926,
values_15,17013,
values_87,96046,
values_59,74939,
values_5,134419,
values_92,349,
values_0,36014,
values_77,13638,
values_17,20845,
values_12,50,
values_33,108020,
values_25,6214,
values_19,30361,
values_97,42308,
values_81,30311,
values_8,42396,
values_73,84905,
values_89,108068,
values_82,13592,
values_34,25298,
values_70,107948,
values_29,85039,
values_51,17019,
values_57,20835,
values_88,2141,
values_23,42347,
values_45,153,
values_66,30454,
values_36,95936,
values_56,42412,
values_26,675,
values_43,120841,
values_52,134896,
values_98,96043,
values_61,134809,
values_44,1362,
values_68,36010,
values_41,1365,
values_85,10711,
values_79,353,
values_71,663,
values_63,6218,
values_20,151,
values_74,49261,
values_72,4570,
values_86,20780,
values_75,49299,
values_55,4558,
values_14,2157,
values_47,676,
values_91,20883,
values_64,95937,
values_11,107897,
values_49,346,
values_62,673,
values_80,8306,
values_39,20822,
values_90,56924,
values_53,351,
values_94,134574,
values_7,151,
values_31,49376,
values_93,10742,
values_38,74861,
values_58,3197,
values_78,2165,
values_50,107792,
values_3,84810,
values_13,65526,
values_83,2139,
values_1,1364,
values_21,57125,
values_32,95978,
values_22,74876,
values_9,2169,
values_6,4599,
values_76,6210,
values_18,1365,
values_16,49328,
values_40,50,
values_2,50,
values_60,65488,
values_99,675,
values_48,50,
values_69,95846,
values_46,8230,
values_24,84862,
values_95,3219,
values_42,74763,
values_37,56983,
values_10,25367,
values_67,20825,
values_35,120943,
values_30,49333,
values_4,6208,
