inputName,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function,FunctionCall,PointerDereferencing,CyclomaticComplexity,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation
values_27, 23, 4, 1, 4, 3, 0, 7, 2, 2, 1, 6, 6, 2, 2, 100.0
values_84, 23, 4, 1, 4, 3, 0, 7, 2, 2, 1, 6, 6, 2, 2, 100.0
values_65, 23, 4, 1, 4, 3, 0, 7, 2, 2, 1, 6, 6, 2, 2, 100.0
values_96, 23, 4, 1, 4, 3, 0, 7, 2, 2, 1, 6, 6, 2, 2, 100.0
values_28, 23, 4, 1, 4, 3, 0, 7, 2, 2, 1, 6, 6, 2, 2, 100.0
values_54, 23, 4, 1, 4, 3, 0, 7, 2, 2, 1, 6, 6, 2, 2, 100.0
values_15, 23, 4, 1, 4, 3, 0, 7, 2, 2, 1, 6, 6, 2, 2, 100.0
values_87, 23, 4, 1, 4, 3, 0, 7, 2, 2, 1, 6, 6, 2, 2, 100.0
values_59, 23, 4, 1, 4, 3, 0, 7, 2, 2, 1, 6, 6, 2, 2, 100.0
values_5, 23, 4, 1, 4, 3, 0, 7, 2, 2, 1, 6, 6, 2, 2, 100.0
values_92, 23, 4, 1, 4, 3, 0, 7, 2, 2, 1, 6, 6, 2, 2, 100.0
values_0, 23, 4, 1, 4, 3, 0, 7, 2, 2, 1, 6, 6, 2, 2, 100.0
values_77, 23, 4, 1, 4, 3, 0, 7, 2, 2, 1, 6, 6, 2, 2, 100.0
values_17, 23, 4, 1, 4, 3, 0, 7, 2, 2, 1, 6, 6, 2, 2, 100.0
values_12, 23, 4, 1, 4, 3, 0, 7, 2, 2, 1, 6, 6, 2, 2, 100.0
values_33, 23, 4, 1, 4, 3, 0, 7, 2, 2, 1, 6, 6, 2, 2, 100.0
values_25, 23, 4, 1, 4, 3, 0, 7, 2, 2, 1, 6, 6, 2, 2, 100.0
values_19, 23, 4, 1, 4, 3, 0, 7, 2, 2, 1, 6, 6, 2, 2, 100.0
values_97, 23, 4, 1, 4, 3, 0, 7, 2, 2, 1, 6, 6, 2, 2, 100.0
values_81, 23, 4, 1, 4, 3, 0, 7, 2, 2, 1, 6, 6, 2, 2, 100.0
values_8, 23, 4, 1, 4, 3, 0, 7, 2, 2, 1, 6, 6, 2, 2, 100.0
values_73, 23, 4, 1, 4, 3, 0, 7, 2, 2, 1, 6, 6, 2, 2, 100.0
values_89, 23, 4, 1, 4, 3, 0, 7, 2, 2, 1, 6, 6, 2, 2, 100.0
