inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_27, 294, 26, 168, 100, 462, 126, 3223.50, 70401.31, 0.05, 21.84, 3911.18, 0.57
values_84, 294, 26, 168, 90, 462, 116, 3168.39, 76886.20, 0.04, 24.27, 4271.46, 0.60
values_65, 918, 26, 776, 137, 1694, 163, 12448.75, 916663.83, 0.01, 73.64, 50925.77, 3.15
values_96, 402, 26, 272, 107, 674, 133, 4755.26, 157145.80, 0.03, 33.05, 8730.32, 0.97
values_28, 402, 26, 272, 119, 674, 145, 4839.26, 143795.12, 0.03, 29.71, 7988.62, 0.91
values_54, 762, 26, 623, 135, 1385, 161, 10153.32, 609123.98, 0.02, 59.99, 33840.22, 2.40
values_15, 372, 26, 243, 111, 615, 137, 4365.29, 124233.79, 0.04, 28.46, 6901.88, 0.83
values_87, 812, 26, 672, 137, 1484, 163, 10905.51, 695405.53, 0.02, 63.77, 38633.64, 2.62
values_59, 714, 26, 576, 131, 1290, 157, 9410.06, 537881.95, 0.02, 57.16, 29882.33, 2.20
values_5, 974, 26, 831, 137, 1805, 163, 13264.45, 1045955.47, 0.01, 78.85, 58108.64, 3.43
values_92, 182, 26, 63, 25, 245, 51, 1389.74, 45528.02, 0.03, 32.76, 2529.33, 0.43
values_0, 504, 26, 371, 128, 875, 154, 6358.44, 239583.97, 0.03, 37.68, 13310.22, 1.29
values_77, 344, 26, 216, 103, 560, 129, 3926.29, 107038.98, 0.04, 27.26, 5946.61, 0.75
values_17, 402, 26, 272, 112, 674, 138, 4791.15, 151263.31, 0.03, 31.57, 8403.52, 0.95
values_12, 168, 26, 51, 15, 219, 41, 1173.30, 51860.03, 0.02, 44.20, 2881.11, 0.46
values_33, 864, 26, 723, 136, 1587, 162, 11648.34, 805020.34, 0.01, 69.11, 44723.35, 2.88
values_25, 272, 26, 147, 77, 419, 103, 2801.64, 69531.70, 0.04, 24.82, 3862.87, 0.56
values_19, 468, 26, 336, 124, 804, 150, 5811.97, 204731.34, 0.03, 35.23, 11373.96, 1.16
