id,cInstr
values_27,4667
values_84,4700
values_65,63996
values_96,11431
values_28,11509
values_54,45258
values_15,9415
values_87,51125
values_59,40098
values_5,71003
values_92,285
values_0,19548
values_77,7597
values_17,11444
values_12,56
values_33,57402
values_25,3548
values_19,16544
values_97,22875
values_81,16494
values_8,22963
values_73,45237
values_89,57450
values_82,7551
values_34,13830
values_70,57330
values_29,45371
values_51,9421
values_57,11434
values_88,1284
values_23,22914
values_45,139
values_66,16637
values_36,51015
values_56,22979
values_26,519
values_43,64064
values_52,71480
values_98,51122
values_61,71393
values_44,844
values_68,19544
values_41,847
values_85,5999
values_79,289
values_71,507
values_63,3552
values_20,137
values_74,26525
values_72,2657
values_86,11379
values_75,26563
values_55,2645
values_14,1300
values_47,520
values_91,11482
values_64,51016
values_11,57279
values_49,282
values_62,517
values_80,4713
values_39,11421
values_90,30531
values_53,287
values_94,71158
values_7,137
values_31,26640
values_93,6030
values_38,40020
values_58,1881
values_78,1308
values_50,57174
values_3,45142
values_13,35104
values_83,1282
values_1,846
values_21,30732
values_32,51057
values_22,40035
values_9,1312
values_6,2686
values_76,3544
values_18,847
values_16,26592
values_40,56
values_2,56
values_60,35066
values_99,519
values_48,56
values_69,50925
values_46,4637
values_24,45194
values_95,1903
values_42,39922
values_37,30590
values_10,13899
values_67,11424
values_35,64166
values_30,26597
values_4,3542
