id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,8260,,4667,1.770
values_84,8293,,4700,1.764
values_65,120773,,63996,1.887
values_96,20832,,11431,1.822
values_28,20910,,11509,1.817
values_54,84926,,45258,1.876
values_15,17013,,9415,1.807
values_87,96046,,51125,1.879
values_59,74939,,40098,1.869
values_5,134419,,71003,1.893
values_92,349,,285,1.225
values_0,36014,,19548,1.842
values_77,13638,,7597,1.795
values_17,20845,,11444,1.821
values_12,50,,56,0.893
values_33,108020,,57402,1.882
values_25,6214,,3548,1.751
values_19,30361,,16544,1.835
values_97,42308,,22875,1.850
values_81,30311,,16494,1.838
values_8,42396,,22963,1.846
values_73,84905,,45237,1.877
values_89,108068,,57450,1.881
values_82,13592,,7551,1.800
values_34,25298,,13830,1.829
values_70,107948,,57330,1.883
values_29,85039,,45371,1.874
values_51,17019,,9421,1.806
values_57,20835,,11434,1.822
values_88,2141,,1284,1.667
values_23,42347,,22914,1.848
values_45,153,,139,1.101
values_66,30454,,16637,1.830
values_36,95936,,51015,1.881
values_56,42412,,22979,1.846
values_26,675,,519,1.301
values_43,120841,,64064,1.886
values_52,134896,,71480,1.887
values_98,96043,,51122,1.879
values_61,134809,,71393,1.888
values_44,1362,,844,1.614
values_68,36010,,19544,1.843
values_41,1365,,847,1.612
values_85,10711,,5999,1.785
values_79,353,,289,1.221
values_71,663,,507,1.308
values_63,6218,,3552,1.751
values_20,151,,137,1.102
values_74,49261,,26525,1.857
values_72,4570,,2657,1.720
values_86,20780,,11379,1.826
values_75,49299,,26563,1.856
values_55,4558,,2645,1.723
values_14,2157,,1300,1.659
values_47,676,,520,1.300
values_91,20883,,11482,1.819
values_64,95937,,51016,1.881
values_11,107897,,57279,1.884
values_49,346,,282,1.227
values_62,673,,517,1.302
values_80,8306,,4713,1.762
values_39,20822,,11421,1.823
values_90,56924,,30531,1.864
values_53,351,,287,1.223
values_94,134574,,71158,1.891
values_7,151,,137,1.102
values_31,49376,,26640,1.853
values_93,10742,,6030,1.781
values_38,74861,,40020,1.871
values_58,3197,,1881,1.700
values_78,2165,,1308,1.655
values_50,107792,,57174,1.885
values_3,84810,,45142,1.879
values_13,65526,,35104,1.867
values_83,2139,,1282,1.668
values_1,1364,,846,1.612
values_21,57125,,30732,1.859
values_32,95978,,51057,1.880
values_22,74876,,40035,1.870
values_9,2169,,1312,1.653
values_6,4599,,2686,1.712
values_76,6210,,3544,1.752
values_18,1365,,847,1.612
values_16,49328,,26592,1.855
values_40,50,,56,0.893
values_2,50,,56,0.893
values_60,65488,,35066,1.868
values_99,675,,519,1.301
values_48,50,,56,0.893
values_69,95846,,50925,1.882
values_46,8230,,4637,1.775
values_24,84862,,45194,1.878
values_95,3219,,1903,1.692
values_42,74763,,39922,1.873
values_37,56983,,30590,1.863
values_10,25367,,13899,1.825
values_67,20825,,11424,1.823
values_35,120943,,64166,1.885
values_30,49333,,26597,1.855
values_4,6208,,3542,1.753
