37,50,114,124,107,44,107,32,77,4,3,100,61,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,118,71,56,62,112,75,47,116,46,102,89,101,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,51,47,10,2,10,33,118,70,63,34,108,102,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,37,124,81,30,86,45,41,48,115,32,72,35,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,7,78,61,87,13,118,80,88,4,118,2,117,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,112,72,27,68,47,116,97,49,96,60,87,4,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,69,82,112,111,109,33,88,27,74,124,117,38,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,28,89,93,77,121,126,74,8,37,20,123,97,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,13,89,54,31,99,83,33,93,58,111,14,95,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,33,7,10,115,45,59,9,92,80,121,87,15,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,20,48,53,85,14,93,49,103,54,49,81,23,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,100,26,120,117,106,54,80,88,41,126,82,64,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,116,55,116,120,93,75,73,35,31,20,19,98,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,109,23,120,35,16,81,20,31,107,68,126,42,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15,13,-45,68,-14,73,36,78,-46,-117,-42,-36,-37,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,-82,-43,47,-31,-45,-62,-8,35,-106,35,-23,108,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-110,-17,124,0,102,-125,-113,96,-90,55,68,-73,-101,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,27,-69,-56,62,-66,-100,117,65,-103,-114,73,10,-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,100,35,-112,98,8,97,-75,44,58,-96,37,-75,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,-101,-69,-110,-82,-118,-99,-56,83,-100,46,-72,-95,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-10,118,10,67,-54,-10,80,-49,50,73,-24,19,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-124,-126,71,-79,-43,-84,-121,40,-2,-71,58,106,1,-111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-95,65,-82,68,83,-116,55,-29,-6,-55,-78,41,49,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-102,-98,91,-49,-23,81,19,-111,-56,-98,6,-24,-67,-36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
