Session: untitled,,,,,,,,,,,
Training Data: Virtex-7_Area    Observations: 1680,,,,,,,,,,,
"Predictors: 84    Predictor Names: Var1, FUNCTION, BugsDelivered, DistinctOperands, DistinctOperators, Effort, ProgramLength, ProgramLevel, ProgramVolume, TimeToImplement, TotalOperators, VocabularySize, DecisionPoint, GlobalVariables, Goto, ExitPoint, PointerDereferencing, SyntacticallyReachableFunctions, SemanticallyReachedFunctions, CoverageEstimation, SCALAR_INPUT, RANGE_SCALAR_VALUES, SCALAR_INDEX_INPUT, RANGE_SCALAR_INDEX_VALUES, RANGE_ARRAY_INPUT, cInstr, Bugs_Delivered, SV_VAL_1, SV_VAL_2, V_VAL_1, V_VAL_2, V_VAL_3, V_VAL_4, V_VAL_5, V_VAL_6, V_VAL_7, V_VAL_8, V_VAL_9, V_VAL_10, V_VAL_11, V_VAL_12, V_VAL_13, V_VAL_14, V_VAL_15, V_VAL_16, V_VAL_17, V_VAL_18, V_VAL_19, V_VAL_20, V_VAL_21, V_VAL_22, V_VAL_23, V_VAL_24, V_VAL_25, V_VAL_26, V_VAL_27, V_VAL_28, M_VAL_1, M_VAL_2, M_VAL_4, M_VAL_5, M_VAL_6, M_VAL_7, M_VAL_10, M_VAL_12, M_VAL_13, M_VAL_14, M_VAL_15, M_VAL_16, M_VAL_17, M_VAL_18, M_VAL_19, M_VAL_20, M_VAL_21, M_VAL_22, M_VAL_23, M_VAL_24, M_VAL_25, M_VAL_26, M_VAL_27, M_VAL_29, M_VAL_30, M_VAL_31, M_VAL_32",,,,,,,,,,,
Response Name: Area,,,,,,,,,,,
Validation: 10-fold cross-validation,,,,,,,,,,,
Test Data: Virtex-7_Area    Observations: 420,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Favorite,Model Number,Model Type,Status,RMSE (Validation),MSE (Validation),RSquared (Validation),MAE (Validation),MAE (Test),MSE (Test),RMSE (Test),RSquared (Test)
0,2,Linear Regression,Tested,9448.64254514558,89276845.9459351,-0.0201254152542443,4348.75546540549,4036.1584509978,77621953.9333174,8810.33222604672,0.00888523120350326
0,3.1,Tree,Tested,189.609570729362,35951.7893121728,0.999589195455858,49.9523830311428,51.4103880382759,34596.7087725083,186.001905292683,0.999558252436603
0,3.2,Tree,Tested,182.472941592047,33296.3744132544,0.999619537659346,51.6302984257645,48.7763950724026,22047.484427929,148.483953435814,0.999718487021725
0,3.3,Tree,Tested,212.100831501805,44986.762723757,0.999485956974417,69.5455515460867,76.2141991903975,43223.739257652,207.903196843271,0.999448098325666
0,4.1,SVM,Tested,890.901592334392,793705.647223954,0.990930690994009,472.395886665712,884.50521746085,6886006.34329034,2624.1201083964,0.912076130024704
0,4.2,SVM,Tested,447.115915684151,199912.642058077,0.997715690279677,292.745938976958,290.172240068713,163123.432349524,403.885419827856,0.997917160870786
0,4.3,SVM,Tested,459.1881288722,210853.737697152,0.997590671417128,314.427288240116,311.711531382343,204048.959236096,451.717787159301,0.997394603887063
0,4.4,SVM,Tested,7355.56956614921,54104403.6424605,0.38177388943296,2679.07925821142,2536.1254881878,45232521.2496163,6725.51271276892,0.422449222562618
0,4.5,SVM,Tested,1484.68864675136,2204300.37779239,0.974812474450516,720.040282401348,658.967578169366,1551123.51776893,1245.44109365675,0.980194502343898
0,4.6,SVM,Tested,8027.48638037335,64440537.5870797,0.263667645639765,2307.12139720054,2057.19414208042,55359415.1402385,7440.39079217204,0.293144127954293
0,5.1,Kernel,Tested,9731.94464712342,94710746.6146742,-0.0822160964091847,3987.05711025243,3841.10429214504,85144733.553302,9227.39039779406,-0.0871692689212062
0,5.2,Kernel,Tested,3356.35207614718,11265099.2590575,0.871278897257576,1612.53367188986,1335.04935209561,5325091.68928307,2307.61601859648,0.932006645658805
0,6.1,Ensemble,Tested,494.933049584823,244958.723571333,0.997200969445598,253.26725074045,244.157082608213,213692.79870308,462.269184245586,0.997271466665706
0,6.2,Ensemble,Tested,171.056794841097,29260.427061309,0.999665654571573,49.6030943942515,52.2095246608169,22903.6619181219,151.339558338598,0.999707554932126
0,7.1,Neural Network,Tested,332.389872976269,110483.02765718,0.998737561309731,140.796673701226,141.407542502555,131290.145293393,362.339820187339,0.998323623724939
0,7.2,Neural Network,Tested,400.166481949407,160133.213275765,0.998170231497785,169.74983938423,208.701995920452,219521.820696956,468.531557845313,0.997197038884737
0,7.3,Neural Network,Tested,784.569547480118,615549.374833157,0.992966400694852,308.728266842301,342.22761477281,948337.463345853,973.826197709762,0.987891167149277
0,7.4,Neural Network,Tested,353.701370333746,125104.65937597,0.998570486655931,138.535557358171,142.614349748428,172947.682493328,415.869790311016,0.997791720078375
0,7.5,Neural Network,Tested,320.565879906749,102762.483360388,0.998825780414845,131.261289782536,125.143544738693,77292.7100367926,278.015665092442,0.999013089177018
