id,cInstr
values_27,11
values_84,12
values_65,11
values_96,12
values_28,12
values_54,12
values_15,11
values_87,11
values_59,12
values_5,12
values_92,11
values_0,11
values_77,11
values_17,12
values_12,11
values_33,11
values_25,11
values_19,12
values_97,12
values_81,12
values_8,11
values_73,11
values_89,12
values_82,12
values_34,11
values_70,11
values_29,11
values_51,12
values_57,11
values_88,12
values_23,12
values_45,12
values_66,12
values_36,11
values_56,12
values_26,11
values_43,12
values_52,12
values_98,11
values_61,11
values_44,11
values_68,12
values_41,11
values_85,12
values_79,12
values_71,12
values_63,11
values_20,11
values_74,12
values_72,11
values_86,11
values_75,12
values_55,12
values_14,11
values_47,11
values_91,12
values_64,11
values_11,11
values_49,12
values_62,12
values_80,11
values_39,12
values_90,12
values_53,11
values_94,12
values_7,11
values_31,11
values_93,12
values_38,12
values_58,11
values_78,12
values_50,12
values_3,12
values_13,11
values_83,11
values_1,12
values_21,12
values_32,11
values_22,12
values_9,12
values_6,11
values_76,11
values_18,11
values_16,12
values_40,12
values_2,11
values_60,11
values_99,11
values_48,11
values_69,11
values_46,11
values_24,11
values_95,11
values_42,11
values_37,11
values_10,11
values_67,11
values_35,12
values_30,11
values_4,12
