values_27,9,-1
values_84,3,1
values_65,2,0
values_96,3,1
values_28,9,1
values_54,2,1
values_15,3,0
values_87,3,-1
values_59,2,1
values_5,3,0
values_92,3,-1
values_0,3,0
values_77,3,-1
values_17,3,-1
values_12,3,-1
values_33,9,1
values_25,9,0
values_19,3,1
values_97,3,-1
values_81,3,1
values_8,3,1
values_73,2,1
values_89,3,1
values_82,3,-1
values_34,9,1
values_70,2,0
values_29,9,1
values_51,2,1
values_57,2,-1
values_88,3,1
values_23,3,1
values_45,9,0
values_66,2,1
values_36,9,1
values_56,2,1
values_26,9,1
values_43,9,1
values_52,2,-1
values_98,3,1
values_61,2,1
values_44,9,1
values_68,2,1
values_41,9,1
values_85,3,0
values_79,3,1
values_71,2,1
values_63,2,1
values_20,3,0
values_74,2,1
values_72,2,-1
values_86,3,1
values_75,3,0
values_55,2,0
values_14,3,1
values_47,9,-1
values_91,3,1
values_64,2,1
values_11,3,1
values_49,9,1
values_62,2,-1
values_80,3,0
values_39,9,1
values_90,3,0
values_53,2,1
values_94,3,1
values_7,3,-1
values_31,9,1
values_93,3,1
values_38,9,1
values_58,2,1
values_78,3,1
values_50,2,0
values_3,3,1
values_13,3,1
values_83,3,1
values_1,3,1
values_21,3,1
values_32,9,-1
values_22,3,-1
values_9,3,1
values_6,3,1
values_76,3,1
values_18,3,1
values_16,3,1
values_40,9,0
values_2,3,-1
values_60,2,0
values_99,3,1
values_48,9,1
values_69,2,1
values_46,9,1
values_24,3,1
values_95,3,0
values_42,9,-1
values_37,9,-1
values_10,3,0
values_67,2,-1
values_35,9,0
values_30,9,0
values_4,3,1
