inputName,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function,FunctionCall,PointerDereferencing,CyclomaticComplexity,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation
values_27, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_84, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_65, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_96, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_28, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_54, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_15, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_87, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_59, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_5, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_92, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_0, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_77, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_17, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_12, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_33, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_25, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_19, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_97, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_81, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_8, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 2, 66.7
values_73, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_89, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 2, 66.7
values_82, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_34, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_70, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_29, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_51, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_57, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_88, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 2, 66.7
values_23, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_45, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_66, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_36, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_56, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_26, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_43, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_52, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_98, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_61, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_44, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_68, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_41, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_85, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_79, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_71, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_63, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_20, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_74, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 2, 66.7
values_72, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_86, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_75, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_55, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 2, 66.7
values_14, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_47, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_91, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_64, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_11, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_49, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 2, 66.7
values_62, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 2, 66.7
values_80, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_39, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_90, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
values_53, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 2, 66.7
values_94, 29, 5, 1, 5, 1, 2, 12, 3, 3, 2, 0, 8, 3, 3, 100.0
