id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,5,,25,0.200
values_84,12,,74,0.162
values_65,4,,18,0.222
values_96,10,,60,0.167
values_28,7,,39,0.179
values_54,12,,74,0.162
values_15,10,,60,0.167
values_87,13,,81,0.160
values_59,7,,39,0.179
values_5,10,,60,0.167
values_92,11,,67,0.164
values_0,13,,81,0.160
values_77,9,,53,0.170
values_17,9,,53,0.170
values_12,8,,46,0.174
values_33,6,,32,0.188
values_25,8,,46,0.174
values_19,9,,53,0.170
values_97,4,,18,0.222
values_81,4,,18,0.222
values_8,4,,18,0.222
values_73,11,,67,0.164
values_89,12,,74,0.162
values_82,4,,18,0.222
values_34,4,,18,0.222
values_70,4,,18,0.222
values_29,4,,18,0.222
values_51,12,,74,0.162
values_57,11,,67,0.164
values_88,13,,81,0.160
values_23,5,,25,0.200
values_45,9,,53,0.170
values_66,10,,60,0.167
values_36,10,,60,0.167
values_56,12,,74,0.162
values_26,7,,39,0.179
values_43,5,,25,0.200
values_52,4,,18,0.222
values_98,10,,60,0.167
values_61,10,,60,0.167
values_44,6,,32,0.188
values_68,6,,32,0.188
values_41,9,,53,0.170
values_85,11,,67,0.164
values_79,8,,46,0.174
values_71,11,,67,0.164
values_63,8,,46,0.174
values_20,4,,18,0.222
values_74,9,,53,0.170
values_72,5,,25,0.200
values_86,11,,67,0.164
values_75,9,,53,0.170
values_55,7,,39,0.179
values_14,7,,39,0.179
values_47,13,,81,0.160
values_91,10,,60,0.167
values_64,7,,39,0.179
values_11,4,,18,0.222
values_49,6,,32,0.188
values_62,10,,60,0.167
values_80,11,,67,0.164
values_39,13,,81,0.160
values_90,11,,67,0.164
values_53,4,,18,0.222
values_94,9,,53,0.170
values_7,13,,81,0.160
values_31,5,,25,0.200
values_93,12,,74,0.162
values_38,12,,74,0.162
values_58,4,,18,0.222
values_78,11,,67,0.164
values_50,10,,60,0.167
values_3,10,,60,0.167
values_13,9,,53,0.170
values_83,6,,32,0.188
values_1,5,,25,0.200
values_21,12,,74,0.162
values_32,12,,74,0.162
values_22,10,,60,0.167
values_9,4,,18,0.222
values_6,9,,53,0.170
values_76,13,,81,0.160
values_18,11,,67,0.164
values_16,12,,74,0.162
values_40,11,,67,0.164
values_2,4,,18,0.222
values_60,11,,67,0.164
values_99,10,,60,0.167
values_48,8,,46,0.174
values_69,12,,74,0.162
values_46,6,,32,0.188
values_24,8,,46,0.174
values_95,5,,25,0.200
values_42,4,,18,0.222
values_37,4,,18,0.222
values_10,11,,67,0.164
values_67,8,,46,0.174
values_35,4,,18,0.222
values_30,12,,74,0.162
values_4,11,,67,0.164
