inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_27, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_84, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_65, 331, 47, 111, 90, 442, 137, 3137.33, 90930.29, 0.03, 28.98, 5051.68, 0.67
values_96, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_28, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_54, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_15, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_87, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_59, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_5, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_92, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_0, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_77, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_17, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_12, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_33, 331, 47, 111, 90, 442, 137, 3137.33, 90930.29, 0.03, 28.98, 5051.68, 0.67
values_25, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_19, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_97, 331, 47, 111, 90, 442, 137, 3137.33, 90930.29, 0.03, 28.98, 5051.68, 0.67
values_81, 331, 47, 111, 90, 442, 137, 3137.33, 90930.29, 0.03, 28.98, 5051.68, 0.67
values_8, 331, 47, 111, 90, 442, 137, 3137.33, 90930.29, 0.03, 28.98, 5051.68, 0.67
values_73, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_89, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_82, 331, 47, 111, 90, 442, 137, 3137.33, 90930.29, 0.03, 28.98, 5051.68, 0.67
values_34, 331, 47, 111, 90, 442, 137, 3137.33, 90930.29, 0.03, 28.98, 5051.68, 0.67
values_70, 331, 47, 111, 90, 442, 137, 3137.33, 90930.29, 0.03, 28.98, 5051.68, 0.67
values_29, 331, 47, 111, 90, 442, 137, 3137.33, 90930.29, 0.03, 28.98, 5051.68, 0.67
values_51, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_57, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_88, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_23, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_45, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_66, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_36, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_56, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_26, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_43, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_52, 331, 47, 111, 90, 442, 137, 3137.33, 90930.29, 0.03, 28.98, 5051.68, 0.67
values_98, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_61, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_44, 331, 47, 111, 90, 442, 137, 3137.33, 90930.29, 0.03, 28.98, 5051.68, 0.67
values_68, 331, 47, 111, 90, 442, 137, 3137.33, 90930.29, 0.03, 28.98, 5051.68, 0.67
values_41, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_85, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_79, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_71, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_63, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_20, 331, 47, 111, 90, 442, 137, 3137.33, 90930.29, 0.03, 28.98, 5051.68, 0.67
values_74, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_72, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_86, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_75, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_55, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_14, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_47, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_91, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_64, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_11, 331, 47, 111, 90, 442, 137, 3137.33, 90930.29, 0.03, 28.98, 5051.68, 0.67
values_49, 331, 47, 111, 90, 442, 137, 3137.33, 90930.29, 0.03, 28.98, 5051.68, 0.67
values_62, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_80, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_39, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_90, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_53, 331, 47, 111, 90, 442, 137, 3137.33, 90930.29, 0.03, 28.98, 5051.68, 0.67
values_94, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_7, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_31, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_93, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_38, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_58, 331, 47, 111, 90, 442, 137, 3137.33, 90930.29, 0.03, 28.98, 5051.68, 0.67
values_78, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_50, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_3, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_13, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_83, 331, 47, 111, 90, 442, 137, 3137.33, 90930.29, 0.03, 28.98, 5051.68, 0.67
values_1, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_21, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_32, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_22, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_9, 331, 47, 111, 90, 442, 137, 3137.33, 90930.29, 0.03, 28.98, 5051.68, 0.67
values_6, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_76, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_18, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_16, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_40, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_2, 331, 47, 111, 90, 442, 137, 3137.33, 90930.29, 0.03, 28.98, 5051.68, 0.67
values_60, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_99, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_48, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_69, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_46, 331, 47, 111, 90, 442, 137, 3137.33, 90930.29, 0.03, 28.98, 5051.68, 0.67
values_24, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_95, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_42, 331, 47, 111, 90, 442, 137, 3137.33, 90930.29, 0.03, 28.98, 5051.68, 0.67
values_37, 331, 47, 111, 90, 442, 137, 3137.33, 90930.29, 0.03, 28.98, 5051.68, 0.67
values_10, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_67, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_35, 331, 47, 111, 90, 442, 137, 3137.33, 90930.29, 0.03, 28.98, 5051.68, 0.67
values_30, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
values_4, 331, 47, 111, 91, 442, 138, 3141.97, 90063.99, 0.03, 28.66, 5003.55, 0.67
