id,cInstr
values_27,25
values_84,74
values_65,18
values_96,60
values_28,39
values_54,74
values_15,60
values_87,81
values_59,39
values_5,60
values_92,67
values_0,81
values_77,53
values_17,53
values_12,46
values_33,32
values_25,46
values_19,53
values_97,18
values_81,18
values_8,18
values_73,67
values_89,74
values_82,18
values_34,18
values_70,18
values_29,18
values_51,74
values_57,67
values_88,81
values_23,25
values_45,53
values_66,60
values_36,60
values_56,74
values_26,39
values_43,25
values_52,18
values_98,60
values_61,60
values_44,32
values_68,32
values_41,53
values_85,67
values_79,46
values_71,67
values_63,46
values_20,18
values_74,53
values_72,25
values_86,67
values_75,53
values_55,39
values_14,39
values_47,81
values_91,60
values_64,39
values_11,18
values_49,32
values_62,60
values_80,67
values_39,81
values_90,67
values_53,18
values_94,53
values_7,81
values_31,25
values_93,74
values_38,74
values_58,18
values_78,67
values_50,60
values_3,60
values_13,53
values_83,32
values_1,25
values_21,74
values_32,74
values_22,60
values_9,18
values_6,53
values_76,81
values_18,67
values_16,74
values_40,67
values_2,18
values_60,67
values_99,60
values_48,46
values_69,74
values_46,32
values_24,46
values_95,25
values_42,18
values_37,18
values_10,67
values_67,46
values_35,18
values_30,74
values_4,67
