id,clockCycles,assemblyInstr
values_27,12,
values_84,57,
values_65,25,
values_96,30,
values_28,24,
values_54,30,
values_15,25,
values_87,21,
values_59,25,
values_5,29,
values_92,27,
values_0,28,
values_77,30,
values_17,22,
values_12,20,
values_33,19,
values_25,24,
values_19,26,
values_97,29,
values_81,28,
values_8,29,
values_73,27,
values_89,30,
values_82,13,
values_34,35,
values_70,18,
values_29,23,
values_51,25,
values_57,28,
values_88,30,
values_23,18,
values_45,25,
values_66,31,
values_36,32,
values_56,31,
values_26,28,
values_43,17,
values_52,23,
values_98,25,
values_61,31,
values_44,32,
values_68,25,
values_41,23,
values_85,30,
values_79,29,
values_71,32,
values_63,14,
values_20,17,
values_74,27,
values_72,25,
values_86,39,
values_75,26,
values_55,23,
values_14,33,
values_47,25,
values_91,28,
values_64,28,
values_11,6,
values_49,25,
values_62,12,
values_80,11,
values_39,25,
values_90,27,
values_53,21,
values_94,27,
values_7,16,
values_31,23,
values_93,28,
values_38,49,
values_58,23,
values_78,26,
values_50,20,
values_3,50,
values_13,23,
values_83,16,
values_1,30,
values_21,24,
values_32,21,
values_22,17,
values_9,38,
values_6,32,
values_76,30,
values_18,25,
values_16,32,
values_40,22,
values_2,29,
values_60,21,
values_99,31,
values_48,25,
values_69,30,
values_46,33,
values_24,55,
values_95,25,
values_42,23,
values_37,18,
values_10,20,
values_67,28,
values_35,49,
values_30,16,
values_4,29,
