id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,12,,44,0.273
values_84,57,,139,0.410
values_65,25,,80,0.312
values_96,30,,95,0.316
values_28,24,,78,0.308
values_54,30,,85,0.353
values_15,25,,75,0.333
values_87,21,,67,0.313
values_59,25,,80,0.312
values_5,29,,88,0.330
values_92,27,,69,0.391
values_0,28,,91,0.308
values_77,30,,75,0.400
values_17,22,,64,0.344
values_12,20,,60,0.333
values_33,19,,53,0.358
values_25,24,,78,0.308
values_19,26,,87,0.299
values_97,29,,93,0.312
values_81,28,,96,0.292
values_8,29,,88,0.330
values_73,27,,94,0.287
values_89,30,,105,0.286
values_82,13,,41,0.317
values_34,35,,100,0.350
values_70,18,,56,0.321
values_29,23,,81,0.284
values_51,25,,70,0.357
values_57,28,,76,0.368
values_88,30,,105,0.286
values_23,18,,51,0.353
values_45,25,,85,0.294
values_66,31,,107,0.290
values_36,32,,104,0.308
values_56,31,,97,0.320
values_26,28,,91,0.308
values_43,17,,59,0.288
values_52,23,,66,0.348
values_98,25,,75,0.333
values_61,31,,87,0.356
values_44,32,,89,0.360
values_68,25,,80,0.312
values_41,23,,71,0.324
values_85,30,,105,0.286
values_79,29,,93,0.312
values_71,32,,94,0.340
values_63,14,,48,0.292
values_20,17,,54,0.315
values_74,27,,89,0.303
values_72,25,,70,0.357
values_86,39,,108,0.361
values_75,26,,82,0.317
values_55,23,,66,0.348
values_14,33,,96,0.344
values_47,25,,85,0.294
values_91,28,,91,0.308
values_64,28,,91,0.308
values_11,6,,22,0.273
values_49,25,,80,0.312
values_62,12,,34,0.353
values_80,11,,37,0.297
values_39,25,,90,0.278
values_90,27,,89,0.303
values_53,21,,67,0.313
values_94,27,,84,0.321
values_7,16,,52,0.308
values_31,23,,71,0.324
values_93,28,,86,0.326
values_38,49,,113,0.434
values_58,23,,66,0.348
values_78,26,,82,0.317
values_50,20,,60,0.333
values_3,50,,115,0.435
values_13,23,,76,0.303
values_83,16,,47,0.340
values_1,30,,100,0.300
values_21,24,,78,0.308
values_32,21,,62,0.339
values_22,17,,54,0.315
values_9,38,,96,0.396
values_6,32,,84,0.381
values_76,30,,100,0.300
values_18,25,,75,0.333
values_16,32,,104,0.308
values_40,22,,69,0.319
values_2,29,,73,0.397
values_60,21,,62,0.339
values_99,31,,102,0.304
values_48,25,,85,0.294
values_69,30,,95,0.316
values_46,33,,101,0.327
values_24,55,,130,0.423
values_95,25,,75,0.333
values_42,23,,66,0.348
values_37,18,,61,0.295
values_10,20,,55,0.364
values_67,28,,76,0.368
values_35,49,,113,0.434
values_30,16,,52,0.308
values_4,29,,98,0.296
