Column1,DEVICE,BOARD,FUNCTION,DATA_TYPE,ID_VAL,DSP,BRAM,Flip_Flop,Area,min_Slack,Max_Freq,Time,Energy,BugsDelivered,DifficultyLevel,DistinctOperands,DistinctOperators,Effort,ProgramLength,ProgramLevel,ProgramVolume,TimeToImplement,TotalOperators,Total_Operands,VocabularySize,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function.1,FunctionCall,PointerDereferencing,CyclomaticComplexity,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation,SCALAR_INPUT,RANGE_SCALAR_VALUES,SCALAR_INDEX_INPUT,RANGE_SCALAR_INDEX_VALUES,ARRAY_INPUT,RANGE_ARRAY_INPUT,cInstr,assemblyInstr,clockCycles,CC4CS,Bugs_Delivered,SS_VAL_1,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,M_VAL_1,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_11,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32
2300,Bambu,xc7vx690t-3ffg1930-Virtex-7,astar,int8_t,27,0,16,1001,8411,6.10623E-16,288.6502712,9.052477203,271.5743161,3.22312,69.17,198,66,668797.52,1202,0.01,9669.36,37155.42,787,415,264,103,19,13,19,7,3,36,10,10,11,9,29,10,9,90,1,1,1,3,1,1,3746,0,2613,0.697544047,3.22312,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,24,15,0,29,1,8,23,17,18,0,1,21,0,4,10,10,12,20,0,18,2,20,8,8,12,11,6,9,8,8
2301,Bambu,xc7vx690t-3ffg1930-Virtex-7,astar,int8_t,84,0,16,447,7085,6.10623E-16,298.1509275,0.244842438,7.345273142,2.090713333,81.03,112,66,508211.37,839,0.01,6272.14,28233.97,564,275,178,103,19,13,19,7,3,36,10,10,11,9,29,10,9,90,1,1,1,3,1,1,184,0,73,0.39673913,2.090713333,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2302,Bambu,xc7vx690t-3ffg1930-Virtex-7,astar,int8_t,65,0,8,877,6902,6.10623E-16,332.9559831,15.25727201,457.7181602,4.03179,80.51,216,66,973845.54,1486,0.01,12095.37,54102.53,959,527,282,103,19,13,19,7,3,36,10,10,11,9,29,10,9,90,1,1,1,3,1,1,7278,0,5080,0.697993954,4.03179,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,16,35,34,0,61,0,21,16,12,17,4,0,59,0,29,16,24,23,9,0,40,0,25,25,11,16,7,5,12,6,18
2303,Bambu,xc7vx690t-3ffg1930-Virtex-7,astar,int8_t,96,0,16,956,8438,6.10623E-16,288.6502712,40.06578601,1201.97358,5.037043333,97.55,227,66,1474034.31,1844,0.01,15111.13,81890.79,1173,671,293,103,19,13,19,7,3,36,10,10,11,9,29,10,9,90,1,1,1,3,1,1,15541,0,11565,0.744160607,5.037043333,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,38,17,0,0,68,0,31,22,31,33,4,6,56,0,41,14,36,20,28,3,70,0,32,17,17,39,9,0,46,0,27
2304,Bambu,xc7vx690t-3ffg1930-Virtex-7,astar,int8_t,28,0,16,1001,8411,6.10623E-16,288.6502712,7.864188002,235.9256401,3.21919,70.23,195,66,678258.63,1203,0.01,9657.57,37681.04,788,415,261,103,19,13,19,7,3,36,10,10,11,9,29,10,9,90,1,1,1,3,1,1,3297,0,2270,0.688504701,3.21919,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,7,14,1,0,29,0,9,20,6,17,0,1,20,0,6,19,9,12,8,0,14,13,9,6,9,10,8,1,8,6,8
2305,Bambu,xc7vx690t-3ffg1930-Virtex-7,astar,int8_t,54,0,16,1002,8489,6.10623E-16,288.6502712,2.497832401,74.93497202,2.464366667,71.35,148,66,527507.75,955,0.01,7393.1,29305.99,635,320,214,103,19,13,19,7,3,36,10,10,11,9,29,10,9,90,1,1,1,3,1,1,1107,0,721,0.651309846,2.464366667,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,11,5,1,6,0,9,3,2,4,2,1,0,0,0,2,2,5,4,0,1,3,1,1,1,1,1,2,0,0,0
2306,Bambu,xc7vx690t-3ffg1930-Virtex-7,astar,int8_t,15,0,16,957,8424,6.10623E-16,288.6502712,22.18948201,665.6844602,4.49892,86.5,227,66,1167440.4,1647,0.01,13496.76,64857.8,1052,595,293,103,19,13,19,7,3,36,10,10,11,9,29,10,9,90,1,1,1,3,1,1,8908,0,6405,0.719016614,4.49892,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,18,9,0,70,0,15,33,25,11,0,0,44,0,18,36,13,27,10,0,46,15,5,39,22,19,1,0,34,1,16
2307,Bambu,xc7vx690t-3ffg1930-Virtex-7,astar,int8_t,87,0,16,447,7085,6.10623E-16,298.1509275,0.244842438,7.345273142,2.090713333,81.03,112,66,508211.37,839,0.01,6272.14,28233.97,564,275,178,103,19,13,19,7,3,36,10,10,11,9,29,10,9,90,1,1,1,3,1,1,181,0,73,0.403314917,2.090713333,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,Bambu,xc7vx690t-3ffg1930-Virtex-7,astar,int8_t,59,0,16,1002,8489,6.10623E-16,288.6502712,3.045207601,91.35622803,2.478523333,69.93,151,66,519997.2,958,0.01,7435.57,28888.73,638,320,217,103,19,13,19,7,3,36,10,10,11,9,29,10,9,90,1,1,1,3,1,1,1329,0,879,0.661399549,2.478523333,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,10,5,1,5,0,4,5,1,5,4,3,0,0,2,6,4,7,6,2,1,0,1,1,1,1,2,1,0,1,0
2309,Bambu,xc7vx690t-3ffg1930-Virtex-7,astar,int8_t,5,0,16,957,8424,6.10623E-16,288.6502712,44.04291721,1321.287516,4.542576667,87.66,224,66,1194555.58,1666,0.01,13627.73,66364.2,1071,595,290,103,19,13,19,7,3,36,10,10,11,9,29,10,9,90,1,1,1,3,1,1,17095,0,12713,0.743667739,4.542576667,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,9,8,3,42,11,12,12,21,24,0,0,48,0,16,32,1,38,13,0,40,0,31,24,17,18,9,0,48,0,30
2310,Bambu,xc7vx690t-3ffg1930-Virtex-7,astar,int8_t,92,0,16,956,8438,6.10623E-16,288.6502712,41.64555241,1249.366572,4.9854,97.12,228,66,1452522.76,1824,0.01,14956.2,80695.71,1153,671,294,103,19,13,19,7,3,36,10,10,11,9,29,10,9,90,1,1,1,3,1,1,15877,0,12021,0.75713296,4.9854,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,39,0,11,0,78,0,9,29,20,14,9,0,56,0,30,23,29,17,19,16,53,2,8,26,13,12,3,0,38,0,29
2311,Bambu,xc7vx690t-3ffg1930-Virtex-7,astar,int8_t,0,0,16,957,8424,6.10623E-16,288.6502712,54.02385362,1620.715608,4.50166,88.05,223,66,1189104.16,1652,0.01,13504.98,66061.34,1057,595,289,103,19,13,19,7,3,36,10,10,11,9,29,10,9,90,1,1,1,3,1,1,21220,0,15594,0.734872762,4.50166,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9,27,8,0,34,5,28,52,33,27,9,0,46,0,20,23,13,27,19,1,50,0,19,12,17,23,13,6,38,0,15
2312,Bambu,xc7vx690t-3ffg1930-Virtex-7,astar,int8_t,77,0,16,501,7037,6.10623E-16,217.8554309,1.170501001,35.11503004,2.19778,76.38,124,66,503593.25,871,0.01,6593.34,27977.4,584,287,190,103,19,13,19,7,3,36,10,10,11,9,29,10,9,90,1,1,1,3,1,1,487,0,255,0.523613963,2.19778,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2313,Bambu,xc7vx690t-3ffg1930-Virtex-7,astar,int8_t,17,0,16,957,8424,6.10623E-16,288.6502712,44.03945281,1321.183584,4.515246667,88.45,222,66,1198065.4,1658,0.01,13545.74,66559.19,1063,595,288,103,19,13,19,7,3,36,10,10,11,9,29,10,9,90,1,1,1,3,1,1,17026,0,12712,0.746622812,4.515246667,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,23,12,8,46,0,11,44,12,29,2,0,50,0,13,8,15,35,27,0,39,0,24,23,4,18,22,0,49,2,5
