Column1,DEVICE,BOARD,FUNCTION,DATA_TYPE,ID_VAL,DSP,BRAM,Flip_Flop,Area,min_Slack,Max_Freq,Time,Energy,BugsDelivered,DifficultyLevel,DistinctOperands,DistinctOperators,Effort,ProgramLength,ProgramLevel,ProgramVolume,TimeToImplement,TotalOperators,Total_Operands,VocabularySize,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function.1,FunctionCall,PointerDereferencing,CyclomaticComplexity,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation,SCALAR_INPUT,RANGE_SCALAR_VALUES,SCALAR_INDEX_INPUT,RANGE_SCALAR_INDEX_VALUES,ARRAY_INPUT,RANGE_ARRAY_INPUT,cInstr,assemblyInstr,clockCycles,CC4CS,Bugs_Delivered,SS_VAL_1,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,M_VAL_1,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_11,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32
6300,Bambu,xc7a100t-1csg324-Artix-7,insertionsort,int8_t,27,0,8,181,2427,1.88738E-15,218.0074123,4.573239,137.19717,1.27558,35.09,108,53,134272.46,522,0.03,3826.74,7459.58,379,143,161,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,1,582,0,997,1.713058419,1.27558,23,0,0,20,39,68,69,-24,104,-87,40,28,117,51,-80,-57,-9,23,124,-79,23,-67,-123,-27,68,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6301,Bambu,xc7a100t-1csg324-Artix-7,insertionsort,int8_t,84,0,8,181,2427,1.88738E-15,218.0074123,0.27522,8.2566,1.15996,36.19,93,53,125930.32,484,0.03,3479.88,6996.13,357,127,146,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,1,60,0,60,1,1.15996,7,0,0,-59,-46,-1,56,59,-63,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6302,Bambu,xc7a100t-1csg324-Artix-7,insertionsort,int8_t,65,0,8,181,2427,1.88738E-15,218.0074123,3.770514,113.11542,1.276456667,35.17,107,53,134672.09,523,0.03,3829.37,7481.78,381,142,160,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,1,489,0,822,1.680981595,1.276456667,22,0,0,40,-85,-4,101,38,-3,-22,-42,-53,-120,98,-10,-125,-86,71,26,51,81,-86,-25,-28,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6303,Bambu,xc7a100t-1csg324-Artix-7,insertionsort,int8_t,96,0,8,181,2427,1.88738E-15,218.0074123,1.385274,41.55822,1.223946667,34.73,103,53,127534.15,504,0.03,3671.84,7085.23,369,135,156,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,1,207,0,302,1.458937198,1.223946667,15,0,0,-36,-71,-69,3,-66,-106,95,-63,14,112,13,-68,-89,126,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6304,Bambu,xc7a100t-1csg324-Artix-7,insertionsort,int8_t,28,0,8,181,2427,1.88738E-15,218.0074123,3.041181,91.23543,1.265803333,34.35,108,53,130448.24,518,0.03,3797.41,7247.12,378,140,161,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,1,402,0,663,1.649253731,1.265803333,20,0,0,-92,10,-2,-84,65,-80,122,-123,36,87,-115,-56,-50,-113,41,71,-39,74,-124,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6305,Bambu,xc7a100t-1csg324-Artix-7,insertionsort,int8_t,54,0,8,181,2427,1.88738E-15,218.0074123,0.472461,14.17383,1.170333333,35.71,95,53,125361.31,487,0.03,3511,6964.52,359,128,148,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,1,81,0,103,1.271604938,1.170333333,8,0,0,-80,4,-40,-3,55,-15,-68,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6306,Bambu,xc7a100t-1csg324-Artix-7,insertionsort,int8_t,15,0,8,181,2427,1.88738E-15,218.0074123,3.096225,92.88675,1.252243333,35.67,104,53,134014.11,515,0.03,3756.73,7445.23,375,140,157,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,1,411,0,675,1.642335766,1.252243333,20,0,0,42,102,110,-98,-74,-33,119,33,-114,32,-20,123,-52,71,-121,-38,-77,62,32,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6307,Bambu,xc7a100t-1csg324-Artix-7,insertionsort,int8_t,87,0,8,181,2427,1.88738E-15,218.0074123,3.481533,104.44599,1.266693333,34.92,107,53,132700.95,519,0.03,3800.08,7372.27,378,141,160,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,1,456,0,759,1.664473684,1.266693333,21,0,0,18,51,-20,-123,-19,55,-124,122,-92,124,-53,42,68,-18,72,15,99,-81,-39,-85,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6308,Bambu,xc7a100t-1csg324-Artix-7,insertionsort,int8_t,59,0,8,181,2427,1.88738E-15,218.0074123,3.660426,109.81278,1.26269,35,106,53,132582.57,518,0.03,3788.07,7365.7,378,140,159,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,1,474,0,798,1.683544304,1.26269,20,0,0,80,46,-6,113,17,-89,-26,-12,18,-2,-19,60,-8,-80,-21,-39,-113,-34,120,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6309,Bambu,xc7a100t-1csg324-Artix-7,insertionsort,int8_t,5,0,8,181,2427,1.88738E-15,218.0074123,0.844008,25.32024,1.182273333,35.15,98,53,124681.52,490,0.03,3546.82,6926.75,360,130,151,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,1,132,0,184,1.393939394,1.182273333,10,0,0,40,-65,29,-92,88,86,99,-7,5,-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
