id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,406,,817,0.497
values_84,153,,327,0.468
values_65,853,,1615,0.528
values_96,22,,56,0.393
values_28,457,,909,0.503
values_54,141,,311,0.453
values_15,346,,702,0.493
values_87,234,,490,0.478
values_59,297,,620,0.479
values_5,69,,152,0.454
values_92,22,,54,0.407
values_0,764,,1489,0.513
values_77,103,,229,0.450
values_17,432,,842,0.513
values_12,764,,1483,0.515
values_33,157,,325,0.483
values_25,418,,835,0.501
values_19,659,,1303,0.506
values_97,639,,1276,0.501
values_81,364,,725,0.502
values_8,312,,642,0.486
values_73,641,,1281,0.500
values_89,787,,1527,0.515
values_82,69,,154,0.448
values_34,141,,311,0.453
values_70,845,,1615,0.523
values_29,348,,699,0.498
values_51,690,,1368,0.504
values_57,766,,1492,0.513
values_88,777,,1510,0.515
values_23,316,,646,0.489
values_45,851,,1620,0.525
values_66,44,,109,0.404
values_36,692,,1367,0.506
values_56,22,,56,0.393
values_26,46,,108,0.426
values_43,643,,1276,0.504
values_52,849,,1603,0.530
values_98,774,,1492,0.519
values_61,702,,1374,0.511
values_44,22,,56,0.393
values_68,764,,1493,0.512
values_41,293,,616,0.476
values_85,770,,1496,0.515
values_79,641,,1269,0.505
values_71,823,,1590,0.518
values_63,404,,818,0.494
values_20,823,,1586,0.519
values_74,645,,1275,0.506
values_72,428,,846,0.506
values_86,69,,156,0.442
values_75,314,,643,0.488
values_55,408,,818,0.499
values_14,657,,1304,0.504
values_47,44,,109,0.404
values_91,141,,307,0.459
values_64,829,,1603,0.517
values_11,695,,1385,0.502
values_49,184,,385,0.478
values_62,766,,1494,0.513
values_80,412,,820,0.502
values_39,22,,56,0.393
values_90,295,,623,0.474
values_53,314,,647,0.485
values_94,557,,1081,0.515
values_7,424,,846,0.501
values_31,143,,308,0.464
values_93,635,,1276,0.498
values_38,715,,1393,0.513
values_58,143,,314,0.455
values_78,354,,720,0.492
values_50,426,,845,0.504
values_3,155,,326,0.475
values_13,69,,154,0.448
values_83,69,,154,0.448
values_1,356,,717,0.497
values_21,424,,846,0.501
values_32,297,,624,0.476
values_22,815,,1586,0.514
values_9,157,,329,0.477
values_6,141,,309,0.456
values_76,291,,619,0.470
values_18,428,,840,0.510
values_16,404,,818,0.494
values_40,709,,1398,0.507
values_2,428,,840,0.510
values_60,312,,640,0.487
values_99,244,,487,0.501
values_48,785,,1516,0.518
values_69,424,,846,0.501
values_46,103,,227,0.454
values_24,702,,1372,0.512
values_95,426,,841,0.507
values_42,551,,1084,0.508
values_37,827,,1588,0.521
values_10,463,,908,0.510
values_67,67,,153,0.438
values_35,406,,817,0.497
values_30,137,,309,0.443
values_4,823,,1584,0.520
