inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_27, 253, 37, 117, 34, 370, 71, 2275.41, 144856.39, 0.02, 63.66, 8047.58, 0.92
values_84, 243, 37, 110, 29, 353, 66, 2133.67, 149724.85, 0.01, 70.17, 8318.05, 0.94
values_65, 272, 37, 128, 48, 400, 85, 2563.76, 126478.65, 0.02, 49.33, 7026.59, 0.84
values_96, 234, 37, 105, 24, 339, 61, 2010.52, 162726.46, 0.01, 80.94, 9040.36, 0.99
values_28, 258, 37, 119, 37, 377, 74, 2340.96, 139287.35, 0.02, 59.50, 7738.19, 0.90
values_54, 242, 37, 109, 29, 351, 66, 2121.58, 147523.13, 0.01, 69.53, 8195.73, 0.93
values_15, 251, 37, 115, 33, 366, 70, 2243.32, 144626.00, 0.02, 64.47, 8034.78, 0.92
values_87, 246, 37, 112, 32, 358, 69, 2186.85, 141598.65, 0.02, 64.75, 7866.59, 0.91
values_59, 245, 37, 113, 33, 358, 70, 2194.28, 139004.52, 0.02, 63.35, 7722.47, 0.89
values_5, 237, 37, 107, 27, 344, 64, 2064, 151321.78, 0.01, 73.31, 8406.77, 0.95
values_92, 236, 37, 105, 24, 341, 61, 2022.38, 163686.50, 0.01, 80.94, 9093.69, 1.00
values_0, 265, 37, 125, 42, 390, 79, 2458.47, 135362.43, 0.02, 55.06, 7520.14, 0.88
values_77, 240, 37, 108, 28, 348, 65, 2095.78, 149549.16, 0.01, 71.36, 8308.29, 0.94
values_17, 258, 37, 118, 37, 376, 74, 2334.75, 137750.51, 0.02, 59, 7652.81, 0.89
values_12, 262, 37, 125, 43, 387, 80, 2446.59, 131575.13, 0.02, 53.78, 7309.73, 0.86
values_33, 243, 37, 110, 29, 353, 66, 2133.67, 149724.85, 0.01, 70.17, 8318.05, 0.94
values_25, 251, 37, 118, 37, 369, 74, 2291.29, 135186.01, 0.02, 59, 7510.33, 0.88
values_19, 259, 37, 122, 42, 381, 79, 2401.74, 129064.96, 0.02, 53.74, 7170.28, 0.85
values_97, 255, 37, 121, 41, 376, 78, 2363.31, 129031.03, 0.02, 54.60, 7168.39, 0.85
values_81, 253, 37, 116, 35, 369, 72, 2276.70, 139594.38, 0.02, 61.31, 7755.24, 0.90
values_8, 251, 37, 114, 33, 365, 70, 2237.19, 142976.67, 0.02, 63.91, 7943.15, 0.91
values_73, 259, 37, 121, 39, 380, 76, 2374.21, 136273.71, 0.02, 57.40, 7570.76, 0.88
values_89, 269, 37, 126, 42, 395, 79, 2489.99, 138194.63, 0.02, 55.50, 7677.48, 0.89
values_82, 237, 37, 107, 27, 344, 64, 2064, 151321.78, 0.01, 73.31, 8406.77, 0.95
values_34, 243, 37, 109, 29, 352, 66, 2127.63, 147943.42, 0.01, 69.53, 8219.08, 0.93
values_70, 271, 37, 128, 44, 399, 81, 2529.60, 136138.48, 0.02, 53.82, 7563.25, 0.88
values_29, 251, 37, 115, 35, 366, 72, 2258.19, 137265.85, 0.02, 60.79, 7625.88, 0.89
values_51, 259, 37, 123, 40, 382, 77, 2393.91, 136183.69, 0.02, 56.89, 7565.76, 0.88
values_57, 261, 37, 125, 41, 386, 78, 2426.17, 136841.64, 0.02, 56.40, 7602.31, 0.89
values_88, 267, 37, 126, 45, 393, 82, 2498.52, 129423.23, 0.02, 51.80, 7190.18, 0.85
values_23, 251, 37, 114, 32, 365, 69, 2229.61, 146945.33, 0.02, 65.91, 8163.63, 0.93
values_45, 271, 37, 128, 46, 399, 83, 2543.64, 130942.20, 0.02, 51.48, 7274.57, 0.86
values_66, 236, 37, 106, 26, 342, 63, 2044.23, 154182.10, 0.01, 75.42, 8565.67, 0.96
values_36, 264, 37, 123, 41, 387, 78, 2432.45, 135001.01, 0.02, 55.50, 7500.06, 0.88
values_56, 235, 37, 105, 24, 340, 61, 2016.45, 163206.48, 0.01, 80.94, 9067.03, 1.00
values_26, 236, 37, 106, 26, 342, 63, 2044.23, 154182.10, 0.01, 75.42, 8565.67, 0.96
values_43, 260, 37, 121, 38, 381, 75, 2373.18, 139799.03, 0.02, 58.91, 7766.61, 0.90
values_52, 267, 37, 128, 43, 395, 80, 2497.16, 137518.11, 0.02, 55.07, 7639.89, 0.89
values_98, 265, 37, 125, 42, 390, 79, 2458.47, 135362.43, 0.02, 55.06, 7520.14, 0.88
values_61, 260, 37, 123, 36, 383, 73, 2370.70, 149848.17, 0.02, 63.21, 8324.90, 0.94
values_44, 235, 37, 105, 24, 340, 61, 2016.45, 163206.48, 0.01, 80.94, 9067.03, 1.00
values_68, 265, 37, 125, 42, 390, 79, 2458.47, 135362.43, 0.02, 55.06, 7520.14, 0.88
values_41, 246, 37, 113, 33, 359, 70, 2200.41, 139392.80, 0.02, 63.35, 7744.04, 0.90
values_85, 261, 37, 125, 42, 386, 79, 2433.26, 133974.10, 0.02, 55.06, 7443.01, 0.87
values_79, 260, 37, 121, 38, 381, 75, 2373.18, 139799.03, 0.02, 58.91, 7766.61, 0.90
values_71, 268, 37, 127, 45, 395, 82, 2511.23, 131114.27, 0.02, 52.21, 7284.13, 0.86
values_63, 256, 37, 117, 33, 373, 70, 2286.22, 149955.42, 0.02, 65.59, 8330.86, 0.94
values_20, 266, 37, 127, 44, 393, 81, 2491.56, 133043.70, 0.02, 53.40, 7391.32, 0.87
values_74, 258, 37, 121, 38, 379, 75, 2360.72, 139065.18, 0.02, 58.91, 7725.84, 0.89
values_72, 251, 37, 118, 37, 369, 74, 2291.29, 135186.01, 0.02, 59, 7510.33, 0.88
values_86, 238, 37, 107, 26, 345, 63, 2062.16, 157001.88, 0.01, 76.13, 8722.33, 0.97
values_75, 247, 37, 114, 33, 361, 70, 2212.67, 141409.80, 0.02, 63.91, 7856.10, 0.90
values_55, 254, 37, 117, 37, 371, 74, 2303.71, 134766.87, 0.02, 58.50, 7487.05, 0.88
values_14, 262, 37, 122, 40, 384, 77, 2406.45, 135783.72, 0.02, 56.42, 7543.54, 0.88
values_47, 237, 37, 106, 25, 343, 62, 2042.29, 160197.18, 0.01, 78.44, 8899.84, 0.98
values_91, 240, 37, 109, 28, 349, 65, 2101.81, 151367.59, 0.01, 72.02, 8409.31, 0.95
values_64, 272, 37, 127, 44, 399, 81, 2529.60, 135074.90, 0.02, 53.40, 7504.16, 0.88
values_11, 262, 37, 124, 41, 386, 78, 2426.17, 135746.90, 0.02, 55.95, 7541.49, 0.88
values_49, 245, 37, 111, 31, 356, 68, 2167.14, 143555.33, 0.02, 66.24, 7975.30, 0.91
values_62, 265, 37, 125, 42, 390, 79, 2458.47, 135362.43, 0.02, 55.06, 7520.14, 0.88
values_80, 252, 37, 117, 32, 369, 69, 2254.05, 152465.05, 0.01, 67.64, 8470.28, 0.95
values_39, 234, 37, 105, 24, 339, 61, 2010.52, 162726.46, 0.01, 80.94, 9040.36, 0.99
values_90, 250, 37, 113, 33, 363, 70, 2224.93, 140945.93, 0.02, 63.35, 7830.33, 0.90
