Column1,DEVICE,BOARD,FUNCTION,DATA_TYPE,ID_VAL,DSP,BRAM,Flip_Flop,Area,min_Slack,Max_Freq,Time,Energy,BugsDelivered,DifficultyLevel,DistinctOperands,DistinctOperators,Effort,ProgramLength,ProgramLevel,ProgramVolume,TimeToImplement,TotalOperators,Total_Operands,VocabularySize,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function.1,FunctionCall,PointerDereferencing,CyclomaticComplexity,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation,SCALAR_INPUT,RANGE_SCALAR_VALUES,SCALAR_INDEX_INPUT,RANGE_SCALAR_INDEX_VALUES,ARRAY_INPUT,RANGE_ARRAY_INPUT,cInstr,assemblyInstr,clockCycles,CC4CS,Bugs_Delivered,SS_VAL_1,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,M_VAL_1,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_11,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32
6300,Bambu,xc7z020-1clg484-Zynq-7000,astar,int8_t,27,0,8,987,6695,5E-10,219.731927,91.415937,2742.47811,2.58944,69.97,158,66,543536.44,995,0.01,7768.32,30196.47,660,335,224,103,19,13,19,7,3,36,10,10,11,9,29,10,9,90,1,3,1,3,1,1,10882,0,20087,1.845892299,2.58944,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6301,Bambu,xc7z020-1clg484-Zynq-7000,astar,int8_t,84,0,16,1288,4150,3.44169E-15,200,0,0,6.564826667,128.56,230,66,2531853.67,2399,0.01,19694.48,140658.54,1503,896,296,103,19,13,19,7,3,36,10,10,11,9,29,10,9,90,1,3,1,3,1,1,20776,0,0,0,6.564826667,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6302,Bambu,xc7z020-1clg484-Zynq-7000,astar,int8_t,65,0,16,1220,4030,3.44169E-15,200,0,0,2.359336667,71.85,141,66,508562.4,920,0.01,7078.01,28253.47,613,307,207,103,19,13,19,7,3,36,10,10,11,9,29,10,9,90,1,3,1,3,1,1,847,0,0,0,2.359336667,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6303,Bambu,xc7z020-1clg484-Zynq-7000,astar,int8_t,96,0,32,752,4304,3.44169E-15,200,0,0,2.13947,78.97,117,66,506889.63,854,0.01,6418.41,28160.54,574,280,183,103,19,13,19,7,3,36,10,10,11,9,29,10,9,90,1,3,1,3,1,1,324,0,0,0,2.13947,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6304,Bambu,xc7z020-1clg484-Zynq-7000,astar,int8_t,28,0,8,987,6695,5E-10,219.731927,5.761566,172.84698,2.572156667,70.87,156,66,546830.74,990,0.01,7716.47,30379.49,655,335,222,103,19,13,19,7,3,36,10,10,11,9,29,10,9,90,1,3,1,3,1,1,1273,0,1266,0.994501178,2.572156667,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6305,Bambu,xc7z020-1clg484-Zynq-7000,astar,int8_t,54,0,8,987,6695,5E-10,219.731927,7.96425,238.9275,2.566486667,73.21,151,66,563692.17,992,0.01,7699.46,31316.23,657,335,217,103,19,13,19,7,3,36,10,10,11,9,29,10,9,90,1,3,1,3,1,1,1736,0,1750,1.008064516,2.566486667,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6306,Bambu,xc7z020-1clg484-Zynq-7000,astar,int8_t,15,0,16,1287,4086,3.44169E-15,200,0,0,2.464366667,71.35,148,66,527507.75,955,0.01,7393.1,29305.99,635,320,214,103,19,13,19,7,3,36,10,10,11,9,29,10,9,90,1,3,1,3,1,1,1086,0,0,0,2.464366667,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6307,Bambu,xc7z020-1clg484-Zynq-7000,astar,int8_t,87,0,16,1288,4150,3.44169E-15,200,0,0,6.61917,127.45,232,66,2530805.56,2416,0.01,19857.51,140600.31,1520,896,298,103,19,13,19,7,3,36,10,10,11,9,29,10,9,90,1,3,1,3,1,1,15954,0,0,0,6.61917,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6308,Bambu,xc7z020-1clg484-Zynq-7000,astar,int8_t,59,0,8,987,6695,5E-10,219.731927,7.91874,237.5622,2.59678,69.53,159,66,541649.1,997,0.01,7790.34,30091.62,662,335,225,103,19,13,19,7,3,36,10,10,11,9,29,10,9,90,1,3,1,3,1,1,1750,0,1740,0.994285714,2.59678,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6309,Bambu,xc7z020-1clg484-Zynq-7000,astar,int8_t,5,0,16,1280,4117,3.44169E-15,200,0,0,3.768283333,78.69,208,66,889604.95,1396,0.01,11304.85,49422.5,900,496,274,103,19,13,19,7,3,36,10,10,11,9,29,10,9,90,1,3,1,3,1,1,16271,0,0,0,3.768283333,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
