id,clockCycles,assemblyInstr,cInstr,cc4cs
values_27,699,,60731433089499139,0.000
values_84,269,,471570213502979,0.000
values_65,599,,50467023,0.000
values_96,304,,1.000,
values_28,719,,27744509067299651584,0.000
values_54,409,,30707251479785647,0.000
values_15,514,,9619688804063406688,0.000
values_87,179,,13871790539742904320,0.000
values_59,404,,1688849860277658,0.000
values_5,89,,13872236941463781376,0.000
values_92,304,,1407374883553283,0.000
values_0,399,,400,0.998
values_77,1224,,1830294831,0.000
values_17,954,,10664523917620484117,0.000
values_12,289,,4537458389,0.000
values_33,784,,846695692763139,0.000
values_25,184,,196,0.939
values_19,459,,21474836483,0.000
values_97,1009,,12472360755787855459,0.000
values_81,659,,1830294831,0.000
values_8,1144,,1830294831,0.000
values_73,504,,3458764513827567304,0.000
values_89,9,,16,0.562
values_82,784,,297366872784899,0.000
values_34,859,,3307405574147,0.000
values_70,794,,3,264.667
values_29,104,,423359221334019,0.000
values_51,224,,7661748866064056512,0.000
values_57,264,,1688849860277658,0.000
values_88,1119,,37041262510192197632,0.000
values_23,19,,28,0.679
values_45,209,,13872236941463781376,0.000
values_66,914,,4537458389,0.000
values_36,344,,14534228995,0.000
values_56,264,,7195590419,0.000
values_26,19,,27744509067299651584,0.000
values_43,34,,108379960661508099,0.000
values_52,919,,14534228995,0.000
values_98,229,,236,0.970
values_61,14,,243843847652638723,0.000
values_44,74,,88,0.841
values_68,1244,,3720762359811,0.000
values_41,884,,3,294.667
values_85,189,,468555475579,0.000
values_79,229,,5374413373443,0.000
values_71,444,,428,1.037
values_63,919,,50467023,0.000
values_20,929,,9517231912540700672,0.000
values_74,179,,119950201420595,0.000
values_72,84,,9619688804063406688,0.000
values_86,729,,1830294831,0.000
values_75,969,,3458764513827567304,0.000
values_55,24,,36,0.667
values_14,614,,13871790539742904320,0.000
values_47,589,,7861056357350288663,0.000
values_91,704,,656,1.073
values_64,84,,952515097001987,0.000
values_11,469,,4537458389,0.000
values_49,304,,9619688804063406688,0.000
values_62,939,,7725585220454362388,0.000
values_80,669,,76125919432933379,0.000
values_39,404,,3720762359811,0.000
values_90,124,,460480762744,0.000
values_53,594,,327683,0.002
values_94,294,,468555475579,0.000
values_7,489,,19488235374830944259,0.000
values_31,489,,216754062987624451,0.000
values_93,819,,4537458389,0.000
values_38,854,,9517231912540700672,0.000
values_58,239,,98568,0.002
values_78,464,,952515097001987,0.000
values_50,94,,3720762359811,0.000
values_3,139,,3458764513827567304,0.000
values_13,369,,6597069766708,0.000
values_83,99,,120721974656761859,0.000
values_1,69,,88,0.784
values_21,79,,1161589346819,0.000
values_32,764,,7725585220454362388,0.000
values_22,29,,40,0.725
values_9,14,,9403516021949595648,0.000
values_6,549,,926688126979,0.000
values_76,104,,9403516021949595648,0.000
values_18,379,,352217554841763843,0.000
values_16,859,,19043471024336142720,0.000
values_40,449,,432,1.039
values_2,29,,6597069766708,0.000
values_60,724,,7725585220454362388,0.000
values_99,149,,1798752976,0.000
values_48,704,,664,1.060
values_69,889,,1798752976,0.000
values_46,329,,27745269929346072788,0.000
values_24,119,,9511602413006487744,0.000
values_95,474,,19239377608126813760,0.000
values_42,149,,119950201420595,0.000
values_37,14,,24,0.583
values_10,264,,7195590419,0.000
values_67,74,,1798752976,0.000
values_35,229,,98568,0.002
values_30,9,,16,0.562
values_4,459,,460480762744,0.000
