id,clockCycles,assemblyInstr
values_27,699,
values_84,269,
values_65,599,
values_96,304,
values_28,719,
values_54,409,
values_15,514,
values_87,179,
values_59,404,
values_5,89,
values_92,304,
values_0,399,
values_77,1224,
values_17,954,
values_12,289,
values_33,784,
values_25,184,
values_19,459,
values_97,1009,
values_81,659,
values_8,1144,
values_73,504,
values_89,9,
values_82,784,
values_34,859,
values_70,794,
values_29,104,
values_51,224,
values_57,264,
values_88,1119,
values_23,19,
values_45,209,
values_66,914,
values_36,344,
values_56,264,
values_26,19,
values_43,34,
values_52,919,
values_98,229,
values_61,14,
values_44,74,
values_68,1244,
values_41,884,
values_85,189,
values_79,229,
values_71,444,
values_63,919,
values_20,929,
values_74,179,
values_72,84,
values_86,729,
values_75,969,
values_55,24,
values_14,614,
values_47,589,
values_91,704,
values_64,84,
values_11,469,
values_49,304,
values_62,939,
values_80,669,
values_39,404,
values_90,124,
values_53,594,
values_94,294,
values_7,489,
values_31,489,
values_93,819,
values_38,854,
values_58,239,
values_78,464,
values_50,94,
values_3,139,
values_13,369,
values_83,99,
values_1,69,
values_21,79,
values_32,764,
values_22,29,
values_9,14,
values_6,549,
values_76,104,
values_18,379,
values_16,859,
values_40,449,
values_2,29,
values_60,724,
values_99,149,
values_48,704,
values_69,889,
values_46,329,
values_24,119,
values_95,474,
values_42,149,
values_37,14,
values_10,264,
values_67,74,
values_35,229,
values_30,9,
values_4,459,
