values_27,16
values_84,114
values_65,80
values_96,63
values_28,119
values_54,114
values_15,80
values_87,16
values_59,122
values_5,80
values_92,8
values_0,6
values_77,16
values_17,16
values_12,8
values_33,66
values_25,80
values_19,122
values_97,16
values_81,193
values_8,119
values_73,66
values_89,122
values_82,8
values_34,114
values_70,6
values_29,122
values_51,193
values_57,16
values_88,119
values_23,66
values_45,80
values_66,63
values_36,63
values_56,63
values_26,63
values_43,66
values_52,8
values_98,119
values_61,193
values_44,114
values_68,119
values_41,193
values_85,80
values_79,122
values_71,193
values_63,66
values_20,6
values_74,114
values_72,8
values_86,63
values_75,80
values_55,80
values_14,114
values_47,16
values_91,193
values_64,114
values_11,193
values_49,122
values_62,8
values_80,6
values_39,122
values_90,6
values_53,66
values_94,114
values_7,16
values_31,193
values_93,66
values_38,119
values_58,119
values_78,119
values_50,6
values_3,66
values_13,66
values_83,66
values_1,193
values_21,193
values_32,8
values_22,8
values_9,122
values_6,63
values_76,63
values_18,119
values_16,63
values_40,6
values_2,8
values_60,6
values_99,122
values_48,119
values_69,122
values_46,63
values_24,114
values_95,80
values_42,8
values_37,16
values_10,6
values_67,16
values_35,80
values_30,6
values_4,114
