inputName,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function,FunctionCall,PointerDereferencing,CyclomaticComplexity,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation
values_27, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_84, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_65, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_96, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_28, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_54, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_15, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_87, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_59, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_5, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_92, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_0, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_77, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_17, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_12, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_33, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_25, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_19, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_97, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_81, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_8, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_73, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_89, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_82, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_34, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_70, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_29, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_51, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_57, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_88, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_23, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_45, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_66, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_36, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_56, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_26, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_43, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_52, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_98, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_61, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_44, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_68, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_41, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
values_85, 10, 1, 1, 1, 0, 0, 6, 2, 2, 1, 0, 3, 2, 2, 100.0
