id,clockCycles,assemblyInstr
values_27,761,
values_84,78,
values_65,179,
values_96,989,
values_28,80,
values_54,165,
values_15,915,
values_87,277,
values_59,179,
values_5,367,
values_92,426,
values_0,25,
values_77,925,
values_17,745,
values_12,819,
values_33,474,
values_25,901,
values_19,350,
values_97,897,
values_81,211,
values_8,897,
values_73,167,
values_89,755,
values_82,975,
values_34,468,
values_70,367,
values_29,975,
values_51,470,
values_57,25,
values_88,213,
values_23,538,
values_45,474,
values_66,211,
values_36,118,
values_56,183,
values_26,359,
values_43,542,
values_52,753,
values_98,499,
values_61,838,
values_44,215,
values_68,122,
values_41,662,
values_85,271,
values_79,420,
values_71,765,
values_63,540,
values_20,25,
values_74,779,
values_72,51,
values_86,277,
values_75,893,
values_55,275,
values_14,834,
values_47,181,
values_91,80,
values_64,78,
values_11,967,
values_49,991,
values_62,979,
values_80,850,
values_39,927,
values_90,983,
values_53,921,
values_94,493,
values_7,416,
values_31,359,
values_93,971,
values_38,118,
values_58,476,
values_78,80,
values_50,120,
values_3,476,
values_13,275,
values_83,989,
values_1,495,
values_21,997,
values_32,491,
values_22,53,
values_9,350,
values_6,544,
values_76,283,
values_18,215,
values_16,959,
values_40,213,
values_2,499,
values_60,404,
values_99,400,
values_48,281,
values_69,51,
values_46,838,
values_24,476,
values_95,25,
values_42,213,
values_37,80,
values_10,365,
values_67,78,
values_35,499,
values_30,346,
values_4,167,
