id,cInstr
values_27,1268
values_84,155
values_65,329
values_96,1614
values_28,156
values_54,311
values_15,1516
values_87,489
values_59,331
values_5,644
values_92,725
values_0,56
values_77,1523
values_17,1276
values_12,1370
values_33,814
values_25,1494
values_19,616
values_97,1486
values_81,385
values_8,1492
values_73,308
values_89,1271
values_82,1584
values_34,811
values_70,642
values_29,1590
values_51,816
values_57,54
values_88,384
values_23,912
values_45,806
values_66,379
values_36,224
values_56,327
values_26,636
values_43,908
values_52,1274
values_98,839
values_61,1389
values_44,385
values_68,224
values_41,1093
values_85,486
values_79,722
values_71,1280
values_63,903
values_20,54
values_74,1303
values_72,109
values_86,487
values_75,1476
values_55,486
values_14,1389
values_47,328
values_91,156
values_64,153
values_11,1590
values_49,1613
values_62,1601
values_80,1395
values_39,1524
values_90,1607
values_53,1519
values_94,844
values_7,720
values_31,644
values_93,1586
values_38,224
values_58,819
values_78,156
values_50,227
values_3,819
values_13,484
values_83,1608
values_1,845
values_21,1612
values_32,837
values_22,108
values_9,622
values_6,905
values_76,488
values_18,379
values_16,1592
values_40,382
values_2,847
values_60,699
values_99,701
values_48,487
values_69,107
values_46,1383
values_24,819
values_95,54
values_42,386
values_37,154
values_10,641
values_67,153
values_35,843
values_30,618
values_4,312
